FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Tuesday, July 09, 2024 13:12:17 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.07
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 80568
DEA_SIDEDNESS= Both Sides
BeginData
 0.279870470654687 0.261013949582208 0.273915779789693 0.247119670897223 0.248112119374722 0.23223294373474 0.228263149824744 0.243149876987227 0.218338665049755 0.220323562004753 0.216353768094758 0.208414180274767 0.199482143977277 0.206429283319769 0.212383974184762 0.233225392212239 0.235210289167236 0.236202737644735 0.274908228267192 0.292772300862173 0.281855367609685
 0.280862919132186 0.264983743492203 0.244142325464726 0.237195186122234 0.238187634599733 0.20543683484227 0.216353768094758 0.194519901589782 0.181618071382297 0.181618071382297 0.173678483562306 0.197497247022279 0.191542556157286 0.208414180274767 0.219331113527254 0.21436887113976 0.209406628752266 0.226278252869747 0.256051707194713 0.260021501104709 0.258036604149711
 0.308651476502155 0.260021501104709 0.217346216572257 0.212383974184762 0.236202737644735 0.19650479854478 0.198489695499778 0.204444386364771 0.172686035084807 0.183602968337295 0.199482143977277 0.188565210724789 0.164746447264816 0.183602968337295 0.174670932039805 0.174670932039805 0.201467040932274 0.206429283319769 0.245134773942225 0.237195186122234 0.300711888682164
 0.273915779789693 0.252081913284717 0.225285804392248 0.213376422662261 0.198489695499778 0.182610519859796 0.167723792697313 0.189557659202288 0.161769101832319 0.166731344219814 0.174670932039805 0.174670932039805 0.152837065534829 0.173678483562306 0.198489695499778 0.215361319617259 0.18757276224729 0.221316010482252 0.23223294373474 0.2679610889247 0.246127222419724
 0.237195186122234 0.219331113527254 0.216353768094758 0.181618071382297 0.1786407259498 0.173678483562306 0.148867271624834 0.150852168579832 0.141920132282342 0.152837065534829 0.134972992939849 0.140927683804843 0.125048508164861 0.156806859444825 0.154821962489827 0.148867271624834 0.197497247022279 0.188565210724789 0.209406628752266 0.226278252869747 0.24116498003223
 0.227270701347245 0.236202737644735 0.184595416814794 0.198489695499778 0.162761550309818 0.141920132282342 0.146882374669836 0.149859720102333 0.137950338372346 0.109169332524878 0.0962675023173928 0.141920132282342 0.128025853597357 0.134972992939849 0.141920132282342 0.155814410967326 0.159784204877322 0.189557659202288 0.189557659202288 0.216353768094758 0.24116498003223
 0.234217840689738 0.219331113527254 0.198489695499778 0.175663380517304 0.172686035084807 0.145889926192337 0.136957889894847 0.130010750552355 0.113139126434874 0.0982523992723905 0.121078714254865 0.108176884047379 0.123063611209863 0.12604095664236 0.144897477714838 0.140927683804843 0.150852168579832 0.171693586607308 0.193527453112283 0.224293355914749 0.231240495257241
 0.217346216572257 0.194519901589782 0.152837065534829 0.217346216572257 0.159784204877322 0.131995647507353 0.130010750552355 0.134972992939849 0.103214641659885 0.0972599507948917 0.102222193182386 0.0982523992723905 0.103214641659885 0.106191987092382 0.118101368822368 0.143905029237339 0.172686035084807 0.161769101832319 0.201467040932274 0.204444386364771 0.21436887113976
 0.193527453112283 0.188565210724789 0.189557659202288 0.185587865292292 0.148867271624834 0.148867271624834 0.119093817299867 0.118101368822368 0.0962675023173928 0.111154229479876 0.0992448477498894 0.109169332524878 0.114131574912373 0.120086265777366 0.118101368822368 0.141920132282342 0.164746447264816 0.175663380517304 0.162761550309818 0.195512350067281 0.218338665049755
 0.228263149824744 0.207421731797268 0.173678483562306 0.181618071382297 0.136957889894847 0.129018302074856 0.11710892034487 0.118101368822368 0.0833656721099071 0.0853505690649049 0.113139126434874 0.102222193182386 0.0823732236324082 0.11710892034487 0.11710892034487 0.131995647507353 0.136957889894847 0.164746447264816 0.195512350067281 0.210399077229764 0.220323562004753
