FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Monday, July 08, 2024 01:44:21 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.1
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 170776
DEA_SIDEDNESS= Both Sides
BeginData
 0.282847816087184 0.265976191969702 0.278878022177188 0.263991295014704 0.272923331312195 0.272923331312195 0.260021501104709 0.288802506952177 0.311628821934652 0.334455136917127 0.275900676744691 0.290787403907175 0.286817609997179 0.280862919132186 0.245134773942225 0.268953537402199 0.271930882834696 0.289794955429676 0.301704337159663 0.307659028024656 0.270938434357197
 0.294757197817171 0.264983743492203 0.273915779789693 0.266968640447201 0.273915779789693 0.319568409754643 0.314606167367149 0.278878022177188 0.310636373457153 0.307659028024656 0.303689234114661 0.319568409754643 0.315598615844648 0.309643924979654 0.319568409754643 0.288802506952177 0.25902905262721 0.338424930827122 0.269945985879698 0.299719440204665 0.271930882834696
 0.258036604149711 0.264983743492203 0.286817609997179 0.289794955429676 0.280862919132186 0.309643924979654 0.281855367609685 0.315598615844648 0.358273900377101 0.324530652142138 0.346364518647114 0.325523100619637 0.329492894529632 0.306666579547157 0.293764749339672 0.306666579547157 0.286817609997179 0.270938434357197 0.271930882834696 0.290787403907175 0.283840264564683
 0.279870470654687 0.272923331312195 0.262998846537205 0.289794955429676 0.325523100619637 0.315598615844648 0.312621270412151 0.333462688439628 0.388047354702068 0.354304106467105 0.404918978819549 0.352319209512107 0.392017148612064 0.319568409754643 0.351326761034608 0.308651476502155 0.326515549097136 0.305674131069659 0.298726991727166 0.266968640447201 0.307659028024656
 0.28582516151968 0.272923331312195 0.272923331312195 0.312621270412151 0.303689234114661 0.342394724737118 0.354304106467105 0.361251245809597 0.397971839477057 0.427745293802024 0.448586711829501 0.424767948369528 0.42278305141453 0.415835912072037 0.361251245809597 0.300711888682164 0.34040982778212 0.277885573699689 0.31361371888965 0.316591064322147 0.284832713042181
 0.262006398059707 0.296742094772168 0.326515549097136 0.298726991727166 0.347356967124613 0.361251245809597 0.39499449404456 0.442632020964508 0.484314857019462 0.55874849283188 0.536914626326904 0.525997693074416 0.490269547884455 0.424767948369528 0.37713042144958 0.371175730584586 0.350334312557109 0.295749646294669 0.315598615844648 0.294757197817171 0.28582516151968
 0.262998846537205 0.325523100619637 0.353311657989606 0.341402276259619 0.364228591242094 0.394002045567061 0.468435681379479 0.521035450686922 0.602416225841832 0.590506844111845 0.584552153246852 0.570657874561867 0.518058105254425 0.525005244596917 0.492254444839453 0.412858566639541 0.365221039719593 0.337432482349624 0.319568409754643 0.319568409754643 0.302696785637162
 0.295749646294669 0.290787403907175 0.323538203664639 0.339417379304621 0.364228591242094 0.450571608784499 0.514088311344429 0.653031098194276 0.651046201239279 0.687766794906738 0.664940479924263 0.647076407329283 0.617302953004316 0.624250092346808 0.52202789916442 0.418813257504534 0.385070009269571 0.350334312557109 0.323538203664639 0.283840264564683 0.290787403907175
 0.298726991727166 0.282847816087184 0.353311657989606 0.363236142764595 0.402934081864552 0.460496093559488 0.55874849283188 0.601423777364333 0.629212334734303 0.672880067744255 0.708608212934215 0.664940479924263 0.632189680166799 0.657000892104272 0.548824008056891 0.466450784424482 0.399956736432055 0.362243694287096 0.327507997574635 0.290787403907175 0.292772300862173
 0.298726991727166 0.288802506952177 0.344379621692116 0.345372070169615 0.406903875774547 0.582567256291854 0.570657874561867 0.653031098194276 0.726472285529196 0.688759243384237 0.723494940096699 0.67684986165425 0.701661073591723 0.657993340581771 0.608370916706826 0.542869317191898 0.448586711829501 0.371175730584586 0.356289003422103 0.318575961277144 0.301704337159663
