FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Friday, July 12, 2024 06:11:07 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.03
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 173127
DEA_SIDEDNESS= Both Sides
BeginData
 0.7225024916192 0.60440112279683 0.649061304284281 0.58653705020185 0.598446431931836 0.51309586286693 0.536914626326904 0.515080759821928 0.493246893316952 0.498209135704447 0.473397923766974 0.498209135704447 0.498209135704447 0.480345063109466 0.463473438991985 0.53195238393941 0.528975038506913 0.608370916706826 0.636159474076795 0.663948031446764 0.721510043141701
 0.643106613419287 0.599438880409335 0.65898578905927 0.53195238393941 0.5408844202369 0.459503645081989 0.472405475289475 0.487292202451959 0.418813257504534 0.404918978819549 0.411866118162042 0.461488542036987 0.488284650929458 0.442632020964508 0.47736771767697 0.514088311344429 0.480345063109466 0.560733389786878 0.589514395634346 0.624250092346808 0.689751691861736
 0.598446431931836 0.560733389786878 0.533937280894407 0.519050553731924 0.492254444839453 0.455533851171994 0.424767948369528 0.400949184909554 0.435684881622016 0.392017148612064 0.351326761034608 0.365221039719593 0.376137972972081 0.406903875774547 0.424767948369528 0.432707536189519 0.496224238749449 0.479352614631967 0.508133620479436 0.656008443626773 0.609363365184324
 0.640129267986791 0.561725838264377 0.494239341794451 0.443624469442007 0.446601814874504 0.375145524494582 0.415835912072037 0.380107766882077 0.344379621692116 0.343387173214617 0.306666579547157 0.321553306709641 0.34934186407961 0.361251245809597 0.37713042144958 0.379115318404578 0.432707536189519 0.460496093559488 0.50416382656944 0.529967486984412 0.591499292589344
 0.554778698921884 0.519050553731924 0.507141172001937 0.456526299649493 0.397971839477057 0.374153076017083 0.318575961277144 0.321553306709641 0.309643924979654 0.312621270412151 0.28582516151968 0.284832713042181 0.327507997574635 0.338424930827122 0.370183282107088 0.364228591242094 0.406903875774547 0.442632020964508 0.467443232901981 0.555771147399383 0.615318056049318
 0.551801353489388 0.494239341794451 0.396979390999558 0.38606245774707 0.385070009269571 0.301704337159663 0.292772300862173 0.290787403907175 0.260021501104709 0.260021501104709 0.260021501104709 0.236202737644735 0.239180083077232 0.265976191969702 0.274908228267192 0.345372070169615 0.357281451899602 0.424767948369528 0.439654675532011 0.497216687226948 0.556763595876882
 0.51309586286693 0.475382820721972 0.38606245774707 0.384077560792072 0.329492894529632 0.326515549097136 0.254066810239715 0.217346216572257 0.212383974184762 0.231240495257241 0.157799307922324 0.190550107679787 0.199482143977277 0.23223294373474 0.280862919132186 0.30468168259216 0.326515549097136 0.389039803179567 0.430722639234521 0.436677330099514 0.497216687226948
 0.494239341794451 0.467443232901981 0.401941633387053 0.353311657989606 0.286817609997179 0.262998846537205 0.238187634599733 0.231240495257241 0.197497247022279 0.154821962489827 0.175663380517304 0.16970868965231 0.182610519859796 0.198489695499778 0.25902905262721 0.289794955429676 0.364228591242094 0.356289003422103 0.421790602937031 0.442632020964508 0.519050553731924
 0.496224238749449 0.460496093559488 0.358273900377101 0.348349415602112 0.321553306709641 0.262006398059707 0.247119670897223 0.170701138129809 0.139935235327344 0.150852168579832 0.131003199029854 0.155814410967326 0.16970868965231 0.194519901589782 0.216353768094758 0.270938434357197 0.302696785637162 0.33147779148463 0.410873669684543 0.427745293802024 0.50416382656944
 0.490269547884455 0.436677330099514 0.421790602937031 0.337432482349624 0.320560858232142 0.213376422662261 0.191542556157286 0.165738895742315 0.135965441417348 0.102222193182386 0.125048508164861 0.131003199029854 0.12604095664236 0.18757276224729 0.211391525707263 0.237195186122234 0.263991295014704 0.373160627539584 0.374153076017083 0.447594263352002 0.474390372244473
