FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, July 11, 2024 12:10:42 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.04
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 164402
DEA_SIDEDNESS= Both Sides
BeginData
 0.659978237536769 0.594476638021841 0.605393571274329 0.574627668471863 0.520043002209423 0.554778698921884 0.470420578334477 0.515080759821928 0.452556505739497 0.503171378091941 0.471413026811976 0.471413026811976 0.473397923766974 0.448586711829501 0.484314857019462 0.509126068956935 0.529967486984412 0.596461534976839 0.627227437779305 0.607378468229327 0.615318056049318
 0.590506844111845 0.55874849283188 0.554778698921884 0.525005244596917 0.442632020964508 0.471413026811976 0.465458335946983 0.405911427297048 0.432707536189519 0.42278305141453 0.40392653034205 0.44064712400951 0.390032251657066 0.457518748126992 0.435684881622016 0.454541402694495 0.538899523281902 0.519050553731924 0.561725838264377 0.593484189544342 0.637151922554294
 0.616310504526817 0.599438880409335 0.493246893316952 0.532944832416908 0.430722639234521 0.454541402694495 0.397971839477057 0.364228591242094 0.367205936674591 0.391024700134565 0.332470239962129 0.345372070169615 0.346364518647114 0.395986942522059 0.416828360549536 0.409881221207044 0.438662227054512 0.525997693074416 0.605393571274329 0.587529498679348 0.588521947156847
 0.594476638021841 0.49523179027195 0.473397923766974 0.446601814874504 0.402934081864552 0.408888772729545 0.356289003422103 0.318575961277144 0.321553306709641 0.333462688439628 0.335447585394626 0.324530652142138 0.292772300862173 0.341402276259619 0.370183282107088 0.414843463594538 0.388047354702068 0.470420578334477 0.500194032659445 0.517065656776926 0.543861765669396
 0.514088311344429 0.494239341794451 0.456526299649493 0.416828360549536 0.380107766882077 0.341402276259619 0.350334312557109 0.307659028024656 0.283840264564683 0.246127222419724 0.270938434357197 0.262006398059707 0.294757197817171 0.31361371888965 0.344379621692116 0.360258797332098 0.374153076017083 0.42278305141453 0.470420578334477 0.488284650929458 0.538899523281902
 0.551801353489388 0.455533851171994 0.426752845324525 0.380107766882077 0.337432482349624 0.33147779148463 0.286817609997179 0.271930882834696 0.237195186122234 0.215361319617259 0.23223294373474 0.235210289167236 0.247119670897223 0.282847816087184 0.292772300862173 0.332470239962129 0.356289003422103 0.402934081864552 0.442632020964508 0.502178929614442 0.500194032659445
 0.468435681379479 0.464465887469484 0.389039803179567 0.360258797332098 0.3592663488546 0.292772300862173 0.242157428509729 0.20543683484227 0.168716241174811 0.184595416814794 0.173678483562306 0.201467040932274 0.199482143977277 0.238187634599733 0.266968640447201 0.277885573699689 0.305674131069659 0.353311657989606 0.40392653034205 0.427745293802024 0.494239341794451
 0.464465887469484 0.462480990514486 0.385070009269571 0.336440033872125 0.305674131069659 0.291779852384674 0.226278252869747 0.200474592454776 0.171693586607308 0.133980544462351 0.142912580759841 0.144897477714838 0.142912580759841 0.188565210724789 0.217346216572257 0.261013949582208 0.320560858232142 0.34040982778212 0.389039803179567 0.428737742279523 0.512103414389431
 0.442632020964508 0.402934081864552 0.378122869927079 0.332470239962129 0.312621270412151 0.272923331312195 0.210399077229764 0.147874823147335 0.142912580759841 0.107184435569881 0.102222193182386 0.123063611209863 0.130010750552355 0.185587865292292 0.207421731797268 0.248112119374722 0.290787403907175 0.350334312557109 0.371175730584586 0.450571608784499 0.473397923766974
 0.496224238749449 0.411866118162042 0.356289003422103 0.308651476502155 0.291779852384674 0.270938434357197 0.217346216572257 0.164746447264816 0.103214641659885 0.0684789449474237 0.0615318056049315 0.0774109812449138 0.146882374669836 0.147874823147335 0.192535004634785 0.255059258717214 0.290787403907175 0.335447585394626 0.355296554944604 0.425760396847026 0.428737742279523
 0.424767948369528 0.433699984667018 0.414843463594538 0.32254575518714 0.261013949582208 0.211391525707263 0.210399077229764 0.128025853597357 0.084358120587406 0.0734411873349182 0.0416828360549536 0.0595469086499337 0.0833656721099071 0.146882374669836 0.179633174427299 0.215361319617259 0.252081913284717 0.311628821934652 0.355296554944604 0.374153076017083 0.459503645081989
 0.489277099406957 0.449579160307 0.391024700134565 0.326515549097136 0.280862919132186 0.225285804392248 0.21436887113976 0.159784204877322 0.108176884047379 0.0932901568848961 0.0635167025599292 0.0992448477498894 0.119093817299867 0.150852168579832 0.186580313769791 0.211391525707263 0.27689312522219 0.318575961277144 0.378122869927079 0.406903875774547 0.442632020964508
