FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, July 11, 2024 00:58:27 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.08
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 853158
DEA_SIDEDNESS= Both Sides
BeginData
 1.60975143050316 1.62563060614314 1.56608369749321 1.6554040604681 1.70899627825304 1.72289055693802 1.64250223026062 1.734799938668 1.74373197496549 1.73380749019051 1.77152053233546 1.77549032624546 1.72289055693802 1.74968666583049 1.74770176887549 1.72686035084801 1.69609444804555 1.68120772088307 1.67029078763058 1.56112145510571 1.56806859444821
 1.64944936960311 1.61868346680065 1.63952488482812 1.66532854524309 1.70403403586554 1.74770176887549 1.72983769628051 1.83602968337288 1.70502648434304 1.80228643513792 1.81121847143541 1.83305233794039 1.69907179347805 1.77846767167795 1.72090565998302 1.69907179347805 1.76755073842546 1.68616996327056 1.66632099372059 1.64845692112561 1.63853243635062
 1.63753998787312 1.61372122441315 1.69410955109055 1.73380749019051 1.77052808385796 1.734799938668 1.81419581686791 1.77052808385796 1.84396927119287 1.82908254403039 1.85488620444536 1.85190885901286 1.78243746558795 1.84694661662537 1.8231278531654 1.82709764707539 1.72289055693802 1.73281504171301 1.59287980638568 1.63257774548563 1.71197362368553
 1.72090565998302 1.69410955109055 1.71693586607303 1.77946012015545 1.77747522320045 1.84793906510287 1.79037705340794 1.87870496790533 1.98092716108771 1.90947087070779 1.95413105219524 1.91542556157279 1.88267476181533 1.83106744098539 1.89458414354531 1.84396927119287 1.82511275012039 1.76755073842546 1.70502648434304 1.66929833915308 1.6544116119906
 1.64845692112561 1.74273952648799 1.80030153818293 1.66433609676559 1.84198437423787 1.95413105219524 1.9829120580427 1.99680633672769 2.08215690579258 1.92138025243778 2.05536079690012 2.04940610603512 2.0662777301526 2.05536079690012 1.86878048313034 1.91641801005028 1.87374272551784 1.69311710261305 1.75663380517298 1.67723792697307 1.69311710261305
 1.69807934500055 1.72090565998302 1.80526378057042 1.86084089531035 1.82709764707539 1.96604043392522 1.95016125828524 2.10796056620755 2.19728092918244 2.21415255329992 2.30744271018481 2.24690335305738 2.13475667510002 2.05436834842262 2.01566285780016 1.94420656742025 1.87175782856284 1.87672007095033 1.76556584147047 1.71594341759553 1.67922282392807
 1.74373197496549 1.78045256863295 1.77648277472295 1.9035161798428 1.96107819153773 1.96306308849273 2.09803608143256 2.23995621371489 2.3143898495273 2.23995621371489 2.35508023710475 2.2369788682824 2.30744271018481 2.22109969264242 2.10101342686506 2.01963265171016 1.99779878520519 1.89160679811281 1.93924432503276 1.88862945268032 1.69510199956805
 1.68021527240557 1.8211429562104 1.86481068922035 1.85587865292286 1.88068986486033 2.02062510018766 2.18239420201996 2.34019350994227 2.32034454039229 2.25186559544488 2.36103492796975 2.27568435890485 2.24194111066989 2.26377497717486 2.3124049525723 2.12185484489254 1.97596491870021 1.8221354046879 1.80625622904792 1.77449787776796 1.74770176887549
 1.75266401126298 1.75167156278548 1.86481068922035 1.93527453112276 2.02856468800765 2.11391525707255 2.25782028630987 2.33324637059978 2.34813309776226 2.3173671949598 2.3987479701147 2.39080838229471 2.39378572772721 2.34416330385227 2.37790655208723 2.17643951115497 2.03451937887264 1.95512350067274 1.77152053233546 1.77052808385796 1.72487545389302
 1.7397621810555 1.79831664122793 1.81618071382291 1.97596491870021 2.00970816693517 2.22010724416492 2.29156353454483 2.38088389751972 2.40371021250219 2.43149876987216 2.44737794551214 2.40668755793469 2.3977555216372 2.33721616450977 2.28461639520234 2.2320166258949 2.00077613063768 1.90847842223029 1.83801458032788 1.81022602295791 1.7397621810555
