FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Friday, July 12, 2024 10:05:42 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.05
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 411507
DEA_SIDEDNESS= Both Sides
BeginData
 0.988478683588907 1.00535030770639 1.02817662268886 0.979546647291417 0.968629714038929 1.00237296227389 0.996418271408899 1.02420682877887 1.00038806531889 0.935878914281465 0.900150769091505 0.910075253866494 0.981531544246415 0.968629714038929 0.998403168363897 0.937863811236463 0.962675023173936 1.01229744704888 0.981531544246415 1.02817662268886 1.00038806531889
 1.01328989552638 1.02519927725636 1.04901804071634 0.933894017326467 0.951758089921448 1.00932010161638 0.934886465803966 0.939848708191461 0.978554198813918 0.957712780786441 0.922977084073979 0.89518852670401 0.982523992723914 0.961682574696437 0.997410719886398 0.962675023173936 0.956720332308942 1.01229744704888 0.987486235111409 1.00038806531889 1.02420682877887
 1.02718417421136 1.03115396812136 0.963667471651435 0.918014841686485 0.984508889678912 0.988478683588907 0.893203629749012 0.998403168363897 0.915037496253988 0.922977084073979 0.935878914281465 0.937863811236463 0.960690126218938 0.900150769091505 0.969622162516428 0.929924223416472 1.02122948334637 0.93190912037147 0.985501338156411 1.03214641659886 0.980539095768916
 1.02023703486887 1.01130499857138 1.01328989552638 0.970614610993927 0.946795847533953 0.973591956426424 0.9041205630015 0.873354660199034 0.950765641443949 0.93190912037147 0.879309351064028 0.915037496253988 0.929924223416472 0.937863811236463 0.900150769091505 0.971607059471426 0.970614610993927 0.987486235111409 0.997410719886398 0.963667471651435 0.998403168363897
 0.971607059471426 1.02023703486887 0.954735435353945 0.942826053623958 0.965652368606433 0.86839241781154 0.920992187118982 0.881294248019025 0.914045047776489 0.893203629749012 0.884271593451522 0.939848708191461 0.925954429506476 0.928931774938973 0.902135666046502 0.929924223416472 0.970614610993927 0.944810950578955 0.939848708191461 0.962675023173936 1.01825213791387
 1.03115396812136 0.971607059471426 0.968629714038929 0.927939326461474 0.898165872136507 0.963667471651435 0.856483036081553 0.866407520856542 0.862437726946546 0.853505690649056 0.880301799541526 0.863430175424045 0.903128114524001 0.88625649040652 0.887248938884019 0.89518852670401 0.915037496253988 0.903128114524001 0.908090356911496 0.966644817083931 0.972599507948925
 1.00832765313888 0.959697677741439 0.96763726556143 0.950765641443949 0.896180975181509 0.863430175424045 0.870377314766537 0.864422623901544 0.864422623901544 0.86839241781154 0.862437726946546 0.871369763244036 0.897173423659008 0.853505690649056 0.826709581756585 0.879309351064028 0.900150769091505 0.902135666046502 0.955727883831443 0.979546647291417 0.952750538398947
 0.95870522926394 0.969622162516428 0.869384866289038 0.909082805388995 0.978554198813918 0.883279144974023 0.919999738641483 0.841596308919069 0.873354660199034 0.863430175424045 0.863430175424045 0.862437726946546 0.882286696496524 0.880301799541526 0.864422623901544 0.874347108676533 0.939848708191461 0.947788296011452 0.942826053623958 0.964659920128934 0.948780744488951
 0.988478683588907 0.903128114524001 0.963667471651435 0.883279144974023 0.883279144974023 0.875339557154032 0.857475484559052 0.866407520856542 0.856483036081553 0.801898369819113 0.846558551306564 0.87732445410903 0.814800200026598 0.856483036081553 0.878316902586529 0.867399969334041 0.920992187118982 0.875339557154032 0.905113011478999 0.984508889678912 0.959697677741439
 1.03214641659886 0.951758089921448 0.915037496253988 0.883279144974023 0.859460381514049 0.879309351064028 0.871369763244036 0.776094709404141 0.825717133279086 0.790981436566625 0.830679375666581 0.87732445410903 0.814800200026598 0.833656721099078 0.842588757396568 0.845566102829065 0.932901568848969 0.912060150821491 0.948780744488951 0.927939326461474 0.991456029021404
 0.938856259713962 0.911067702343993 0.93190912037147 0.880301799541526 0.908090356911496 0.876332005631531 0.834649169576577 0.842588757396568 0.78601919417913 0.842588757396568 0.773117363971644 0.853505690649056 0.878316902586529 0.864422623901544 0.883279144974023 0.870377314766537 0.887248938884019 0.924961981028977 0.925954429506476 0.969622162516428 0.907097908433997
 0.927939326461474 0.908090356911496 0.885264041929021 0.86839241781154 0.906105459956498 0.847550999784062 0.898165872136507 0.867399969334041 0.788004091134128 0.819762442414093 0.860452829991548 0.84953589673906 0.830679375666581 0.874347108676533 0.905113011478999 0.922977084073979 0.910075253866494 0.903128114524001 0.942826053623958 0.955727883831443 0.976569301858921
 0.992448477498903 0.891218732794014 0.916029944731487 0.875339557154032 0.903128114524001 0.851520793694058 0.833656721099078 0.824724684801588 0.826709581756585 0.863430175424045 0.869384866289038 0.866407520856542 0.856483036081553 0.850528345216559 0.844573654351566 0.864422623901544 0.874347108676533 0.892211181271513 0.941833605146459 0.950765641443949 0.960690126218938
 0.976569301858921 0.952750538398947 0.905113011478999 0.915037496253988 0.823732236324089 0.839611411964071 0.863430175424045 0.898165872136507 0.828694478711583 0.833656721099078 0.837626515009073 0.82273978784659 0.820754890891592 0.844573654351566 0.902135666046502 0.841596308919069 0.928931774938973 0.930916671893971 0.923969532551478 0.963667471651435 0.994433374453901
 0.911067702343993 0.946795847533953 0.975576853381422 0.959697677741439 0.903128114524001 0.953742986876446 0.938856259713962 0.899158320614006 0.842588757396568 0.859460381514049 0.851520793694058 0.883279144974023 0.893203629749012 0.881294248019025 0.909082805388995 0.885264041929021 0.903128114524001 0.907097908433997 0.952750538398947 0.95870522926394 0.965652368606433
 1.01031255009388 0.960690126218938 1.01031255009388 0.976569301858921 0.969622162516428 0.879309351064028 0.876332005631531 0.9041205630015 0.854498139126555 0.922977084073979 0.857475484559052 0.875339557154032 0.902135666046502 0.873354660199034 0.891218732794014 0.94084115666896 0.944810950578955 0.942826053623958 0.976569301858921 0.918014841686485 0.948780744488951
 1.05001048919383 0.964659920128934 0.950765641443949 0.903128114524001 0.959697677741439 0.917022393208986 0.910075253866494 0.909082805388995 0.873354660199034 0.874347108676533 0.916029944731487 0.896180975181509 0.912060150821491 0.921984635596481 0.918014841686485 0.874347108676533 0.911067702343993 0.944810950578955 0.968629714038929 0.944810950578955 1.04604069528384
 0.990463580543905 0.971607059471426 1.01924458639137 0.939848708191461 0.912060150821491 0.903128114524001 0.935878914281465 0.882286696496524 0.889233835839017 0.884271593451522 0.91305259929899 0.911067702343993 0.952750538398947 0.924961981028977 0.873354660199034 0.878316902586529 0.952750538398947 0.964659920128934 0.988478683588907 0.978554198813918 0.965652368606433
 1.01130499857138 1.02321438030137 0.989471132066406 0.985501338156411 0.916029944731487 0.957712780786441 0.929924223416472 0.916029944731487 0.894196078226511 0.87732445410903 0.892211181271513 0.923969532551478 0.896180975181509 0.879309351064028 0.912060150821491 0.928931774938973 0.923969532551478 0.968629714038929 0.930916671893971 1.03810110746385 1.0807763919963
 1.00535030770639 0.971607059471426 1.04207090137384 0.994433374453901 0.976569301858921 0.997410719886398 0.941833605146459 0.905113011478999 0.989471132066406 0.891218732794014 0.924961981028977 0.906105459956498 0.945803399056454 0.927939326461474 0.978554198813918 0.923969532551478 0.956720332308942 0.998403168363897 0.982523992723914 0.947788296011452 1.05398028310383
 1.00535030770639 0.974584404903923 1.02519927725636 1.01328989552638 0.962675023173936 0.992448477498903 0.978554198813918 0.959697677741439 0.968629714038929 0.952750538398947 0.95870522926394 1.00038806531889 0.942826053623958 1.02321438030137 0.921984635596481 0.941833605146459 0.959697677741439 0.974584404903923 1.02420682877887 1.03413131355385 1.00932010161638

