FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Friday, July 12, 2024 14:00:46 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.07
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 529576
DEA_SIDEDNESS= Both Sides
BeginData
 1.16910430649369 1.18002123974618 1.19689286386366 1.21277203950364 1.1641420641062 1.16910430649369 1.21177959102614 1.24949263317109 1.19292306995366 1.22765876666612 1.22170407580113 1.1631496156287 1.17406654888118 1.14032330064622 1.14627799151122 1.26934160272107 1.15421757933121 1.18895327604367 1.18994572452116 1.20582490016115 1.16711940953869
 1.21277203950364 1.19590041538616 1.19590041538616 1.20185510625115 1.17307410040369 1.15421757933121 1.19987020929615 1.20284755472865 1.20086265777365 1.14230819760122 1.18299858517867 1.27728119054106 1.20681734863864 1.19987020929615 1.2425454938286 1.19093817299866 1.15124023389871 1.11551208870875 1.22071162732363 1.21574938493613 1.19093817299866
 1.21277203950364 1.2405605968736 1.1611647186737 1.21872673036863 1.27033405119857 1.27728119054106 1.19887776081865 1.26140201490108 1.17009675497119 1.22368897275612 1.20582490016115 1.18200613670117 1.20681734863864 1.18299858517867 1.19788531234116 1.20681734863864 1.21872673036863 1.18597593061117 1.21773428189113 1.19490796690866 1.19590041538616
 1.21971917884613 1.17902879126868 1.18994572452116 1.13536105825873 1.1631496156287 1.16612696106119 1.17803634279118 1.19391551843116 1.19887776081865 1.17803634279118 1.21773428189113 1.25842466946858 1.16711940953869 1.21078714254864 1.25941711794608 1.25346242708109 1.21773428189113 1.19689286386366 1.19987020929615 1.23559835448611 1.19590041538616
 1.12444412500624 1.19987020929615 1.22468142123362 1.1591798217187 1.22765876666612 1.25445487555859 1.18399103365617 1.1571949247637 1.13635350673623 1.19193062147616 1.18101368822368 1.21078714254864 1.1601722701962 1.17902879126868 1.19590041538616 1.16513451258369 1.14528554303372 1.19788531234116 1.16513451258369 1.25147753012609 1.20582490016115
 1.17108920344869 1.2395681483961 1.19987020929615 1.22468142123362 1.25643977251358 1.18994572452116 1.22964366362112 1.15124023389871 1.22964366362112 1.16513451258369 1.22865121514362 1.13833840369123 1.17803634279118 1.12742147043874 1.19391551843116 1.19590041538616 1.11451964023126 1.17307410040369 1.20582490016115 1.13933085216873 1.22666631818862
 1.1591798217187 1.19292306995366 1.18498348213367 1.23559835448611 1.2435379423061 1.11451964023126 1.20780979711614 1.20780979711614 1.16513451258369 1.09764801611378 1.17208165192619 1.16711940953869 1.15421757933121 1.18399103365617 1.20284755472865 1.20384000320615 1.1581873732412 1.21376448798114 1.18101368822368 1.20086265777365 1.23361345753111
 1.20880224559364 1.18994572452116 1.17406654888118 1.18796082756617 1.21574938493613 1.19391551843116 1.17108920344869 1.21475693645863 1.09367822220378 1.17307410040369 1.17803634279118 1.1631496156287 1.12742147043874 1.19193062147616 1.20483245168365 1.22964366362112 1.23758325144111 1.21674183341363 1.27430384510856 1.14429309455622 1.21078714254864
 1.20483245168365 1.19093817299866 1.21277203950364 1.17803634279118 1.22964366362112 1.19292306995366 1.18200613670117 1.17505899735868 1.19391551843116 1.18796082756617 1.15620247628621 1.13337616130373 1.16513451258369 1.19887776081865 1.17108920344869 1.16711940953869 1.25445487555859 1.23659080296361 1.22765876666612 1.19987020929615 1.23262100905361
 1.20384000320615 1.18299858517867 1.21574938493613 1.2445303907836 1.16910430649369 1.15124023389871 1.20284755472865 1.18101368822368 1.16811185801619 1.11749698566375 1.19689286386366 1.14826288846622 1.15620247628621 1.1631496156287 1.1601722701962 1.1641420641062 1.18200613670117 1.22269652427862 1.26140201490108 1.18696837908867 1.23758325144111
