FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Friday, July 12, 2024 12:01:42 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.06
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 484153
DEA_SIDEDNESS= Both Sides
BeginData
 1.0748217011313 1.07382925265381 1.14826288846622 1.14230819760122 1.09665556763628 1.07382925265381 1.09864046459128 1.12047433109625 1.07085190722131 1.14826288846622 1.10360270697877 1.0748217011313 1.15521002780871 1.15322513085371 1.09169332524878 1.11253474327626 1.12940636739374 1.1621571671512 1.18101368822368 1.07085190722131 1.09070087677128
 1.1631496156287 1.13436860978123 1.15124023389871 1.03115396812136 1.13139126434874 1.09268577372628 1.12543657348374 1.15421757933121 1.16811185801619 1.06985945874381 1.04604069528384 1.15024778542121 1.06588966483381 1.10955739784376 1.12146677957375 1.07184435569881 1.06390476787882 1.13039881587124 1.13734595521373 1.13436860978123 1.09665556763628
 1.08474618590629 1.10161781002377 1.14429309455622 1.0787914950413 1.14627799151122 1.17902879126868 1.05497273158133 1.11451964023126 1.09566311915878 1.09665556763628 1.08673108286129 1.10658005241127 1.08772353133879 1.08276128895129 1.10459515545627 1.08474618590629 1.12742147043874 1.08673108286129 1.12543657348374 1.08573863438379 1.15421757933121
 1.18895327604367 1.09268577372628 1.12345167652875 1.14727043998872 1.08673108286129 1.13635350673623 1.10558760393377 1.10757250088876 1.0768065980863 1.0797839435188 1.09764801611378 1.03611621050885 1.1581873732412 1.12543657348374 1.10161781002377 1.07283680417631 1.08673108286129 1.01229744704888 1.04703314376134 1.10360270697877 1.12345167652875
 1.11054984632126 1.12245922805125 1.15421757933121 1.14925533694371 1.12642902196124 1.15024778542121 1.07283680417631 1.05398028310383 1.10558760393377 1.09367822220378 1.00038806531889 1.0748217011313 1.11848943414125 1.06191987092382 1.07382925265381 1.09864046459128 1.0748217011313 1.13139126434874 1.0817688404738 1.09764801611378 1.12146677957375
 1.04306334985134 1.13337616130373 1.13933085216873 1.04901804071634 1.07085190722131 1.11054984632126 1.05100293767133 1.08474618590629 1.04604069528384 1.08673108286129 1.06588966483381 1.03214641659886 1.08573863438379 1.02718417421136 1.14528554303372 1.10955739784376 1.10062536154627 1.15421757933121 1.11253474327626 1.17406654888118 1.15421757933121
 1.13139126434874 1.02122948334637 1.11451964023126 1.1591798217187 1.08673108286129 1.07085190722131 1.06390476787882 1.05001048919383 1.03313886507635 1.02122948334637 1.01825213791387 1.09764801611378 1.03115396812136 1.08474618590629 1.04504824680634 1.11451964023126 1.05894252549132 1.12642902196124 1.09467067068128 1.09169332524878 1.11054984632126
 1.09169332524878 1.12543657348374 1.12047433109625 1.08772353133879 1.07085190722131 1.09268577372628 1.04604069528384 1.02916907116636 1.05398028310383 1.10955739784376 0.9954258229314 0.997410719886398 1.06191987092382 1.02519927725636 1.05298783462633 1.13139126434874 1.05894252549132 1.07382925265381 1.08970842829379 1.08772353133879 1.0768065980863
 1.11848943414125 1.1611647186737 1.11352719175376 1.10558760393377 1.06191987092382 1.0807763919963 1.05894252549132 1.03512376203135 1.05100293767133 1.04306334985134 0.98649378663391 1.09268577372628 1.01328989552638 1.04306334985134 1.04901804071634 1.12543657348374 1.05398028310383 1.13635350673623 1.06489721635632 1.12444412500624 1.12940636739374
 1.12345167652875 1.10856494936626 1.02619172573386 1.10360270697877 1.10261025850127 1.02619172573386 1.00733520466139 1.04107845289635 1.00535030770639 1.04008600441885 1.00832765313888 1.02222193182387 1.03512376203135 1.05993497396882 1.04107845289635 1.05993497396882 1.10459515545627 1.06489721635632 1.12742147043874 1.12047433109625 1.09467067068128
 1.11253474327626 1.09864046459128 1.0758141496088 1.06787456178881 1.10161781002377 1.02718417421136 1.0758141496088 1.03313886507635 1.04901804071634 1.08772353133879 0.966644817083931 1.03710865898635 1.05100293767133 1.05795007701382 1.09566311915878 1.0748217011313 1.13337616130373 1.04802559223884 1.12047433109625 1.16513451258369 1.07085190722131
 1.11848943414125 1.10360270697877 1.11352719175376 1.0768065980863 1.06390476787882 1.05795007701382 1.02321438030137 1.02122948334637 1.01725968943637 1.00634275618389 1.02817662268886 1.04604069528384 0.94977319296645 1.13436860978123 1.05199538614883 1.0768065980863 1.12345167652875 1.02122948334637 1.14131574912372 1.0758141496088 1.13933085216873
 1.12841391891624 1.13139126434874 1.0768065980863 1.07283680417631 1.08573863438379 1.10459515545627 1.0758141496088 1.0817688404738 0.999395616841395 1.00634275618389 1.06092742244632 0.994433374453901 1.03413131355385 1.04703314376134 1.08673108286129 1.06787456178881 1.04604069528384 1.06688211331131 1.13139126434874 1.10062536154627 1.11749698566375
 1.11749698566375 1.05894252549132 1.09963291306877 1.09367822220378 1.01924458639137 1.12841391891624 1.00535030770639 1.05695762853633 1.03016151964386 1.02718417421136 1.02619172573386 1.02619172573386 1.05894252549132 1.05795007701382 1.09268577372628 1.08573863438379 1.05298783462633 1.09169332524878 1.10261025850127 1.06092742244632 1.06787456178881
 1.12146677957375 1.08474618590629 1.10558760393377 1.11451964023126 1.13536105825873 1.0758141496088 1.01229744704888 1.0758141496088 1.03413131355385 1.05894252549132 1.00138051379639 1.00535030770639 1.05001048919383 1.0787914950413 1.02122948334637 1.10459515545627 1.05497273158133 1.06985945874381 1.09367822220378 1.05298783462633 1.13436860978123
 1.1611647186737 1.11451964023126 1.11650453718625 1.08871597981629 1.12245922805125 1.09566311915878 1.09169332524878 1.00634275618389 1.07283680417631 1.05695762853633 0.999395616841395 1.05993497396882 1.03710865898635 1.05993497396882 1.08474618590629 1.02321438030137 1.10459515545627 1.07184435569881 1.06489721635632 1.06985945874381 1.12345167652875
 1.10658005241127 1.09467067068128 1.17208165192619 1.05497273158133 1.06291231940132 1.11352719175376 1.10459515545627 1.05993497396882 1.13536105825873 1.04306334985134 1.05398028310383 1.0797839435188 1.0768065980863 1.06489721635632 1.10360270697877 1.11650453718625 1.10360270697877 1.13436860978123 1.12047433109625 1.12444412500624 1.20185510625115
 1.0748217011313 1.11650453718625 1.12841391891624 1.09864046459128 1.11848943414125 1.15124023389871 1.11948188261875 1.06688211331131 1.06191987092382 1.04306334985134 1.03214641659886 1.06588966483381 1.14528554303372 1.13635350673623 1.09665556763628 1.09764801611378 1.0758141496088 1.07085190722131 1.10856494936626 1.19193062147616 1.10558760393377
 1.14925533694371 1.0748217011313 1.11154229479876 1.0797839435188 1.14330064607872 1.09070087677128 1.06291231940132 1.11352719175376 1.09764801611378 1.14627799151122 1.09764801611378 1.06985945874381 1.13833840369123 1.06688211331131 1.08871597981629 1.10658005241127 1.10360270697877 1.13238371282623 1.10261025850127 1.09665556763628 1.1621571671512
 1.11352719175376 1.15223268237621 1.1631496156287 1.08573863438379 1.1601722701962 1.13039881587124 1.06489721635632 1.14528554303372 1.08772353133879 1.09467067068128 1.17108920344869 1.08871597981629 1.0807763919963 1.14032330064622 1.10658005241127 1.12543657348374 1.11451964023126 1.11650453718625 1.16513451258369 1.09764801611378 1.08970842829379
 1.13734595521373 1.11749698566375 1.13337616130373 1.21277203950364 1.10360270697877 1.04405579832884 1.09070087677128 1.11154229479876 1.13833840369123 1.11352719175376 1.11054984632126 1.06886701026631 1.13337616130373 1.03710865898635 1.11650453718625 1.06390476787882 1.1581873732412 1.13337616130373 1.08573863438379 1.13238371282623 1.17108920344869

