FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, July 10, 2024 21:29:16 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.09
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 1044803
DEA_SIDEDNESS= Both Sides
BeginData
 1.80228643513792 1.82610519859789 1.9064935252753 1.92435759787027 2.01566285780016 2.00673082150267 2.04841365755762 2.13475667510002 2.13773402053252 2.11986994793754 2.13872646901001 2.30148801931982 2.21316010482242 2.14666605683001 2.08711914818008 2.09605118447757 2.04642876060263 2.01070061541267 1.92336514939278 1.82511275012039 1.87672007095033
 1.89259924659031 1.95512350067274 1.93626697960026 2.02856468800765 2.14170381444251 2.02657979105265 2.20224317156994 2.24988069848988 2.19728092918244 2.35011799471726 2.30744271018481 2.32828412821229 2.28560884367984 2.21712989873242 2.16949237181248 2.14071136596501 2.03253448191764 2.09406628752257 1.97695736717771 1.95115370676274 1.82511275012039
 1.97199512479022 1.93229718569027 2.03352693039514 2.16849992333498 2.20323562004744 2.2320166258949 2.35607268558225 2.37492920665473 2.41164980032218 2.50295506025207 2.45134773942214 2.43447611530466 2.3987479701147 2.42752897596216 2.36004247949225 2.20720541395743 2.148650953785 2.05933059081011 1.9819196095652 1.97298757326772 1.87870496790533
 1.99382899129519 2.11887749946004 2.05337589994512 2.18140175354246 2.30148801931982 2.4831060907021 2.44340815160215 2.49303057547709 2.5674642112895 2.47615895135961 2.53570586000953 2.55158503564951 2.40768000641219 2.53173606609954 2.45035529094464 2.34118595841977 2.39080838229471 2.2369788682824 2.09902852991006 2.06230793624261 1.92832739178027
 1.89756148897781 2.07620221492759 2.19827337765994 2.28461639520234 2.46325712115212 2.46821936353962 2.50196261177457 2.49104567852209 2.62899601689442 2.56944910824449 2.55753972651451 2.51486444198206 2.52379647827955 2.46226467267462 2.46623446658462 2.4791362967921 2.40668755793469 2.35309534014976 2.19728092918244 2.03848917278264 2.09208139056757
 2.01665530627766 2.13773402053252 2.25782028630987 2.39378572772721 2.48906078156709 2.47218915744961 2.47020426049461 2.58036604149698 2.56845665976699 2.57838114454198 2.63693560471441 2.60219990800195 2.4801287452696 2.49600792090958 2.50295506025207 2.52677382371204 2.49700036938708 2.42951387291716 2.41462714575468 2.13872646901001 2.0652852816751
 2.17346216572247 2.21018275938993 2.33721616450977 2.43943835769215 2.55059258717202 2.44241570312465 2.58036604149698 2.6458676410119 2.58632073236197 2.50890975111707 2.63395825928191 2.65182233187689 2.58731318083947 2.51287954502706 2.57044155672199 2.54166055087453 2.55952462346951 2.49997771481958 2.33820861298727 2.25881273478737 2.09307383904507
 2.17346216572247 2.29156353454483 2.40668755793469 2.50493995720707 2.49104567852209 2.57937359301948 2.58135848997448 2.57341890215449 2.58135848997448 2.69648251336434 2.53967565391953 2.71136924052682 2.60716215038945 2.62701111993942 2.65579212578689 2.59823011409196 2.63693560471441 2.54860769021702 2.36798206731224 2.20422806852494 2.0692550755851
 2.1536131961725 2.37195186122223 2.44142325464715 2.53669830848703 2.5654793143345 2.60418480495695 2.59426032018196 2.56845665976699 2.58632073236197 2.562501968902 2.69648251336434 2.60418480495695 2.59624521713696 2.6478525379669 2.66968640447187 2.60021501104696 2.55456238108201 2.54761524173952 2.41561959423218 2.32133698886979 2.24888825001238
 2.19926582613744 2.40768000641219 2.48806833308959 2.45432508485463 2.4791362967921 2.560517071947 2.70640699813933 2.63594315623691 2.60219990800195 2.59227542322697 2.64090539862441 2.5674642112895 2.58830562931697 2.61907153211943 2.54563034478452 2.71831637986931 2.58135848997448 2.44142325464715 2.3947781762047 2.28263149824734 2.148650953785
 2.13971891748751 2.33324637059978 2.41363469727718 2.5654793143345 2.53173606609954 2.63991295014691 2.53967565391953 2.75305207658177 2.60914704734444 2.65182233187689 1.78541481102044 2.73518800398679 2.61311684125444 2.65777702274189 2.58135848997448 2.564486865857 2.58532828388447 2.52776627218954 2.41859693966468 2.30744271018481 2.12880198423503
 2.18239420201996 2.34118595841977 2.44638549703464 2.55356993260451 2.47516650288211 2.65678457426439 2.51684933893706 2.65678457426439 2.69152027097685 2.63594315623691 2.73717290094179 2.58235093845198 2.67067885294937 2.67961088924686 2.62502622298443 2.62403377450693 2.55555482955951 2.564486865857 2.45630998180963 2.30049557084232 2.16949237181248
 2.18437909897496 2.33225392212228 2.3947781762047 2.52478892675705 2.60418480495695 2.59426032018196 2.62403377450693 2.6468600894894 2.72228617377931 2.6448751925344 2.62998846537192 2.63098091384942 2.68953537402185 2.58830562931697 2.53372096305454 2.61907153211943 2.54166055087453 2.44043080616965 2.37691410360973 2.34317085537477 2.11986994793754
 2.13277177814502 2.25782028630987 2.4007328670697 2.44638549703464 2.50493995720707 2.4840985391796 2.60914704734444 2.57738869606448 2.55952462346951 2.68655802858935 2.62403377450693 2.67861844076936 2.65579212578689 2.61907153211943 2.52677382371204 2.52379647827955 2.5654793143345 2.566471762812 2.43249121834966 2.35508023710475 2.13674157205502
 2.11292280859505 2.23995621371489 2.4027177640247 2.43447611530466 2.52776627218954 2.54066810239703 2.63693560471441 2.63892050166941 2.57540379910949 2.57937359301948 2.5615095204245 2.65479967730939 2.52181158132455 2.67365619838187 2.52677382371204 2.57143400519949 2.53173606609954 2.49600792090958 2.38386124295222 2.2340015228499 2.08314935427008
 2.03749672430514 2.07520976645009 2.34019350994227 2.44936284246714 2.45234018789963 2.55654727803701 2.63495070775941 2.58731318083947 2.53471341153204 2.55059258717202 2.50295506025207 2.55456238108201 2.55753972651451 2.65579212578689 2.54860769021702 2.45829487876463 2.43646101225965 2.42951387291716 2.22109969264242 2.09505873600007 1.99482143977269
 1.9858894034752 2.12780953575753 2.17842440810997 2.30148801931982 2.4791362967921 2.49005323004459 2.47417405440461 2.55952462346951 2.59426032018196 2.54265299935203 2.60517725343445 2.45134773942214 2.59823011409196 2.54166055087453 2.41462714575468 2.44737794551214 2.36103492796975 2.30248046779732 2.19827337765994 2.0702475240626 1.99382899129519
 1.9868818519527 2.04543631212513 2.10498322077506 2.2320166258949 2.2359864198049 2.44340815160215 2.41065735184469 2.44737794551214 2.47020426049461 2.49303057547709 2.45333263637713 2.46821936353962 2.53769075696453 2.49799281786458 2.42852142443966 2.44837039398964 2.28957863758983 2.09108894209007 2.09902852991006 1.94817636133025 1.9819196095652
 1.88862945268032 2.00077613063768 2.03551182735014 2.04444386364763 2.19728092918244 2.28560884367984 2.31141250409481 2.36004247949225 2.37889900056472 2.49997771481958 2.43050632139466 2.50493995720707 2.38485369142972 2.34416330385227 2.46424956962962 2.28759374063483 2.21415255329992 2.07421731797259 2.0712399725401 1.97497247022271 1.97398002174521
 1.91443311309529 1.88366721029282 1.88068986486033 1.97596491870021 2.04841365755762 2.16453012942498 2.17147726876748 2.25782028630987 2.30248046779732 2.33423881907728 2.24293355914739 2.40867245488969 2.31141250409481 2.28858618911233 2.20621296547993 2.12681708728003 2.14468115987501 1.99879123368268 1.97298757326772 1.95016125828524 1.87672007095033
 1.9035161798428 1.88068986486033 1.91741045852778 1.95115370676274 2.02955713648515 2.04245896669263 2.09704363295507 2.07520976645009 2.16651502637998 2.17941685658747 2.1476585053075 2.18537154745246 2.19430358374995 2.11788505098254 2.07421731797259 2.02757223953015 2.06330038472011 1.9868818519527 1.93130473721277 1.87771251942783 1.91840290700528

