FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, July 11, 2024 09:53:14 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.05
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 297179
DEA_SIDEDNESS= Both Sides
BeginData
 0.857475484559052 0.850528345216559 0.841596308919069 0.816785096981596 0.806860612206607 0.778079606359139 0.734411873349187 0.671887619266756 0.728457182484193 0.734411873349187 0.727464734006695 0.747313703556673 0.711585558366712 0.718532697709204 0.707615764456716 0.767162673106651 0.834649169576577 0.808845509161605 0.847550999784062 0.788996539611627 0.893203629749012
 0.842588757396568 0.844573654351566 0.796936127431618 0.753268394421666 0.717540249231705 0.753268394421666 0.649061304284281 0.733419424871688 0.710593109889213 0.687766794906738 0.717540249231705 0.669902722311758 0.709600661411714 0.672880067744255 0.679827207086747 0.732426976394189 0.764185327674154 0.821747339369091 0.807853060684106 0.821747339369091 0.834649169576577
 0.866407520856542 0.809837957639104 0.824724684801588 0.748306152034172 0.662955582969265 0.701661073591723 0.678834758609248 0.646083958851784 0.68578189795174 0.665932928401762 0.607378468229327 0.640129267986791 0.682804552519244 0.706623315979217 0.717540249231705 0.720517594664202 0.734411873349187 0.7225024916192 0.756245739854163 0.82273978784659 0.812815303071601
 0.830679375666581 0.78601919417913 0.753268394421666 0.755253291376664 0.706623315979217 0.648068855806782 0.657993340581771 0.659978237536769 0.683797000996743 0.617302953004316 0.618295401481815 0.589514395634346 0.670895170789257 0.632189680166799 0.677842310131749 0.674864964699252 0.778079606359139 0.727464734006695 0.791973885044124 0.801898369819113 0.778079606359139
 0.804875715251609 0.712578006844211 0.734411873349187 0.681812104041745 0.660970686014268 0.674864964699252 0.616310504526817 0.607378468229327 0.606386019751828 0.571650323039366 0.591499292589344 0.582567256291854 0.585544601724351 0.591499292589344 0.610355813661823 0.687766794906738 0.682804552519244 0.66791782535676 0.695706382726729 0.733419424871688 0.742351461169178
 0.745328806601675 0.750291048989169 0.663948031446764 0.654023546671775 0.671887619266756 0.643106613419287 0.601423777364333 0.571650323039366 0.599438880409335 0.569665426084368 0.523020347641919 0.578597462381858 0.618295401481815 0.603408674319331 0.59546908649934 0.600431328886834 0.639136819509292 0.694713934249231 0.715555352276708 0.750291048989169 0.721510043141701
 0.738381667259183 0.729449630961692 0.711585558366712 0.681812104041745 0.65898578905927 0.564703183696874 0.575620116949362 0.594476638021841 0.542869317191898 0.573635219994364 0.559740941309379 0.528975038506913 0.566688080651871 0.574627668471863 0.565695632174372 0.633182128644298 0.607378468229327 0.624250092346808 0.693721485771732 0.707615764456716 0.736396770304185
 0.756245739854163 0.655015995149274 0.647076407329283 0.625242540824307 0.59546908649934 0.571650323039366 0.569665426084368 0.602416225841832 0.580582359336856 0.563710735219375 0.509126068956935 0.544854214146895 0.57661256542686 0.553786250444386 0.619287849959314 0.561725838264377 0.593484189544342 0.644099061896786 0.625242540824307 0.695706382726729 0.739374115736681
 0.672880067744255 0.674864964699252 0.643106613419287 0.659978237536769 0.580582359336856 0.553786250444386 0.575620116949362 0.529967486984412 0.600431328886834 0.553786250444386 0.519050553731924 0.552793801966887 0.553786250444386 0.560733389786878 0.560733389786878 0.58653705020185 0.565695632174372 0.65005375276178 0.65005375276178 0.726472285529196 0.700668625114224
 0.711585558366712 0.702653522069222 0.652038649716777 0.630204783211802 0.59546908649934 0.529967486984412 0.599438880409335 0.569665426084368 0.578597462381858 0.52202789916442 0.546839111101893 0.546839111101893 0.542869317191898 0.5408844202369 0.569665426084368 0.593484189544342 0.608370916706826 0.623257643869309 0.618295401481815 0.671887619266756 0.741359012691679
 0.637151922554294 0.684789449474241 0.674864964699252 0.571650323039366 0.626234989301806 0.59546908649934 0.589514395634346 0.529967486984412 0.525005244596917 0.535922177849405 0.556763595876882 0.532944832416908 0.535922177849405 0.582567256291854 0.563710735219375 0.562718286741876 0.585544601724351 0.610355813661823 0.597453983454338 0.67684986165425 0.684789449474241
 0.73143452791669 0.640129267986791 0.659978237536769 0.64112171646429 0.583559704769353 0.556763595876882 0.581574807814355 0.556763595876882 0.538899523281902 0.521035450686922 0.498209135704447 0.545846662624394 0.563710735219375 0.541876868714399 0.564703183696874 0.537907074804403 0.550808905011889 0.64112171646429 0.683797000996743 0.715555352276708 0.686774346429239
 0.675857413176751 0.689751691861736 0.660970686014268 0.635167025599296 0.602416225841832 0.601423777364333 0.599438880409335 0.56768052912937 0.578597462381858 0.583559704769353 0.594476638021841 0.554778698921884 0.548824008056891 0.596461534976839 0.57661256542686 0.555771147399383 0.606386019751828 0.619287849959314 0.616310504526817 0.693721485771732 0.721510043141701
 0.743343909646677 0.717540249231705 0.691736588816734 0.621272746914311 0.601423777364333 0.59546908649934 0.55874849283188 0.578597462381858 0.568672977606869 0.583559704769353 0.542869317191898 0.54981645653439 0.533937280894407 0.524012796119418 0.555771147399383 0.600431328886834 0.643106613419287 0.656008443626773 0.716547800754207 0.694713934249231 0.725479837051697
 0.755253291376664 0.725479837051697 0.678834758609248 0.660970686014268 0.629212334734303 0.608370916706826 0.543861765669396 0.612340710616821 0.579589910859357 0.614325607571819 0.553786250444386 0.601423777364333 0.596461534976839 0.598446431931836 0.570657874561867 0.616310504526817 0.638144371031793 0.648068855806782 0.677842310131749 0.714562903799209 0.788996539611627
 0.7225024916192 0.699676176636725 0.684789449474241 0.721510043141701 0.644099061896786 0.660970686014268 0.585544601724351 0.578597462381858 0.59546908649934 0.53195238393941 0.617302953004316 0.53195238393941 0.566688080651871 0.588521947156847 0.589514395634346 0.625242540824307 0.632189680166799 0.681812104041745 0.725479837051697 0.706623315979217 0.739374115736681
 0.860452829991548 0.744336358124176 0.661963134491767 0.718532697709204 0.657000892104272 0.619287849959314 0.609363365184324 0.62226519539181 0.592491741066843 0.585544601724351 0.580582359336856 0.612340710616821 0.62226519539181 0.665932928401762 0.645091510374285 0.680819655564246 0.640129267986791 0.709600661411714 0.758230636809161 0.791973885044124 0.764185327674154
 0.879309351064028 0.753268394421666 0.738381667259183 0.758230636809161 0.730442079439191 0.637151922554294 0.651046201239279 0.657993340581771 0.678834758609248 0.639136819509292 0.638144371031793 0.643106613419287 0.587529498679348 0.640129267986791 0.673872516221753 0.668910273834259 0.700668625114224 0.73143452791669 0.711585558366712 0.834649169576577 0.829686927189082
 0.85846793303655 0.805868163729108 0.769147570061649 0.749298600511671 0.655015995149274 0.701661073591723 0.684789449474241 0.67684986165425 0.634174577121797 0.654023546671775 0.621272746914311 0.643106613419287 0.661963134491767 0.684789449474241 0.656008443626773 0.663948031446764 0.727464734006695 0.756245739854163 0.75922308528666 0.837626515009073 0.864422623901544
