FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, July 03, 2024 11:35:41 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.1
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 216612
DEA_SIDEDNESS= Both Sides
BeginData
 0.446601814874504 0.433699984667018 0.430722639234521 0.42278305141453 0.401941633387053 0.406903875774547 0.412858566639541 0.452556505739497 0.392017148612064 0.430722639234521 0.420798154459532 0.456526299649493 0.411866118162042 0.390032251657066 0.401941633387053 0.380107766882077 0.412858566639541 0.432707536189519 0.400949184909554 0.461488542036987 0.468435681379479
 0.465458335946983 0.433699984667018 0.444616917919506 0.409881221207044 0.406903875774547 0.409881221207044 0.420798154459532 0.397971839477057 0.407896324252046 0.432707536189519 0.427745293802024 0.384077560792072 0.428737742279523 0.414843463594538 0.423775499892029 0.455533851171994 0.423775499892029 0.437669778577013 0.410873669684543 0.473397923766974 0.423775499892029
 0.415835912072037 0.39499449404456 0.417820809027035 0.41385101511704 0.423775499892029 0.404918978819549 0.390032251657066 0.415835912072037 0.415835912072037 0.366213488197092 0.452556505739497 0.417820809027035 0.421790602937031 0.418813257504534 0.400949184909554 0.459503645081989 0.414843463594538 0.427745293802024 0.417820809027035 0.455533851171994 0.412858566639541
 0.393009597089562 0.397971839477057 0.438662227054512 0.390032251657066 0.425760396847026 0.409881221207044 0.449579160307 0.43171508771202 0.427745293802024 0.419805705982033 0.421790602937031 0.43171508771202 0.442632020964508 0.435684881622016 0.414843463594538 0.438662227054512 0.398964287954556 0.438662227054512 0.410873669684543 0.425760396847026 0.410873669684543
 0.43171508771202 0.37713042144958 0.420798154459532 0.437669778577013 0.392017148612064 0.432707536189519 0.455533851171994 0.415835912072037 0.465458335946983 0.461488542036987 0.518058105254425 0.505156275046939 0.485307305496961 0.445609366397005 0.42278305141453 0.44064712400951 0.448586711829501 0.445609366397005 0.415835912072037 0.432707536189519 0.449579160307
 0.425760396847026 0.378122869927079 0.395986942522059 0.407896324252046 0.432707536189519 0.442632020964508 0.429730190757022 0.510118517434434 0.547831559579392 0.51309586286693 0.546839111101893 0.532944832416908 0.53195238393941 0.510118517434434 0.475382820721972 0.410873669684543 0.419805705982033 0.445609366397005 0.409881221207044 0.444616917919506 0.426752845324525
 0.410873669684543 0.391024700134565 0.402934081864552 0.444616917919506 0.438662227054512 0.42278305141453 0.489277099406957 0.54981645653439 0.612340710616821 0.678834758609248 0.678834758609248 0.686774346429239 0.592491741066843 0.54981645653439 0.484314857019462 0.452556505739497 0.451564057261998 0.417820809027035 0.405911427297048 0.42278305141453 0.435684881622016
 0.380107766882077 0.449579160307 0.408888772729545 0.44064712400951 0.452556505739497 0.481337511586965 0.550808905011889 0.657000892104272 0.75922308528666 0.771132467016647 0.798921024386616 0.762200430719156 0.735404321826686 0.657993340581771 0.538899523281902 0.485307305496961 0.483322408541963 0.426752845324525 0.430722639234521 0.39499449404456 0.423775499892029
 0.417820809027035 0.383085112314573 0.40392653034205 0.411866118162042 0.466450784424482 0.500194032659445 0.623257643869309 0.715555352276708 0.818769993936594 0.851520793694058 0.907097908433997 0.883279144974023 0.776094709404141 0.723494940096699 0.642114164941788 0.512103414389431 0.468435681379479 0.433699984667018 0.427745293802024 0.401941633387053 0.421790602937031
 0.42278305141453 0.411866118162042 0.420798154459532 0.438662227054512 0.446601814874504 0.515080759821928 0.720517594664202 0.785026745701631 0.814800200026598 0.900150769091505 0.863430175424045 0.901143217569004 0.846558551306564 0.790981436566625 0.643106613419287 0.548824008056891 0.468435681379479 0.438662227054512 0.444616917919506 0.376137972972081 0.402934081864552
