FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Tuesday, July 23, 2024 02:34:01 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.03
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 426124
DEA_SIDEDNESS= Both Sides
BeginData
 0.451199998966822 0.440399998991552 0.433199999008039 0.425999999024525 0.423999999029105 0.421999999033685 0.4391999989943 0.415199999049255 0.411599999057499 0.423599999030021 0.398799999086808 0.405999999070322 0.393999999097799 0.439999998992468 0.403599999075817 0.429199999017198 0.434799999004375 0.431199999012618 0.43719999899888 0.438399998996132 0.443999998983309
 0.45199999896499 0.448399998973234 0.44799999897415 0.396399999092304 0.41959999903918 0.431599999011702 0.423599999030021 0.39799999908864 0.417999999042844 0.386399999115202 0.407599999066658 0.391599999103295 0.387999999111538 0.411199999058415 0.423199999030937 0.41759999904376 0.418799999041012 0.400399999083144 0.448799998972318 0.456399998954915 0.440399998991552
 0.427999999019946 0.438799998995216 0.423199999030937 0.392399999101463 0.413199999053835 0.402399999078565 0.384799999118865 0.405199999072153 0.361999999171073 0.409999999061162 0.407599999066658 0.385199999117949 0.396399999092304 0.388399999110622 0.402399999078565 0.387999999111538 0.406399999069406 0.423199999030937 0.43719999899888 0.423199999030937 0.457599998952168
 0.422799999031853 0.439999998992468 0.428799999018114 0.433199999008039 0.412399999055667 0.403999999074901 0.404799999073069 0.381599999126193 0.391999999102379 0.398799999086808 0.371599999149091 0.358399999179316 0.39799999908864 0.381599999126193 0.393599999098715 0.390799999105127 0.418399999041928 0.404399999073985 0.431999999010787 0.413999999052003 0.437999998997048
 0.425999999024525 0.410399999060246 0.405199999072153 0.409199999062994 0.40879999906391 0.398799999086808 0.387999999111538 0.369199999154586 0.368799999155502 0.346399999206794 0.364799999164662 0.378799999132604 0.351999999193971 0.381999999125277 0.388799999109706 0.379199999131688 0.402399999078565 0.40679999906849 0.416799999045592 0.422399999032769 0.420799999036432
 0.429599999016282 0.43039999901445 0.40879999906391 0.404799999073069 0.380799999128025 0.383199999122529 0.36759999915825 0.361999999171073 0.34799999920313 0.332799999237935 0.342399999215953 0.339199999223281 0.349599999199467 0.355999999184812 0.38719999911337 0.380399999128941 0.379999999129856 0.403999999074901 0.424799999027273 0.41079999905933 0.426399999023609
 0.40879999906391 0.39599999909322 0.399599999084976 0.398399999087724 0.367999999157334 0.351199999195803 0.341599999217785 0.32839999924801 0.332799999237935 0.325599999254422 0.327999999248926 0.340399999220533 0.341199999218701 0.35679999918298 0.382399999124361 0.371999999148175 0.377199999136268 0.423999999029105 0.39799999908864 0.40679999906849 0.421999999033685
 0.422399999032769 0.43719999899888 0.393999999097799 0.381199999127109 0.367999999157334 0.346399999206794 0.347199999204962 0.351199999195803 0.329599999245263 0.322799999260833 0.331199999241599 0.325199999255338 0.303199999305714 0.344799999210458 0.341599999217785 0.368799999155502 0.355999999184812 0.380399999128941 0.391199999104211 0.421199999035516 0.414799999050171
 0.403599999075817 0.413599999052919 0.386399999115202 0.385599999117034 0.362799999169241 0.365999999161914 0.340799999219617 0.32639999925259 0.31759999927274 0.296399999321284 0.297599999318537 0.286799999343266 0.329199999246179 0.337599999226944 0.333199999237019 0.339999999221449 0.381199999127109 0.378799999132604 0.41079999905933 0.395599999094136 0.420799999036432
 0.413199999053835 0.399599999084976 0.391999999102379 0.379599999130772 0.358399999179316 0.353999999189391 0.339199999223281 0.316399999275488 0.309599999291059 0.287599999341435 0.289599999336855 0.290799999334107 0.311199999287395 0.303599999304798 0.31759999927274 0.334399999234272 0.368799999155502 0.392399999101463 0.399599999084976 0.385199999117949 0.403999999074901
 0.425599999025441 0.393599999098715 0.390399999106043 0.363599999167409 0.3587999991784 0.346799999205878 0.321999999262665 0.330399999243431 0.300399999312125 0.278399999362501 0.305599999300218 0.294399999325864 0.298399999316705 0.295199999324032 0.31759999927274 0.349599999199467 0.365999999161914 0.361199999172905 0.381599999126193 0.382399999124361 0.40879999906391
