FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Monday, July 22, 2024 13:22:53 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.01
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 157821
DEA_SIDEDNESS= Both Sides
BeginData
 0.313999999280984 0.290799999334107 0.270399999380819 0.263199999397306 0.258399999408297 0.225599999483404 0.221599999492564 0.222399999490732 0.228799999476077 0.200799999540193 0.219999999496228 0.224799999485236 0.216399999504471 0.237599999455926 0.24199999944585 0.218399999499891 0.231199999470581 0.270399999380819 0.28519999934693 0.302399999307545 0.328799999247095
 0.294799999324948 0.256799999411961 0.223599999487984 0.217599999501723 0.175599999597898 0.209999999519126 0.181199999585075 0.163999999624461 0.158799999636368 0.167599999616217 0.169199999612553 0.167199999617133 0.149599999657435 0.148799999659267 0.180799999585991 0.200799999540193 0.199199999543857 0.215599999506303 0.243599999442187 0.235599999460506 0.267999999386315
 0.277199999365249 0.228399999476993 0.194799999553932 0.178399999591486 0.167199999617133 0.139599999680334 0.139999999679418 0.144799999668426 0.143999999670258 0.126799999709644 0.127999999706896 0.12839999970598 0.146399999664762 0.147999999661099 0.153199999649191 0.155599999643696 0.16199999962904 0.181599999584159 0.196799999549353 0.231599999469665 0.265999999390894
 0.262799999398222 0.197199999548437 0.174399999600646 0.166799999618049 0.147999999661099 0.128799999705064 0.113999999738954 0.121599999721551 0.114799999737123 0.106799999755442 0.118399999728879 0.115999999734375 0.131999999697737 0.121599999721551 0.120399999724299 0.130799999700485 0.12439999971514 0.152399999651023 0.182799999581411 0.215599999506303 0.251999999422952
 0.249199999429363 0.21039999951821 0.155599999643696 0.154799999645528 0.118799999727963 0.109199999749946 0.0991999997728446 0.101199999768265 0.0915999997902477 0.0883999997975753 0.0955999997810882 0.0899999997939115 0.104399999760937 0.0947999997829201 0.0955999997810882 0.113199999740786 0.12839999970598 0.141999999674838 0.176399999596066 0.207199999525538 0.223599999487984
 0.238399999454094 0.190799999563092 0.14519999966751 0.120799999723383 0.106399999756357 0.0887999997966593 0.0799999998168102 0.07799999982139 0.0811999998140624 0.0867999998012391 0.0751999998278016 0.0711999998369611 0.0743999998296335 0.0711999998369611 0.0823999998113145 0.086399999802155 0.102399999765517 0.120399999724299 0.163599999625377 0.18959999956584 0.248399999431195
 0.231999999468749 0.172399999605226 0.147999999661099 0.117999999729795 0.0995999997719287 0.07799999982139 0.0719999998351292 0.0695999998406249 0.0667999998470366 0.0671999998461206 0.0659999998488685 0.0671999998461206 0.0655999998497844 0.0683999998433728 0.0739999998305495 0.0819999998122305 0.100399999770097 0.120399999724299 0.153999999647359 0.19359999955668 0.21919999949806
 0.231599999469665 0.171999999606142 0.138399999683081 0.11359999973987 0.0895999997948274 0.0751999998278016 0.070399999838793 0.0615999998589439 0.0547999998745151 0.0551999998735991 0.0547999998745151 0.0567999998699353 0.0627999998561961 0.0639999998534482 0.0763999998250538 0.0807999998149783 0.0903999997929955 0.118399999728879 0.159599999634536 0.167599999616217 0.218399999499891
 0.20639999952737 0.184799999576831 0.14319999967209 0.121999999720635 0.0991999997728446 0.0839999998076507 0.0611999998598599 0.054399999875431 0.0535999998772629 0.0487999998882543 0.0519999998809267 0.0515999998818427 0.0527999998790948 0.0547999998745151 0.0671999998461206 0.0751999998278016 0.0935999997856679 0.125199999713308 0.119599999726131 0.167199999617133 0.213999999509967
 0.204799999531034 0.165199999621713 0.134399999692241 0.108799999750862 0.103999999761853 0.0739999998305495 0.0751999998278016 0.0639999998534482 0.0571999998690194 0.0467999998928341 0.0419999999038255 0.0507999998836746 0.0551999998735991 0.062399999857112 0.0551999998735991 0.0771999998232219 0.0947999997829201 0.120399999724299 0.124799999714224 0.17279999960431 0.211599999515463
 0.196799999549353 0.186399999573167 0.129999999702316 0.109999999748114 0.10759999975361 0.07799999982139 0.0775999998223059 0.0647999998516163 0.0523999998800108 0.0495999998864224 0.0371999999148169 0.0439999998992457 0.0579999998671875 0.061999999858028 0.0751999998278016 0.0831999998094826 0.101999999766433 0.100799999769181 0.136799999686745 0.175199999598814 0.213199999511799
 0.220399999495312 0.173999999601562 0.134399999692241 0.103599999762769 0.0883999997975753 0.0799999998168102 0.0711999998369611 0.0551999998735991 0.0551999998735991 0.045999999894666 0.0467999998928341 0.0515999998818427 0.061999999858028 0.0583999998662715 0.0687999998424568 0.078399999820474 0.0983999997746765 0.108399999751778 0.1303999997014 0.157599999639116 0.224399999486152
 0.207599999524622 0.17679999959515 0.144399999669342 0.106399999756357 0.0911999997911636 0.0743999998296335 0.0635999998543642 0.061999999858028 0.0531999998781789 0.0499999998855065 0.0523999998800108 0.0467999998928341 0.0527999998790948 0.0587999998653556 0.0671999998461206 0.0771999998232219 0.0999999997710127 0.105599999758189 0.112399999742618 0.162799999627209 0.207999999523706
 0.218399999499891 0.173999999601562 0.149199999658351 0.103599999762769 0.0867999998012391 0.0731999998323814 0.0687999998424568 0.0675999998452047 0.0567999998699353 0.0575999998681034 0.0671999998461206 0.0639999998534482 0.0603999998616918 0.0495999998864224 0.0631999998552801 0.0791999998186421 0.0967999997783403 0.111199999745366 0.158399999637284 0.169599999611637 0.233199999466001
 0.230799999471497 0.184799999576831 0.152399999651023 0.119999999725215 0.093999999784752 0.0907999997920796 0.0767999998241378 0.0631999998552801 0.0615999998589439 0.0715999998360452 0.0639999998534482 0.070399999838793 0.0603999998616918 0.0667999998470366 0.0739999998305495 0.0839999998076507 0.108799999750862 0.121599999721551 0.153199999649191 0.197999999546605 0.22519999948432
 0.225999999482488 0.183599999579579 0.145599999666594 0.136399999687661 0.105199999759105 0.101599999767349 0.0907999997920796 0.0711999998369611 0.0799999998168102 0.0847999998058188 0.0871999998003231 0.0715999998360452 0.0935999997856679 0.07799999982139 0.0879999997984912 0.101999999766433 0.108399999751778 0.127199999708728 0.166399999618965 0.171999999606142 0.245599999437607
 0.23999999945043 0.215199999507219 0.166799999618049 0.142799999673006 0.126799999709644 0.104799999760021 0.094399999783836 0.0991999997728446 0.0843999998067348 0.0919999997893317 0.094399999783836 0.0899999997939115 0.0975999997765084 0.0923999997884158 0.101999999766433 0.111999999743534 0.107199999754526 0.144399999669342 0.163999999624461 0.203199999534698 0.248399999431195
 0.26159999940097 0.212799999512715 0.179199999589655 0.162399999628124 0.139999999679418 0.126799999709644 0.117599999730711 0.106799999755442 0.112399999742618 0.108399999751778 0.116799999732543 0.118399999728879 0.117199999731627 0.111199999745366 0.119199999727047 0.133999999693157 0.131199999699569 0.158399999637284 0.163999999624461 0.200799999540193 0.258799999407381
 0.27639999936708 0.22519999948432 0.182799999581411 0.180399999586907 0.156799999640948 0.163999999624461 0.140399999678502 0.148399999660183 0.140799999677586 0.134399999692241 0.127999999706896 0.132799999695905 0.136399999687661 0.149599999657435 0.147999999661099 0.157599999639116 0.183199999580495 0.183999999578663 0.188399999568588 0.227599999478825 0.28319999935151
 0.298399999316705 0.272799999375324 0.215999999505387 0.207599999524622 0.199999999542025 0.204799999531034 0.193999999555764 0.160399999632704 0.17479999959973 0.162399999628124 0.164399999623545 0.165599999620797 0.158799999636368 0.158799999636368 0.184399999577747 0.209199999520958 0.199599999542941 0.211999999514547 0.243999999441271 0.257599999410129 0.27239999937624
 0.322399999261749 0.2959999993222 0.283599999350594 0.263999999395474 0.244399999440355 0.251199999424784 0.215199999507219 0.209999999519126 0.213999999509967 0.196399999550269 0.216799999503555 0.193999999555764 0.210799999517294 0.216399999504471 0.233199999466001 0.234399999463253 0.240399999449514 0.255599999414708 0.287599999341435 0.301199999310293 0.327599999249842

