FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Monday, July 22, 2024 15:50:58 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 3.4694469519536e-18
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 175257
DEA_SIDEDNESS= Both Sides
BeginData
 0.387599999112454 0.343599999213205 0.301599999309377 0.297199999319452 0.258799999407381 0.265199999392726 0.245199999438523 0.241199999447682 0.257599999410129 0.249599999428447 0.257599999410129 0.261199999401885 0.249999999427531 0.273199999374408 0.252399999422036 0.253999999418372 0.263199999397306 0.294799999324948 0.316799999274572 0.357199999182064 0.363999999166493
 0.339199999223281 0.30279999930663 0.25279999942112 0.237599999455926 0.226799999480656 0.213199999511799 0.200799999540193 0.180399999586907 0.180799999585991 0.181199999585075 0.17079999960889 0.17079999960889 0.173999999601562 0.165999999619881 0.183599999579579 0.214799999508135 0.226799999480656 0.236799999457758 0.259599999405549 0.299599999313957 0.358399999179316
 0.312399999284647 0.248399999431195 0.248399999431195 0.214799999508135 0.19159999956126 0.191999999560344 0.171599999607058 0.159599999634536 0.153599999648275 0.128799999705064 0.120799999723383 0.133199999694989 0.142799999673006 0.162399999628124 0.173999999601562 0.179999999587823 0.184399999577747 0.213599999510883 0.246799999434859 0.271599999378071 0.313999999280984
 0.297599999318537 0.253999999418372 0.22119999949348 0.194399999554848 0.169999999610721 0.157199999640032 0.140799999677586 0.127199999708728 0.117999999729795 0.112399999742618 0.103199999763685 0.127199999708728 0.117599999730711 0.126799999709644 0.141599999675754 0.151599999652855 0.173599999602478 0.189999999564924 0.234799999462337 0.234799999462337 0.303599999304798
 0.277599999364333 0.22519999948432 0.204799999531034 0.169199999612553 0.142399999673922 0.132799999695905 0.12639999971056 0.106799999755442 0.104399999760937 0.0987999997737606 0.0987999997737606 0.0911999997911636 0.0959999997801722 0.0955999997810882 0.10759999975361 0.134399999692241 0.149199999658351 0.175199999598814 0.201199999539277 0.207999999523706 0.264799999393642
 0.260399999403717 0.199999999542025 0.180799999585991 0.153599999648275 0.116399999733459 0.115999999734375 0.0967999997783403 0.0883999997975753 0.0839999998076507 0.0755999998268857 0.0723999998342133 0.0795999998177262 0.0771999998232219 0.0827999998103986 0.103599999762769 0.118399999728879 0.117199999731627 0.144799999668426 0.177599999593318 0.220399999495312 0.263199999397306
 0.271599999378071 0.193199999557596 0.164399999623545 0.129599999703232 0.12839999970598 0.102399999765517 0.0895999997948274 0.0759999998259697 0.0683999998433728 0.0667999998470366 0.0659999998488685 0.0631999998552801 0.0687999998424568 0.0711999998369611 0.0815999998131464 0.0951999997820041 0.11359999973987 0.1303999997014 0.171199999607974 0.22519999948432 0.242799999444018
 0.238399999454094 0.182799999581411 0.153199999649191 0.138799999682166 0.0995999997719287 0.0903999997929955 0.0759999998259697 0.0663999998479525 0.0591999998644396 0.0555999998726832 0.0455999998955819 0.0591999998644396 0.0607999998607758 0.061999999858028 0.0719999998351292 0.0975999997765084 0.0955999997810882 0.132799999695905 0.167999999615301 0.177999999592402 0.267599999387231
 0.248399999431195 0.185599999574999 0.146799999663847 0.117999999729795 0.101999999766433 0.0711999998369611 0.0639999998534482 0.0511999998827586 0.0535999998772629 0.0487999998882543 0.0523999998800108 0.0483999998891703 0.0515999998818427 0.0523999998800108 0.070399999838793 0.0819999998122305 0.0987999997737606 0.108799999750862 0.12839999970598 0.17079999960889 0.238799999453178
 0.238799999453178 0.164799999622629 0.130799999700485 0.105599999758189 0.0931999997865839 0.0799999998168102 0.0647999998516163 0.0611999998598599 0.0575999998681034 0.0435999999001617 0.0411999999056574 0.0519999998809267 0.0483999998891703 0.0559999998717672 0.0611999998598599 0.0807999998149783 0.0947999997829201 0.126799999709644 0.14519999966751 0.165599999620797 0.225999999482488
 0.251599999423868 0.169599999611637 0.131199999699569 0.108799999750862 0.103599999762769 0.0695999998406249 0.0691999998415409 0.0555999998726832 0.0499999998855065 0.0471999998919181 0.0331999999239764 0.0423999999029095 0.045999999894666 0.0575999998681034 0.0675999998452047 0.0775999998223059 0.0963999997792563 0.0915999997902477 0.129199999704148 0.169199999612553 0.249599999428447
 0.244799999439439 0.161199999630872 0.136799999686745 0.103999999761853 0.0847999998058188 0.0815999998131464 0.0611999998598599 0.0535999998772629 0.0547999998745151 0.0487999998882543 0.0419999999038255 0.0475999998910022 0.0515999998818427 0.0607999998607758 0.0591999998644396 0.0839999998076507 0.0931999997865839 0.105199999759105 0.137199999685829 0.165599999620797 0.254399999417456
 0.253199999420204 0.166799999618049 0.14319999967209 0.12639999971056 0.0879999997984912 0.0771999998232219 0.070399999838793 0.0571999998690194 0.0555999998726832 0.0443999998983298 0.0475999998910022 0.0495999998864224 0.0487999998882543 0.0603999998616918 0.0647999998516163 0.0815999998131464 0.0947999997829201 0.104799999760021 0.140399999678502 0.165599999620797 0.24199999944585
 0.238399999454094 0.178399999591486 0.1579999996382 0.123199999717888 0.0931999997865839 0.0767999998241378 0.0711999998369611 0.0635999998543642 0.0607999998607758 0.0479999998900862 0.0559999998717672 0.0607999998607758 0.0635999998543642 0.0615999998589439 0.0687999998424568 0.0839999998076507 0.115999999734375 0.132799999695905 0.153999999647359 0.181199999585075 0.238799999453178
 0.257999999409213 0.201199999539277 0.159599999634536 0.142799999673006 0.122799999718804 0.0951999997820041 0.0823999998113145 0.0735999998314654 0.0675999998452047 0.0711999998369611 0.0675999998452047 0.0627999998561961 0.0667999998470366 0.069999999839709 0.0795999998177262 0.105199999759105 0.118799999727963 0.142399999673922 0.150399999655603 0.18959999956584 0.261999999400054
 0.257999999409213 0.211999999514547 0.17079999960889 0.142799999673006 0.132399999696821 0.116399999733459 0.101999999766433 0.0931999997865839 0.0747999998287176 0.0751999998278016 0.0755999998268857 0.0723999998342133 0.0835999998085667 0.0875999997994072 0.104799999760021 0.121999999720635 0.134399999692241 0.150799999654687 0.181999999583243 0.221999999491648 0.266799999389063
 0.274799999370744 0.226799999480656 0.207599999524622 0.170399999609805 0.145999999665678 0.152399999651023 0.109999999748114 0.100799999769181 0.0891999997957434 0.104399999760937 0.0867999998012391 0.0963999997792563 0.0955999997810882 0.11159999974445 0.109999999748114 0.131599999698653 0.141599999675754 0.175599999597898 0.194399999554848 0.220799999494396 0.277999999363417
 0.293199999328612 0.249999999427531 0.207999999523706 0.212799999512715 0.168799999613469 0.149599999657435 0.14519999966751 0.119199999727047 0.119199999727047 0.111999999743534 0.114799999737123 0.115199999736207 0.113999999738954 0.126799999709644 0.144399999669342 0.140799999677586 0.169199999612553 0.183199999580495 0.193999999555764 0.235599999460506 0.270399999380819
 0.311199999287395 0.279599999359753 0.228799999476077 0.204799999531034 0.200399999541109 0.174399999600646 0.155199999644612 0.160399999632704 0.137599999684913 0.152799999650107 0.117999999729795 0.157599999639116 0.141599999675754 0.160799999631788 0.164799999622629 0.182799999581411 0.195199999553017 0.228799999476077 0.247199999433943 0.267199999388147 0.318399999270909
 0.342799999215037 0.289999999335939 0.261199999401885 0.247999999432111 0.222799999489816 0.211599999515463 0.199199999543857 0.183599999579579 0.177999999592402 0.172399999605226 0.165599999620797 0.177599999593318 0.173999999601562 0.196399999550269 0.184799999576831 0.218799999498975 0.232799999466917 0.249199999429363 0.276799999366165 0.290799999334107 0.35679999918298
 0.393999999097799 0.336399999229692 0.301599999309377 0.306399999298386 0.277599999364333 0.249199999429363 0.243199999443102 0.259199999406465 0.259199999406465 0.264799999393642 0.236799999457758 0.245999999436691 0.250399999426615 0.247599999433027 0.269199999383567 0.258799999407381 0.275999999367996 0.284799999347846 0.314799999279152 0.356399999183896 0.38719999911337

