FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Monday, July 22, 2024 20:04:26 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.01
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 269971
DEA_SIDEDNESS= Both Sides
BeginData
 0.446799998976897 0.390799999105127 0.412399999055667 0.36959999915367 0.371999999148175 0.36759999915825 0.363999999166493 0.341199999218701 0.339999999221449 0.362399999170157 0.335599999231524 0.322799999260833 0.366799999160082 0.365999999161914 0.355999999184812 0.345199999209542 0.387999999111538 0.395599999094136 0.384399999119781 0.409999999061162 0.415999999047423
 0.399599999084976 0.393199999099631 0.382799999123445 0.359199999177484 0.341999999216869 0.335999999230608 0.323999999258086 0.325999999253506 0.315199999278236 0.305999999299302 0.323199999259917 0.30479999930205 0.311199999287395 0.320399999266329 0.31559999927732 0.307599999295638 0.35679999918298 0.365199999163746 0.387599999112454 0.39799999908864 0.431999999010787
 0.404399999073985 0.363599999167409 0.346399999206794 0.329599999245263 0.299199999314873 0.291599999332275 0.28319999935151 0.275199999369828 0.261999999400054 0.259999999404633 0.238799999453178 0.273999999372576 0.248399999431195 0.260399999403717 0.270399999380819 0.296799999320368 0.302399999307545 0.313999999280984 0.351599999194887 0.370799999150923 0.386799999114286
 0.375999999139016 0.333599999236104 0.330799999242515 0.307599999295638 0.255599999414708 0.253599999419288 0.24199999944585 0.232799999466917 0.224799999485236 0.211999999514547 0.196399999550269 0.198399999545689 0.234799999462337 0.220799999494396 0.223999999487068 0.249199999429363 0.284799999347846 0.297599999318537 0.317999999271824 0.352799999192139 0.396399999092304
 0.37839999913352 0.349999999198551 0.314399999280068 0.279199999360669 0.257199999411045 0.199999999542025 0.201599999538361 0.191999999560344 0.164399999623545 0.160799999631788 0.189999999564924 0.177599999593318 0.166399999618965 0.181599999584159 0.212399999513631 0.218799999498975 0.233999999464169 0.254399999417456 0.301599999309377 0.321199999264497 0.375999999139016
 0.361199999172905 0.314399999280068 0.26559999939181 0.249999999427531 0.219999999496228 0.190399999564008 0.17479999959973 0.154399999646443 0.134799999691325 0.136399999687661 0.12639999971056 0.141999999674838 0.137199999685829 0.163999999624461 0.164399999623545 0.179599999588739 0.208799999521874 0.247999999432111 0.295199999324032 0.341599999217785 0.36759999915825
 0.359999999175653 0.310799999288311 0.279999999358837 0.2231999994889 0.190399999564008 0.167199999617133 0.153999999647359 0.1303999997014 0.116799999732543 0.111999999743534 0.0987999997737606 0.111199999745366 0.100399999770097 0.12839999970598 0.147999999661099 0.16199999962904 0.183999999578663 0.2231999994889 0.254399999417456 0.360399999174737 0.371999999148175
 0.369199999154586 0.311999999285563 0.273599999373492 0.216799999503555 0.171599999607058 0.161199999630872 0.127199999708728 0.102399999765517 0.102799999764601 0.0759999998259697 0.0675999998452047 0.0739999998305495 0.0855999998039869 0.111199999745366 0.12839999970598 0.147999999661099 0.194799999553932 0.229999999473329 0.255599999414708 0.299199999314873 0.363599999167409
 0.345599999208626 0.312399999284647 0.267999999386315 0.201199999539277 0.17079999960889 0.146799999663847 0.103599999762769 0.0975999997765084 0.0691999998415409 0.0595999998635237 0.0655999998497844 0.0643999998525323 0.0667999998470366 0.0903999997929955 0.107199999754526 0.146399999664762 0.17679999959515 0.202399999536529 0.263999999395474 0.308399999293807 0.343599999213205
 0.3587999991784 0.308399999293807 0.258799999407381 0.209599999520042 0.171199999607974 0.123999999716056 0.0987999997737606 0.0831999998094826 0.0663999998479525 0.0575999998681034 0.0503999998845905 0.054399999875431 0.0635999998543642 0.0883999997975753 0.0883999997975753 0.118799999727963 0.159599999634536 0.193199999557596 0.267999999386315 0.311999999285563 0.322399999261749
 0.352799999192139 0.315999999276404 0.257599999410129 0.215599999506303 0.176399999596066 0.137599999684913 0.105999999757273 0.0819999998122305 0.0571999998690194 0.0491999998873384 0.0431999999010776 0.0515999998818427 0.0559999998717672 0.086399999802155 0.0999999997710127 0.142799999673006 0.155199999644612 0.20639999952737 0.258399999408297 0.321599999263581 0.348399999202214
 0.348399999202214 0.299199999314873 0.252399999422036 0.214799999508135 0.174399999600646 0.147199999662931 0.115599999735291 0.0835999998085667 0.0615999998589439 0.0591999998644396 0.0443999998983298 0.0567999998699353 0.0667999998470366 0.0819999998122305 0.0999999997710127 0.149199999658351 0.158799999636368 0.197199999548437 0.274799999370744 0.307199999296554 0.333999999235188
 0.329999999244347 0.2959999993222 0.263999999395474 0.204799999531034 0.17079999960889 0.143999999670258 0.127599999707812 0.0907999997920796 0.070399999838793 0.061999999858028 0.0515999998818427 0.070399999838793 0.0799999998168102 0.0915999997902477 0.105199999759105 0.141599999675754 0.17279999960431 0.216399999504471 0.263199999397306 0.290799999334107 0.335999999230608
 0.340399999220533 0.310799999288311 0.262799999398222 0.228799999476077 0.175599999597898 0.150399999655603 0.125599999712392 0.10959999974903 0.0907999997920796 0.0847999998058188 0.0791999998186421 0.0895999997948274 0.0891999997957434 0.11159999974445 0.125999999711476 0.151999999651939 0.188799999567672 0.214399999509051 0.289199999337771 0.31559999927732 0.352399999193055
