FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, July 17, 2024 18:31:01 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.02
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 48135
DEA_SIDEDNESS= Both Sides
BeginData
 0.233225392212239 0.225285804392248 0.191542556157286 0.164746447264816 0.16970868965231 0.172686035084807 0.157799307922324 0.162761550309818 0.15184461705733 0.123063611209863 0.147874823147335 0.142912580759841 0.149859720102333 0.139935235327344 0.152837065534829 0.163753998787317 0.176655828994802 0.200474592454776 0.191542556157286 0.209406628752266 0.239180083077232
 0.216353768094758 0.224293355914749 0.194519901589782 0.173678483562306 0.148867271624834 0.149859720102333 0.136957889894847 0.12604095664236 0.102222193182386 0.131003199029854 0.134972992939849 0.114131574912373 0.119093817299867 0.11710892034487 0.130010750552355 0.150852168579832 0.133980544462351 0.163753998787317 0.18757276224729 0.200474592454776 0.212383974184762
 0.185587865292292 0.175663380517304 0.176655828994802 0.141920132282342 0.118101368822368 0.139935235327344 0.094282605362395 0.102222193182386 0.094282605362395 0.104207090137384 0.114131574912373 0.0893203629749005 0.105199538614883 0.100237296227388 0.115124023389872 0.120086265777366 0.132988095984852 0.16077665335482 0.159784204877322 0.181618071382297 0.211391525707263
 0.174670932039805 0.182610519859796 0.152837065534829 0.133980544462351 0.125048508164861 0.103214641659885 0.111154229479876 0.0913052599298983 0.0764185327674149 0.0893203629749005 0.0903128114523994 0.0922977084073972 0.0833656721099071 0.0873354660199027 0.0922977084073972 0.11710892034487 0.124056059687362 0.141920132282342 0.129018302074856 0.175663380517304 0.183602968337295
 0.174670932039805 0.156806859444825 0.123063611209863 0.127033405119858 0.103214641659885 0.0992448477498894 0.084358120587406 0.0694713934249226 0.0674864964699248 0.0764185327674149 0.0744336358124171 0.0803883266774104 0.0952750538398939 0.0823732236324082 0.0853505690649049 0.094282605362395 0.109169332524878 0.134972992939849 0.145889926192337 0.155814410967326 0.170701138129809
 0.185587865292292 0.150852168579832 0.129018302074856 0.125048508164861 0.0823732236324082 0.0853505690649049 0.0724487388574193 0.0664940479924259 0.0645091510374281 0.0516073208299425 0.0535922177849403 0.0525997693074414 0.075426084289916 0.0585544601724348 0.0784034297224127 0.094282605362395 0.0913052599298983 0.110161781002377 0.146882374669836 0.12604095664236 0.153829514012328
 0.145889926192337 0.146882374669836 0.109169332524878 0.114131574912373 0.107184435569881 0.084358120587406 0.0575620116949359 0.0575620116949359 0.0516073208299425 0.0436677330099514 0.0347356967124613 0.0496224238749447 0.0446601814874502 0.056569563217437 0.0555771147399381 0.084358120587406 0.075426084289916 0.0883279144974016 0.0962675023173928 0.146882374669836 0.155814410967326
 0.166731344219814 0.131995647507353 0.125048508164861 0.102222193182386 0.0774109812449138 0.0645091510374281 0.0585544601724348 0.0506148723524436 0.0446601814874502 0.0267961088924701 0.0297734543249668 0.0178640725949801 0.0347356967124613 0.0426752845324525 0.0595469086499337 0.0674864964699248 0.0764185327674149 0.0952750538398939 0.110161781002377 0.120086265777366 0.152837065534829
 0.149859720102333 0.131003199029854 0.0893203629749005 0.100237296227388 0.0496224238749447 0.0525997693074414 0.0456526299649491 0.0416828360549536 0.0248112119374724 0.0267961088924701 0.0228263149824746 0.0317583512799646 0.0426752845324525 0.0327507997574635 0.0436677330099514 0.0486299753974458 0.0803883266774104 0.0764185327674149 0.102222193182386 0.118101368822368 0.147874823147335
 0.136957889894847 0.139935235327344 0.101229744704887 0.0774109812449138 0.0674864964699248 0.0535922177849403 0.0416828360549536 0.037713042144958 0.0228263149824746 0.0158791756399823 0.0238187634599735 0.0208414180274768 0.0218338665049757 0.0287810058474679 0.0396979390999558 0.0585544601724348 0.0813807751549093 0.0992448477498894 0.0873354660199027 0.114131574912373 0.153829514012328
