FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, July 18, 2024 02:40:21 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.02
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 127839
DEA_SIDEDNESS= Both Sides
BeginData
 0.506148723524438 0.451564057261998 0.444616917919506 0.483322408541963 0.433699984667018 0.38606245774707 0.394002045567061 0.337432482349624 0.356289003422103 0.34934186407961 0.360258797332098 0.395986942522059 0.344379621692116 0.375145524494582 0.383085112314573 0.390032251657066 0.423775499892029 0.452556505739497 0.466450784424482 0.52202789916442 0.538899523281902
 0.485307305496961 0.471413026811976 0.445609366397005 0.434692433144517 0.375145524494582 0.382092663837074 0.345372070169615 0.355296554944604 0.319568409754643 0.312621270412151 0.330485343007131 0.323538203664639 0.317583512799645 0.328500446052133 0.347356967124613 0.341402276259619 0.365221039719593 0.437669778577013 0.420798154459532 0.461488542036987 0.480345063109466
 0.455533851171994 0.465458335946983 0.449579160307 0.382092663837074 0.398964287954556 0.346364518647114 0.334455136917127 0.305674131069659 0.325523100619637 0.275900676744691 0.280862919132186 0.264983743492203 0.294757197817171 0.277885573699689 0.303689234114661 0.361251245809597 0.337432482349624 0.371175730584586 0.382092663837074 0.452556505739497 0.464465887469484
 0.483322408541963 0.420798154459532 0.373160627539584 0.356289003422103 0.319568409754643 0.314606167367149 0.295749646294669 0.268953537402199 0.248112119374722 0.253074361762216 0.2679610889247 0.244142325464726 0.256051707194713 0.257044155672212 0.308651476502155 0.293764749339672 0.337432482349624 0.360258797332098 0.404918978819549 0.419805705982033 0.49523179027195
 0.411866118162042 0.393009597089562 0.326515549097136 0.339417379304621 0.300711888682164 0.266968640447201 0.229255598302243 0.212383974184762 0.227270701347245 0.215361319617259 0.218338665049755 0.231240495257241 0.239180083077232 0.231240495257241 0.265976191969702 0.302696785637162 0.300711888682164 0.317583512799645 0.363236142764595 0.361251245809597 0.441639572487009
 0.410873669684543 0.393009597089562 0.292772300862173 0.274908228267192 0.25902905262721 0.245134773942225 0.233225392212239 0.219331113527254 0.181618071382297 0.180625622904798 0.180625622904798 0.150852168579832 0.185587865292292 0.181618071382297 0.203451937887272 0.258036604149711 0.266968640447201 0.289794955429676 0.307659028024656 0.339417379304621 0.370183282107088
 0.398964287954556 0.381100215359576 0.330485343007131 0.286817609997179 0.258036604149711 0.221316010482252 0.215361319617259 0.173678483562306 0.143905029237339 0.156806859444825 0.120086265777366 0.157799307922324 0.183602968337295 0.155814410967326 0.184595416814794 0.243149876987227 0.25009701632972 0.301704337159663 0.31361371888965 0.339417379304621 0.381100215359576
 0.385070009269571 0.358273900377101 0.32254575518714 0.284832713042181 0.228263149824744 0.206429283319769 0.158791756399823 0.157799307922324 0.135965441417348 0.109169332524878 0.105199538614883 0.102222193182386 0.115124023389872 0.161769101832319 0.164746447264816 0.231240495257241 0.249104567852221 0.286817609997179 0.300711888682164 0.30468168259216 0.381100215359576
 0.383085112314573 0.295749646294669 0.325523100619637 0.236202737644735 0.219331113527254 0.159784204877322 0.16077665335482 0.132988095984852 0.115124023389872 0.109169332524878 0.0734411873349182 0.0922977084073972 0.100237296227388 0.134972992939849 0.15184461705733 0.188565210724789 0.204444386364771 0.277885573699689 0.303689234114661 0.339417379304621 0.328500446052133
 0.348349415602112 0.324530652142138 0.297734543249667 0.234217840689738 0.213376422662261 0.20543683484227 0.138942786849845 0.109169332524878 0.0913052599298983 0.0813807751549093 0.0674864964699248 0.0764185327674149 0.0922977084073972 0.103214641659885 0.140927683804843 0.189557659202288 0.212383974184762 0.234217840689738 0.25902905262721 0.287810058474678 0.350334312557109
 0.344379621692116 0.324530652142138 0.258036604149711 0.206429283319769 0.213376422662261 0.172686035084807 0.130010750552355 0.125048508164861 0.094282605362395 0.0793958781999115 0.0516073208299425 0.0704638419024215 0.102222193182386 0.130010750552355 0.131003199029854 0.165738895742315 0.204444386364771 0.258036604149711 0.263991295014704 0.338424930827122 0.34934186407961
 0.37713042144958 0.314606167367149 0.288802506952177 0.246127222419724 0.224293355914749 0.184595416814794 0.154821962489827 0.118101368822368 0.0793958781999115 0.0625242540824303 0.0645091510374281 0.0883279144974016 0.0982523992723905 0.128025853597357 0.139935235327344 0.209406628752266 0.213376422662261 0.211391525707263 0.288802506952177 0.319568409754643 0.364228591242094
 0.338424930827122 0.342394724737118 0.297734543249667 0.252081913284717 0.220323562004753 0.201467040932274 0.164746447264816 0.15184461705733 0.111154229479876 0.0893203629749005 0.0903128114523994 0.102222193182386 0.131003199029854 0.135965441417348 0.153829514012328 0.185587865292292 0.217346216572257 0.240172531554731 0.269945985879698 0.320560858232142 0.341402276259619
 0.387054906224569 0.370183282107088 0.300711888682164 0.254066810239715 0.199482143977277 0.199482143977277 0.181618071382297 0.181618071382297 0.128025853597357 0.130010750552355 0.113139126434874 0.125048508164861 0.131995647507353 0.158791756399823 0.18757276224729 0.213376422662261 0.230248046779742 0.25009701632972 0.33147779148463 0.336440033872125 0.390032251657066
 0.390032251657066 0.388047354702068 0.31361371888965 0.262006398059707 0.247119670897223 0.219331113527254 0.174670932039805 0.172686035084807 0.156806859444825 0.144897477714838 0.136957889894847 0.148867271624834 0.1786407259498 0.177648277472301 0.198489695499778 0.198489695499778 0.222308458959751 0.271930882834696 0.307659028024656 0.321553306709641 0.398964287954556
 0.380107766882077 0.373160627539584 0.316591064322147 0.283840264564683 0.242157428509729 0.287810058474678 0.210399077229764 0.18757276224729 0.173678483562306 0.185587865292292 0.1786407259498 0.168716241174811 0.186580313769791 0.220323562004753 0.283840264564683 0.225285804392248 0.271930882834696 0.294757197817171 0.343387173214617 0.353311657989606 0.353311657989606
 0.423775499892029 0.42278305141453 0.357281451899602 0.309643924979654 0.299719440204665 0.272923331312195 0.249104567852221 0.229255598302243 0.18757276224729 0.238187634599733 0.221316010482252 0.212383974184762 0.219331113527254 0.252081913284717 0.240172531554731 0.262998846537205 0.318575961277144 0.328500446052133 0.373160627539584 0.384077560792072 0.387054906224569
 0.481337511586965 0.41385101511704 0.412858566639541 0.320560858232142 0.34040982778212 0.301704337159663 0.257044155672212 0.256051707194713 0.246127222419724 0.252081913284717 0.225285804392248 0.268953537402199 0.25902905262721 0.271930882834696 0.298726991727166 0.299719440204665 0.354304106467105 0.352319209512107 0.367205936674591 0.448586711829501 0.476375269199471
 0.505156275046939 0.446601814874504 0.418813257504534 0.34934186407961 0.361251245809597 0.317583512799645 0.337432482349624 0.289794955429676 0.309643924979654 0.266968640447201 0.284832713042181 0.270938434357197 0.278878022177188 0.281855367609685 0.293764749339672 0.34040982778212 0.390032251657066 0.393009597089562 0.437669778577013 0.435684881622016 0.449579160307
 0.489277099406957 0.472405475289475 0.437669778577013 0.395986942522059 0.376137972972081 0.357281451899602 0.370183282107088 0.314606167367149 0.319568409754643 0.318575961277144 0.335447585394626 0.334455136917127 0.328500446052133 0.321553306709641 0.373160627539584 0.363236142764595 0.400949184909554 0.384077560792072 0.462480990514486 0.473397923766974 0.484314857019462
 0.545846662624394 0.466450784424482 0.447594263352002 0.400949184909554 0.429730190757022 0.401941633387053 0.428737742279523 0.371175730584586 0.387054906224569 0.334455136917127 0.401941633387053 0.360258797332098 0.375145524494582 0.39499449404456 0.408888772729545 0.394002045567061 0.409881221207044 0.414843463594538 0.493246893316952 0.521035450686922 0.573635219994364

