FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, June 26, 2024 20:21:24 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.08
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 161587
DEA_SIDEDNESS= Both Sides
BeginData
 0.180258750132452 0.163996875120503 0.156279375114832 0.149664375109971 0.152696250112199 0.14304937510511 0.133126875097819 0.135883125099844 0.132024375097009 0.125133750091945 0.122928750090325 0.119621250087895 0.12458250009154 0.137261250100857 0.137536875101059 0.157106250115439 0.145805625107135 0.147735000108553 0.148837500109363 0.159586875117262 0.175848750129212
 0.159035625116857 0.170060625124958 0.149388750109768 0.145805625107135 0.145805625107135 0.126236250092755 0.116313750085465 0.12127500008911 0.124031250091135 0.110525625081212 0.11796750008668 0.108320625079592 0.119345625087692 0.127063125093363 0.111903750082224 0.122101875089718 0.143325000105313 0.157106250115439 0.149388750109768 0.164548125120908 0.156003750114629
 0.160965000118275 0.14304937510511 0.133402500098021 0.136434375100249 0.119345625087692 0.12568500009235 0.112730625082832 0.0995006250731109 0.104186250076554 0.101430000074529 0.100327500073719 0.0961931250706807 0.104186250076554 0.109698750080604 0.108045000079389 0.11576250008506 0.118794375087287 0.134229375098629 0.144703125106325 0.150766875110781 0.16592625012192
 0.156830625115237 0.142222500104502 0.142222500104502 0.132851250097616 0.117416250086275 0.100327500073719 0.103635000076149 0.0986737500725034 0.0917831250674404 0.0782775000575169 0.0912318750670353 0.0915075000672379 0.0926100000680479 0.0956418750702757 0.104461875076756 0.102532500075339 0.116589375085667 0.12458250009154 0.128716875094578 0.152696250112199 0.148837500109363
 0.143600625105515 0.127338750093566 0.131748750096806 0.12237750008992 0.107493750078984 0.0865462500635925 0.0953662500700731 0.0978468750718958 0.0702843750516438 0.0675281250496186 0.0741431250544791 0.0752456250552892 0.0826875000607572 0.0788287500579219 0.0890268750654152 0.0992250000729084 0.113833125083642 0.111628125082022 0.135883125099844 0.135883125099844 0.14635687510754
 0.138915000102072 0.134505000098831 0.110250000081009 0.114384375084047 0.093712500068858 0.0873731250642001 0.0804825000591371 0.0675281250496186 0.0752456250552892 0.0573300000421252 0.060361875044353 0.0650475000477959 0.0722137500530615 0.0722137500530615 0.0813093750597446 0.0882000000648076 0.0975712500716933 0.106115625077971 0.119621250087895 0.135331875099439 0.14635687510754
 0.129819375095388 0.129819375095388 0.116313750085465 0.104461875076756 0.0788287500579219 0.0802068750589345 0.0733162500538715 0.0642206250471884 0.0567787500417202 0.0548493750403025 0.0501637500368595 0.0504393750370621 0.0534712500392899 0.0636693750467833 0.0705600000518463 0.0782775000575169 0.0898537500660227 0.0986737500725034 0.11907000008749 0.128441250094376 0.147183750108148
 0.128165625094173 0.11796750008668 0.107493750078984 0.0956418750702757 0.0763481250560993 0.0738675000542766 0.0611887500449606 0.0534712500392899 0.0465806250342267 0.0405168750297711 0.0374850000275433 0.0385875000283534 0.0476831250350368 0.0468562500344292 0.0611887500449606 0.0650475000477959 0.0824118750605547 0.0920587500676429 0.107218125078782 0.122101875089718 0.146632500107743
 0.125409375092148 0.109698750080604 0.103083750075744 0.0915075000672379 0.0733162500538715 0.0664256250488085 0.0570543750419227 0.0344531250253155 0.0391387500287585 0.034177500025113 0.0259087500190372 0.0272868750200498 0.0344531250253155 0.0429975000315938 0.0562275000413151 0.0749700000550867 0.0768993750565043 0.0804825000591371 0.102256875075136 0.133402500098021 0.127890000093971
 0.132575625097414 0.118518750087085 0.0950906250698706 0.086821875063795 0.0757968750556942 0.0606375000445556 0.0534712500392899 0.0366581250269357 0.0352800000259231 0.0228768750168095 0.0195693750143792 0.0253575000186322 0.0286650000210625 0.0402412500295686 0.0509906250374671 0.0686306250504287 0.0785531250577194 0.0854437500627824 0.100603125073921 0.116313750085465 0.132851250097616
