FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, June 27, 2024 03:30:17 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.01
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 152104
DEA_SIDEDNESS= Both Sides
BeginData
 0.148010625108756 0.12568500009235 0.130646250095996 0.135056250099237 0.11907000008749 0.126236250092755 0.11466000008425 0.12237750008992 0.116589375085667 0.101430000074529 0.12348000009073 0.118794375087287 0.108045000079389 0.113006250083034 0.128992500094781 0.120723750088705 0.115211250084655 0.134505000098831 0.134780625099034 0.129268125094983 0.145805625107135
 0.130095000095591 0.133678125098224 0.124858125091743 0.12458250009154 0.120448125088502 0.115486875084857 0.11686500008587 0.100878750074124 0.112179375082427 0.112730625082832 0.101981250074934 0.100603125073921 0.101705625074731 0.108596250079794 0.108871875079997 0.114935625084452 0.116589375085667 0.119621250087895 0.130370625095793 0.132575625097414 0.136434375100249
 0.133678125098224 0.127338750093566 0.121826250089515 0.119621250087895 0.115211250084655 0.103083750075744 0.0964687500708832 0.102808125075541 0.0959175000704782 0.0961931250706807 0.0939881250690605 0.0895781250658202 0.0981225000720983 0.11686500008587 0.0975712500716933 0.107218125078782 0.112455000082629 0.125133750091945 0.130646250095996 0.12348000009073 0.14084437510349
 0.127614375093768 0.121550625089313 0.124858125091743 0.111076875081617 0.110250000081009 0.0989493750727059 0.0904050000664278 0.0942637500692631 0.093161250068453 0.08627062506339 0.0835143750613648 0.0873731250642001 0.0901293750662253 0.0948150000696681 0.104186250076554 0.0989493750727059 0.109147500080199 0.109423125080402 0.115486875084857 0.118243125086882 0.136434375100249
 0.116038125085262 0.122653125090123 0.117416250086275 0.104737500076959 0.104461875076756 0.0898537500660227 0.0923343750678454 0.0854437500627824 0.0810337500595421 0.0815850000599471 0.0829631250609597 0.0768993750565043 0.0829631250609597 0.0895781250658202 0.0832387500611623 0.0970200000712883 0.106666875078376 0.105288750077364 0.113281875083237 0.120999375088908 0.123755625090933
 0.127063125093363 0.110525625081212 0.107218125078782 0.108596250079794 0.0953662500700731 0.0942637500692631 0.0744187500546816 0.0694575000510363 0.0713868750524539 0.0705600000518463 0.0711112500522514 0.0639450000469858 0.0722137500530615 0.0774506250569093 0.0744187500546816 0.08627062506339 0.0904050000664278 0.105564375077566 0.101154375074326 0.1201725000883 0.113281875083237
 0.113557500083439 0.105288750077364 0.105013125077161 0.0876487500644026 0.0851681250625799 0.079931250058732 0.0741431250544791 0.0653231250479984 0.0633937500465808 0.0570543750419227 0.0556762500409101 0.0565031250415177 0.055125000040505 0.0636693750467833 0.0766237500563018 0.0829631250609597 0.0843412500619723 0.0923343750678454 0.0983981250723009 0.110250000081009 0.109698750080604
 0.109974375080807 0.106942500078579 0.0981225000720983 0.0887512500652127 0.079931250058732 0.0749700000550867 0.0647718750475934 0.060361875044353 0.0595350000437455 0.0609131250447581 0.0474075000348343 0.0565031250415177 0.060361875044353 0.0636693750467833 0.0752456250552892 0.0780018750573144 0.08627062506339 0.0961931250706807 0.0975712500716933 0.102808125075541 0.11466000008425
 0.105840000077769 0.103083750075744 0.0978468750718958 0.0854437500627824 0.0689062500506312 0.0697331250512388 0.0722137500530615 0.0631181250463783 0.0449268750330115 0.0418950000307837 0.0432731250317964 0.044651250032809 0.0529200000388848 0.0526443750386823 0.0592593750435429 0.0642206250471884 0.0829631250609597 0.0904050000664278 0.101430000074529 0.105013125077161 0.112455000082629
 0.110525625081212 0.0997762500733135 0.0989493750727059 0.093712500068858 0.0752456250552892 0.0702843750516438 0.0675281250496186 0.0526443750386823 0.0460293750338216 0.0416193750305812 0.039414375028961 0.0424462500311888 0.0463050000340242 0.0581568750427328 0.0620156250455682 0.0556762500409101 0.0760725000558967 0.0870975000639975 0.0942637500692631 0.0923343750678454 0.104737500076959
