FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, June 26, 2024 22:52:47 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.05
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 171509
DEA_SIDEDNESS= Both Sides
BeginData
 0.165375000121515 0.151042500110984 0.153523125112806 0.140568750103287 0.137536875101059 0.147459375108351 0.144978750106528 0.123204375090528 0.141120000103692 0.135056250099237 0.137536875101059 0.12568500009235 0.132024375097009 0.130370625095793 0.136710000100452 0.136710000100452 0.14635687510754 0.14304937510511 0.146081250107338 0.164548125120908 0.157381875115642
 0.163996875120503 0.149388750109768 0.147735000108553 0.138088125101464 0.141395625103895 0.130921875096199 0.11796750008668 0.127063125093363 0.114384375084047 0.132300000097211 0.128992500094781 0.126511875092958 0.12237750008992 0.117416250086275 0.137536875101059 0.130095000095591 0.136985625100654 0.135883125099844 0.145530000106933 0.157657500115844 0.152971875112401
 0.146632500107743 0.150491250110578 0.132851250097616 0.138363750101667 0.135331875099439 0.133126875097819 0.121826250089515 0.114108750083845 0.107218125078782 0.111903750082224 0.104461875076756 0.112179375082427 0.108320625079592 0.124031250091135 0.12348000009073 0.125133750091945 0.12458250009154 0.125133750091945 0.141120000103692 0.150491250110578 0.147183750108148
 0.159035625116857 0.134505000098831 0.142773750104908 0.142773750104908 0.124031250091135 0.114108750083845 0.116313750085465 0.115211250084655 0.101705625074731 0.0953662500700731 0.101430000074529 0.103083750075744 0.103083750075744 0.114108750083845 0.115211250084655 0.123204375090528 0.128165625094173 0.127063125093363 0.142222500104502 0.147183750108148 0.150491250110578
 0.138639375101869 0.136434375100249 0.140017500102882 0.11907000008749 0.112455000082629 0.11796750008668 0.093712500068858 0.0983981250723009 0.0917831250674404 0.0818606250601497 0.0895781250658202 0.0826875000607572 0.0934368750686555 0.093712500068858 0.105013125077161 0.111352500081819 0.125409375092148 0.124858125091743 0.128992500094781 0.140017500102882 0.133126875097819
 0.136985625100654 0.125133750091945 0.126236250092755 0.122101875089718 0.106666875078376 0.0948150000696681 0.0851681250625799 0.0804825000591371 0.0752456250552892 0.0672525000494161 0.0694575000510363 0.065598750048201 0.0826875000607572 0.0873731250642001 0.0873731250642001 0.101154375074326 0.107769375079187 0.114935625084452 0.133953750098426 0.133402500098021 0.14635687510754
 0.138363750101667 0.128165625094173 0.116038125085262 0.117140625086072 0.107218125078782 0.0959175000704782 0.0711112500522514 0.0749700000550867 0.0683550000502262 0.0642206250471884 0.0600862500441505 0.0611887500449606 0.0664256250488085 0.0744187500546816 0.0821362500603522 0.0887512500652127 0.100878750074124 0.111903750082224 0.119896875088097 0.128165625094173 0.136985625100654
 0.136985625100654 0.132024375097009 0.122928750090325 0.102532500075339 0.0893025000656177 0.0904050000664278 0.0733162500538715 0.0636693750467833 0.0515418750378722 0.0485100000356444 0.0429975000315938 0.0507150000372646 0.0556762500409101 0.0609131250447581 0.0733162500538715 0.0777262500571119 0.0983981250723009 0.105013125077161 0.112179375082427 0.129819375095388 0.14084437510349
 0.130370625095793 0.126511875092958 0.116038125085262 0.110801250081414 0.0851681250625799 0.0768993750565043 0.0694575000510363 0.0636693750467833 0.0424462500311888 0.0380362500279483 0.0311456250228852 0.0366581250269357 0.0438243750322014 0.0526443750386823 0.0647718750475934 0.0771750000567068 0.0829631250609597 0.103635000076149 0.114384375084047 0.126511875092958 0.133953750098426
 0.137536875101059 0.117140625086072 0.117691875086477 0.0983981250723009 0.0851681250625799 0.0705600000518463 0.0644962500473909 0.055125000040505 0.0355556250261256 0.0303187500222776 0.0234281250172145 0.0253575000186322 0.0358312500263281 0.0490612500360494 0.0625668750459732 0.0744187500546816 0.0826875000607572 0.0972956250714908 0.111076875081617 0.120999375088908 0.129268125094983
