FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, June 27, 2024 09:58:35 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.11
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 126207
DEA_SIDEDNESS= Both Sides
BeginData
 0.124306875091338 0.110250000081009 0.111903750082224 0.11466000008425 0.102532500075339 0.104186250076554 0.0923343750678454 0.103083750075744 0.093712500068858 0.103635000076149 0.0989493750727059 0.0995006250731109 0.0939881250690605 0.103635000076149 0.103083750075744 0.0986737500725034 0.105288750077364 0.105840000077769 0.105564375077566 0.108320625079592 0.11796750008668
 0.106942500078579 0.0989493750727059 0.101981250074934 0.105013125077161 0.0926100000680479 0.086821875063795 0.093712500068858 0.0917831250674404 0.0882000000648076 0.0887512500652127 0.0796556250585295 0.0975712500716933 0.093712500068858 0.0893025000656177 0.0826875000607572 0.100878750074124 0.101705625074731 0.110250000081009 0.100603125073921 0.0978468750718958 0.104737500076959
 0.103359375075946 0.0983981250723009 0.102532500075339 0.0859950000631875 0.0920587500676429 0.0796556250585295 0.0785531250577194 0.0796556250585295 0.0865462500635925 0.0884756250650101 0.0777262500571119 0.0870975000639975 0.0774506250569093 0.0780018750573144 0.0835143750613648 0.0791043750581245 0.0917831250674404 0.0995006250731109 0.0893025000656177 0.104461875076756 0.114935625084452
 0.102256875075136 0.0882000000648076 0.0945393750694656 0.0865462500635925 0.0826875000607572 0.0857193750629849 0.0837900000615673 0.0768993750565043 0.0782775000575169 0.0752456250552892 0.0766237500563018 0.0752456250552892 0.0755212500554917 0.0782775000575169 0.0846168750621749 0.0835143750613648 0.0912318750670353 0.0912318750670353 0.0945393750694656 0.0964687500708832 0.0939881250690605
 0.109423125080402 0.0970200000712883 0.0945393750694656 0.0972956250714908 0.0934368750686555 0.0727650000534665 0.0763481250560993 0.0738675000542766 0.0683550000502262 0.0802068750589345 0.0658743750484035 0.0694575000510363 0.0683550000502262 0.0771750000567068 0.0716625000526564 0.0768993750565043 0.0780018750573144 0.0964687500708832 0.0915075000672379 0.0997762500733135 0.103359375075946
 0.0970200000712883 0.0995006250731109 0.0901293750662253 0.0906806250666303 0.0738675000542766 0.0711112500522514 0.0713868750524539 0.0600862500441505 0.065598750048201 0.0548493750403025 0.0653231250479984 0.0595350000437455 0.0625668750459732 0.0636693750467833 0.0570543750419227 0.0691818750508337 0.0735918750540741 0.0813093750597446 0.0909562500668328 0.0970200000712883 0.103359375075946
 0.0959175000704782 0.0854437500627824 0.0818606250601497 0.0848925000623774 0.0675281250496186 0.0664256250488085 0.0565031250415177 0.0515418750378722 0.0501637500368595 0.0531956250390873 0.0595350000437455 0.0526443750386823 0.0518175000380747 0.0565031250415177 0.0622912500457707 0.0636693750467833 0.079380000058327 0.0791043750581245 0.0887512500652127 0.102532500075339 0.101705625074731
 0.0945393750694656 0.086821875063795 0.0802068750589345 0.0766237500563018 0.0686306250504287 0.0614643750451631 0.0504393750370621 0.0465806250342267 0.0457537500336191 0.0454781250334166 0.0388631250285559 0.045202500033214 0.0449268750330115 0.0545737500401 0.0565031250415177 0.0669768750492136 0.0768993750565043 0.0835143750613648 0.0887512500652127 0.0895781250658202 0.0928856250682505
 0.0923343750678454 0.0942637500692631 0.0824118750605547 0.0733162500538715 0.0744187500546816 0.0595350000437455 0.055125000040505 0.0418950000307837 0.0416193750305812 0.0355556250261256 0.0336262500247079 0.0319725000234928 0.0396900000291635 0.0476831250350368 0.0548493750403025 0.0628425000461758 0.0705600000518463 0.0802068750589345 0.0915075000672379 0.0942637500692631 0.093161250068453
 0.0978468750718958 0.0950906250698706 0.08627062506339 0.0832387500611623 0.0633937500465808 0.0581568750427328 0.0501637500368595 0.049336875036252 0.0432731250317964 0.0327993750241003 0.0278381250204549 0.034728750025518 0.0355556250261256 0.0410681250301761 0.0531956250390873 0.0600862500441505 0.0686306250504287 0.0735918750540741 0.0904050000664278 0.100051875073516 0.093161250068453
