FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, June 27, 2024 03:01:03 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -1.0408340855861e-17
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 158690
DEA_SIDEDNESS= Both Sides
BeginData
 0.137261250100857 0.137812500101262 0.130921875096199 0.130095000095591 0.128992500094781 0.127063125093363 0.127338750093566 0.12127500008911 0.11796750008668 0.119621250087895 0.119345625087692 0.11796750008668 0.110525625081212 0.123204375090528 0.127063125093363 0.122653125090123 0.129268125094983 0.143600625105515 0.147183750108148 0.136158750100047 0.1419468751043
 0.141671250104097 0.135331875099439 0.139190625102275 0.119896875088097 0.117140625086072 0.109698750080604 0.111352500081819 0.112455000082629 0.116313750085465 0.11466000008425 0.115486875084857 0.0978468750718958 0.108045000079389 0.110250000081009 0.0964687500708832 0.1201725000883 0.111076875081617 0.131197500096401 0.128716875094578 0.132300000097211 0.146632500107743
 0.127890000093971 0.137261250100857 0.129819375095388 0.114384375084047 0.120723750088705 0.118243125086882 0.114108750083845 0.105288750077364 0.104186250076554 0.103359375075946 0.100051875073516 0.0978468750718958 0.103635000076149 0.107769375079187 0.105840000077769 0.112455000082629 0.113006250083034 0.116313750085465 0.131748750096806 0.140017500102882 0.135056250099237
 0.14304937510511 0.132300000097211 0.119896875088097 0.114108750083845 0.108596250079794 0.104186250076554 0.102256875075136 0.0923343750678454 0.0813093750597446 0.0981225000720983 0.0912318750670353 0.0928856250682505 0.0884756250650101 0.0942637500692631 0.108045000079389 0.106666875078376 0.102808125075541 0.122101875089718 0.118794375087287 0.130370625095793 0.146908125107946
 0.114108750083845 0.121550625089313 0.105564375077566 0.113833125083642 0.0972956250714908 0.102256875075136 0.101981250074934 0.0895781250658202 0.0796556250585295 0.0791043750581245 0.0815850000599471 0.0788287500579219 0.0901293750662253 0.0882000000648076 0.0901293750662253 0.103910625076351 0.100878750074124 0.116038125085262 0.111903750082224 0.129543750095186 0.123755625090933
 0.136158750100047 0.12237750008992 0.11686500008587 0.103083750075744 0.0920587500676429 0.0884756250650101 0.0846168750621749 0.0757968750556942 0.0757968750556942 0.0705600000518463 0.0780018750573144 0.0672525000494161 0.0768993750565043 0.0807581250593396 0.0967443750710857 0.0939881250690605 0.100051875073516 0.109147500080199 0.109974375080807 0.126787500093161 0.130095000095591
 0.119896875088097 0.11907000008749 0.109698750080604 0.102532500075339 0.0956418750702757 0.0846168750621749 0.0851681250625799 0.0741431250544791 0.072489375053264 0.0697331250512388 0.0722137500530615 0.0700087500514413 0.0708356250520489 0.0711112500522514 0.079931250058732 0.0818606250601497 0.0915075000672379 0.103359375075946 0.111628125082022 0.110525625081212 0.127890000093971
 0.11796750008668 0.117691875086477 0.0981225000720983 0.100327500073719 0.0887512500652127 0.0804825000591371 0.0785531250577194 0.0589837500433404 0.0512662500376696 0.0562275000413151 0.0523687500384798 0.0509906250374671 0.0628425000461758 0.0644962500473909 0.0744187500546816 0.0796556250585295 0.0851681250625799 0.0975712500716933 0.0995006250731109 0.112730625082832 0.110250000081009
 0.109698750080604 0.115211250084655 0.0904050000664278 0.0843412500619723 0.0840656250617698 0.0832387500611623 0.0791043750581245 0.055125000040505 0.0573300000421252 0.0556762500409101 0.039965625029366 0.0512662500376696 0.0534712500392899 0.0587081250431379 0.0757968750556942 0.0727650000534665 0.0807581250593396 0.0926100000680479 0.0959175000704782 0.0995006250731109 0.114108750083845
 0.113281875083237 0.109698750080604 0.0975712500716933 0.0870975000639975 0.0785531250577194 0.0752456250552892 0.0636693750467833 0.059810625043948 0.0418950000307837 0.0350043750257205 0.0350043750257205 0.0391387500287585 0.0413437500303787 0.0565031250415177 0.0694575000510363 0.0763481250560993 0.0873731250642001 0.0945393750694656 0.0959175000704782 0.111903750082224 0.119345625087692
 0.114384375084047 0.105288750077364 0.104737500076959 0.0870975000639975 0.0791043750581245 0.0697331250512388 0.0741431250544791 0.0512662500376696 0.0490612500360494 0.0316968750232902 0.0157106250115438 0.0344531250253155 0.044651250032809 0.0531956250390873 0.0625668750459732 0.0697331250512388 0.0804825000591371 0.0882000000648076 0.107769375079187 0.104737500076959 0.121550625089313
 0.11576250008506 0.0997762500733135 0.0912318750670353 0.0870975000639975 0.0848925000623774 0.0711112500522514 0.0625668750459732 0.0545737500401 0.0606375000445556 0.0463050000340242 0.0325237500238978 0.0383118750281509 0.0441000000324039 0.055125000040505 0.0581568750427328 0.0697331250512388 0.0785531250577194 0.0912318750670353 0.0893025000656177 0.104461875076756 0.120723750088705
 0.112455000082629 0.106391250078174 0.103910625076351 0.0959175000704782 0.0882000000648076 0.0796556250585295 0.0719381250528589 0.0705600000518463 0.0463050000340242 0.0482343750354418 0.0435487500319989 0.0457537500336191 0.0540225000396949 0.0631181250463783 0.0700087500514413 0.0804825000591371 0.0807581250593396 0.093712500068858 0.0972956250714908 0.110250000081009 0.110525625081212
 0.125960625092553 0.106666875078376 0.102256875075136 0.0928856250682505 0.0879243750646051 0.0818606250601497 0.0683550000502262 0.0711112500522514 0.0647718750475934 0.060361875044353 0.0595350000437455 0.0628425000461758 0.0562275000413151 0.0678037500498211 0.0741431250544791 0.0780018750573144 0.0901293750662253 0.0978468750718958 0.100327500073719 0.11796750008668 0.121550625089313
 0.12568500009235 0.103083750075744 0.108045000079389 0.0983981250723009 0.093712500068858 0.0917831250674404 0.0757968750556942 0.0746943750548841 0.0755212500554917 0.0678037500498211 0.066701250049011 0.0680793750500236 0.0700087500514413 0.073040625053669 0.0749700000550867 0.0837900000615673 0.0926100000680479 0.0986737500725034 0.112730625082832 0.12458250009154 0.139466250102477
 0.12348000009073 0.12458250009154 0.120723750088705 0.113006250083034 0.0989493750727059 0.0920587500676429 0.0835143750613648 0.0785531250577194 0.0727650000534665 0.0785531250577194 0.0763481250560993 0.0763481250560993 0.0768993750565043 0.0813093750597446 0.0857193750629849 0.0950906250698706 0.102808125075541 0.101705625074731 0.124858125091743 0.116038125085262 0.127338750093566
 0.130646250095996 0.121550625089313 0.122928750090325 0.108045000079389 0.116038125085262 0.100878750074124 0.0961931250706807 0.101154375074326 0.0771750000567068 0.0749700000550867 0.0824118750605547 0.0829631250609597 0.0815850000599471 0.0879243750646051 0.093712500068858 0.100051875073516 0.110801250081414 0.125133750091945 0.112455000082629 0.128165625094173 0.138088125101464
 0.134229375098629 0.128716875094578 0.12568500009235 0.0989493750727059 0.112730625082832 0.108871875079997 0.0981225000720983 0.0882000000648076 0.0934368750686555 0.0917831250674404 0.0876487500644026 0.0928856250682505 0.0948150000696681 0.106666875078376 0.0934368750686555 0.109147500080199 0.112455000082629 0.115486875084857 0.125960625092553 0.125133750091945 0.141395625103895
 0.152145000111794 0.13974187510268 0.126236250092755 0.1201725000883 0.123755625090933 0.111903750082224 0.109147500080199 0.0972956250714908 0.11686500008587 0.0942637500692631 0.102532500075339 0.100878750074124 0.103910625076351 0.0939881250690605 0.100327500073719 0.107218125078782 0.120999375088908 0.135056250099237 0.133126875097819 0.12348000009073 0.134780625099034
 0.135607500099642 0.127614375093768 0.125133750091945 0.134780625099034 0.128992500094781 0.113557500083439 0.106942500078579 0.122653125090123 0.104186250076554 0.106391250078174 0.11466000008425 0.103083750075744 0.104186250076554 0.110801250081414 0.11686500008587 0.119621250087895 0.126787500093161 0.133402500098021 0.145805625107135 0.134505000098831 0.146081250107338
 0.148837500109363 0.146081250107338 0.148837500109363 0.133402500098021 0.143876250105718 0.134780625099034 0.121826250089515 0.125960625092553 0.118794375087287 0.100878750074124 0.11907000008749 0.108596250079794 0.114384375084047 0.118243125086882 0.124858125091743 0.11907000008749 0.130921875096199 0.136985625100654 0.134505000098831 0.138639375101869 0.138915000102072

