FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, June 27, 2024 02:07:35 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.01
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 164495
DEA_SIDEDNESS= Both Sides
BeginData
 0.142773750104908 0.136985625100654 0.133402500098021 0.128165625094173 0.129819375095388 0.133678125098224 0.116313750085465 0.127338750093566 0.112730625082832 0.119345625087692 0.120723750088705 0.120448125088502 0.129819375095388 0.122928750090325 0.124858125091743 0.120723750088705 0.1419468751043 0.14525437510673 0.134229375098629 0.155728125114427 0.152971875112401
 0.142773750104908 0.141671250104097 0.144703125106325 0.133953750098426 0.129819375095388 0.125960625092553 0.124858125091743 0.116589375085667 0.108596250079794 0.108320625079592 0.111076875081617 0.103910625076351 0.106666875078376 0.112179375082427 0.106666875078376 0.127614375093768 0.132024375097009 0.122101875089718 0.133953750098426 0.142222500104502 0.160138125117667
 0.148837500109363 0.127614375093768 0.128716875094578 0.122653125090123 0.12568500009235 0.106942500078579 0.108045000079389 0.104737500076959 0.104737500076959 0.106942500078579 0.104186250076554 0.104186250076554 0.0964687500708832 0.111076875081617 0.112179375082427 0.108596250079794 0.116038125085262 0.1201725000883 0.136710000100452 0.142498125104705 0.136985625100654
 0.139190625102275 0.128441250094376 0.125409375092148 0.122928750090325 0.112455000082629 0.106666875078376 0.0975712500716933 0.100327500073719 0.0978468750718958 0.0887512500652127 0.0950906250698706 0.0975712500716933 0.100878750074124 0.0995006250731109 0.111076875081617 0.106942500078579 0.113281875083237 0.123204375090528 0.139466250102477 0.12348000009073 0.14304937510511
 0.130370625095793 0.12458250009154 0.122653125090123 0.111076875081617 0.102532500075339 0.106666875078376 0.0972956250714908 0.103635000076149 0.0807581250593396 0.0807581250593396 0.0904050000664278 0.08627062506339 0.0948150000696681 0.0920587500676429 0.103359375075946 0.101981250074934 0.110801250081414 0.122101875089718 0.110801250081414 0.124306875091338 0.130095000095591
 0.118243125086882 0.12237750008992 0.118518750087085 0.104186250076554 0.108871875079997 0.093712500068858 0.093712500068858 0.0879243750646051 0.0837900000615673 0.0824118750605547 0.0763481250560993 0.0821362500603522 0.0893025000656177 0.0912318750670353 0.0895781250658202 0.0893025000656177 0.105288750077364 0.103635000076149 0.116313750085465 0.123204375090528 0.130921875096199
 0.12458250009154 0.118794375087287 0.103083750075744 0.0981225000720983 0.0967443750710857 0.0939881250690605 0.093161250068453 0.0752456250552892 0.0689062500506312 0.0672525000494161 0.0614643750451631 0.0768993750565043 0.066701250049011 0.0741431250544791 0.0851681250625799 0.0906806250666303 0.0989493750727059 0.101154375074326 0.105840000077769 0.118518750087085 0.118518750087085
 0.126511875092958 0.118243125086882 0.105840000077769 0.0975712500716933 0.0920587500676429 0.0837900000615673 0.0708356250520489 0.0647718750475934 0.0639450000469858 0.0625668750459732 0.0587081250431379 0.0576056250423278 0.0622912500457707 0.0744187500546816 0.0760725000558967 0.0887512500652127 0.0992250000729084 0.106391250078174 0.105840000077769 0.11796750008668 0.114935625084452
 0.132575625097414 0.118518750087085 0.101981250074934 0.0898537500660227 0.0970200000712883 0.079380000058327 0.0835143750613648 0.0625668750459732 0.0595350000437455 0.0496125000364545 0.0471318750346317 0.0512662500376696 0.0576056250423278 0.0578812500425303 0.0763481250560993 0.0807581250593396 0.0904050000664278 0.0992250000729084 0.103635000076149 0.109974375080807 0.132024375097009
 0.120999375088908 0.109974375080807 0.0997762500733135 0.0970200000712883 0.0928856250682505 0.0744187500546816 0.0708356250520489 0.060361875044353 0.0460293750338216 0.0369337500271382 0.0272868750200498 0.0402412500295686 0.0454781250334166 0.0625668750459732 0.0741431250544791 0.0780018750573144 0.0890268750654152 0.0909562500668328 0.0920587500676429 0.113833125083642 0.11576250008506
