FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, June 27, 2024 07:08:47 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.06
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 121299
DEA_SIDEDNESS= Both Sides
BeginData
 0.100051875073516 0.0989493750727059 0.0926100000680479 0.0964687500708832 0.0854437500627824 0.0959175000704782 0.0870975000639975 0.0887512500652127 0.0939881250690605 0.0948150000696681 0.0912318750670353 0.0884756250650101 0.0791043750581245 0.0882000000648076 0.0807581250593396 0.0824118750605547 0.0978468750718958 0.0986737500725034 0.0942637500692631 0.112730625082832 0.103635000076149
 0.0983981250723009 0.0981225000720983 0.103083750075744 0.0948150000696681 0.0840656250617698 0.0865462500635925 0.0829631250609597 0.0851681250625799 0.0755212500554917 0.079931250058732 0.0887512500652127 0.0859950000631875 0.0821362500603522 0.08627062506339 0.079931250058732 0.0912318750670353 0.0945393750694656 0.0964687500708832 0.0953662500700731 0.0890268750654152 0.105288750077364
 0.0928856250682505 0.103359375075946 0.0884756250650101 0.0904050000664278 0.0813093750597446 0.0906806250666303 0.0829631250609597 0.0744187500546816 0.0835143750613648 0.0791043750581245 0.0713868750524539 0.0796556250585295 0.0832387500611623 0.0771750000567068 0.0815850000599471 0.0846168750621749 0.0873731250642001 0.0865462500635925 0.0912318750670353 0.0884756250650101 0.0972956250714908
 0.0959175000704782 0.086821875063795 0.0857193750629849 0.0959175000704782 0.0879243750646051 0.0851681250625799 0.0840656250617698 0.0689062500506312 0.0766237500563018 0.0771750000567068 0.0749700000550867 0.0802068750589345 0.0705600000518463 0.0658743750484035 0.0815850000599471 0.0802068750589345 0.0766237500563018 0.0928856250682505 0.093161250068453 0.0923343750678454 0.0848925000623774
 0.101430000074529 0.0893025000656177 0.0835143750613648 0.0893025000656177 0.0912318750670353 0.0832387500611623 0.0669768750492136 0.0719381250528589 0.0694575000510363 0.0722137500530615 0.0611887500449606 0.0653231250479984 0.0672525000494161 0.0727650000534665 0.0766237500563018 0.0700087500514413 0.08627062506339 0.0824118750605547 0.0942637500692631 0.0926100000680479 0.0972956250714908
 0.0807581250593396 0.0760725000558967 0.0771750000567068 0.0840656250617698 0.0686306250504287 0.0746943750548841 0.0691818750508337 0.0554006250407076 0.0611887500449606 0.0620156250455682 0.060361875044353 0.0567787500417202 0.0589837500433404 0.0669768750492136 0.0653231250479984 0.0716625000526564 0.0777262500571119 0.0774506250569093 0.086821875063795 0.0876487500644026 0.0928856250682505
 0.0901293750662253 0.0873731250642001 0.0843412500619723 0.0840656250617698 0.0782775000575169 0.0653231250479984 0.0589837500433404 0.049336875036252 0.0576056250423278 0.049336875036252 0.0537468750394924 0.0515418750378722 0.0554006250407076 0.0576056250423278 0.066150000048606 0.0650475000477959 0.072489375053264 0.0722137500530615 0.0782775000575169 0.0807581250593396 0.0870975000639975
 0.0926100000680479 0.0835143750613648 0.0766237500563018 0.0788287500579219 0.0708356250520489 0.0633937500465808 0.0545737500401 0.049336875036252 0.0518175000380747 0.0460293750338216 0.044651250032809 0.0463050000340242 0.0545737500401 0.0531956250390873 0.0622912500457707 0.0694575000510363 0.0625668750459732 0.0796556250585295 0.0882000000648076 0.08627062506339 0.0904050000664278
 0.0873731250642001 0.0843412500619723 0.0766237500563018 0.086821875063795 0.0584325000429353 0.0680793750500236 0.0584325000429353 0.0504393750370621 0.0407925000299736 0.0396900000291635 0.0383118750281509 0.0402412500295686 0.0476831250350368 0.0531956250390873 0.0509906250374671 0.055125000040505 0.0713868750524539 0.0678037500498211 0.0813093750597446 0.0832387500611623 0.0821362500603522
 0.0917831250674404 0.08627062506339 0.0873731250642001 0.0777262500571119 0.073040625053669 0.0622912500457707 0.0562275000413151 0.0501637500368595 0.0388631250285559 0.0380362500279483 0.0385875000283534 0.0305943750224801 0.0363825000267332 0.0418950000307837 0.055125000040505 0.0534712500392899 0.0683550000502262 0.0802068750589345 0.0802068750589345 0.0744187500546816 0.0859950000631875
