FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, June 27, 2024 08:59:53 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.09
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 103189
DEA_SIDEDNESS= Both Sides
BeginData
 0.0950906250698706 0.0912318750670353 0.0926100000680479 0.0912318750670353 0.0876487500644026 0.0895781250658202 0.0848925000623774 0.0749700000550867 0.079380000058327 0.0785531250577194 0.079931250058732 0.073040625053669 0.0802068750589345 0.0879243750646051 0.0923343750678454 0.079380000058327 0.0821362500603522 0.0843412500619723 0.0915075000672379 0.0920587500676429 0.0904050000664278
 0.0956418750702757 0.0840656250617698 0.0928856250682505 0.0846168750621749 0.0895781250658202 0.0746943750548841 0.0744187500546816 0.0782775000575169 0.0760725000558967 0.0802068750589345 0.0840656250617698 0.0702843750516438 0.0722137500530615 0.0691818750508337 0.0691818750508337 0.0766237500563018 0.0791043750581245 0.0857193750629849 0.0859950000631875 0.0920587500676429 0.093161250068453
 0.0840656250617698 0.0887512500652127 0.0785531250577194 0.0678037500498211 0.0777262500571119 0.0713868750524539 0.0653231250479984 0.0642206250471884 0.0639450000469858 0.0650475000477959 0.0611887500449606 0.0614643750451631 0.0686306250504287 0.0680793750500236 0.0722137500530615 0.0719381250528589 0.0738675000542766 0.072489375053264 0.0722137500530615 0.086821875063795 0.0967443750710857
 0.0846168750621749 0.0837900000615673 0.0802068750589345 0.0702843750516438 0.0824118750605547 0.0757968750556942 0.0592593750435429 0.0689062500506312 0.0664256250488085 0.0647718750475934 0.0567787500417202 0.060361875044353 0.0617400000453657 0.066150000048606 0.0686306250504287 0.0705600000518463 0.0733162500538715 0.0804825000591371 0.079380000058327 0.0846168750621749 0.0970200000712883
 0.0926100000680479 0.0788287500579219 0.0835143750613648 0.0749700000550867 0.0713868750524539 0.0647718750475934 0.0628425000461758 0.0576056250423278 0.0534712500392899 0.0496125000364545 0.0490612500360494 0.0540225000396949 0.0476831250350368 0.0559518750411126 0.0625668750459732 0.060361875044353 0.0738675000542766 0.0768993750565043 0.072489375053264 0.0810337500595421 0.0840656250617698
 0.0763481250560993 0.0774506250569093 0.079380000058327 0.0644962500473909 0.0622912500457707 0.0531956250390873 0.059810625043948 0.0523687500384798 0.0476831250350368 0.0441000000324039 0.0463050000340242 0.0501637500368595 0.0485100000356444 0.0476831250350368 0.055125000040505 0.0556762500409101 0.0653231250479984 0.0633937500465808 0.0744187500546816 0.0826875000607572 0.0846168750621749
 0.0837900000615673 0.0785531250577194 0.0691818750508337 0.0658743750484035 0.0562275000413151 0.0496125000364545 0.0476831250350368 0.0396900000291635 0.0350043750257205 0.0385875000283534 0.0396900000291635 0.0369337500271382 0.0432731250317964 0.0443756250326065 0.0545737500401 0.0540225000396949 0.0694575000510363 0.0689062500506312 0.072489375053264 0.0777262500571119 0.0785531250577194
 0.0757968750556942 0.0780018750573144 0.0700087500514413 0.0529200000388848 0.0520931250382772 0.0490612500360494 0.045202500033214 0.0377606250277458 0.034177500025113 0.0363825000267332 0.0319725000234928 0.02949187502167 0.0350043750257205 0.0457537500336191 0.0402412500295686 0.055125000040505 0.0606375000445556 0.0595350000437455 0.0763481250560993 0.0766237500563018 0.0755212500554917
 0.0755212500554917 0.0782775000575169 0.0678037500498211 0.0617400000453657 0.0565031250415177 0.0515418750378722 0.0316968750232902 0.0319725000234928 0.0283893750208599 0.0220500000162019 0.0220500000162019 0.0239793750176196 0.0283893750208599 0.0369337500271382 0.0465806250342267 0.049888125036657 0.0501637500368595 0.0617400000453657 0.0675281250496186 0.0716625000526564 0.0760725000558967
 0.079931250058732 0.0713868750524539 0.0711112500522514 0.0609131250447581 0.0534712500392899 0.0515418750378722 0.049336875036252 0.0366581250269357 0.0264600000194423 0.0234281250172145 0.0272868750200498 0.0206718750151893 0.0242550000178221 0.0369337500271382 0.0432731250317964 0.0432731250317964 0.0471318750346317 0.065598750048201 0.0708356250520489 0.0738675000542766 0.0884756250650101
 0.0771750000567068 0.0700087500514413 0.0686306250504287 0.0631181250463783 0.0531956250390873 0.0460293750338216 0.0413437500303787 0.0385875000283534 0.0278381250204549 0.0259087500190372 0.0226012500166069 0.0226012500166069 0.0319725000234928 0.0308700000226826 0.0391387500287585 0.0457537500336191 0.0531956250390873 0.059810625043948 0.0628425000461758 0.0711112500522514 0.0818606250601497
 0.0711112500522514 0.0777262500571119 0.0606375000445556 0.0589837500433404 0.0565031250415177 0.0515418750378722 0.0449268750330115 0.0261843750192397 0.0261843750192397 0.0275625000202524 0.0275625000202524 0.0286650000210625 0.0245306250180246 0.0303187500222776 0.039414375028961 0.0482343750354418 0.0587081250431379 0.059810625043948 0.0631181250463783 0.0713868750524539 0.0826875000607572
 0.0824118750605547 0.0708356250520489 0.0672525000494161 0.0600862500441505 0.0584325000429353 0.0529200000388848 0.0372093750273408 0.0319725000234928 0.0292162500214675 0.0228768750168095 0.0201206250147842 0.0226012500166069 0.02949187502167 0.02949187502167 0.0421706250309863 0.0435487500319989 0.0554006250407076 0.0622912500457707 0.0628425000461758 0.0689062500506312 0.0733162500538715
 0.0843412500619723 0.0749700000550867 0.0622912500457707 0.0631181250463783 0.0587081250431379 0.0468562500344292 0.0427218750313913 0.0388631250285559 0.0344531250253155 0.0311456250228852 0.0272868750200498 0.0322481250236953 0.0350043750257205 0.0369337500271382 0.0391387500287585 0.0559518750411126 0.0542981250398974 0.0587081250431379 0.0625668750459732 0.0757968750556942 0.0818606250601497
 0.0722137500530615 0.0802068750589345 0.0708356250520489 0.072489375053264 0.0606375000445556 0.060361875044353 0.0465806250342267 0.0465806250342267 0.045202500033214 0.0449268750330115 0.0424462500311888 0.0457537500336191 0.045202500033214 0.0526443750386823 0.0490612500360494 0.0515418750378722 0.0672525000494161 0.0700087500514413 0.0796556250585295 0.0774506250569093 0.079380000058327
 0.0752456250552892 0.072489375053264 0.0774506250569093 0.0708356250520489 0.0741431250544791 0.0600862500441505 0.0562275000413151 0.0518175000380747 0.0520931250382772 0.0468562500344292 0.0438243750322014 0.0421706250309863 0.0463050000340242 0.0468562500344292 0.0507150000372646 0.0683550000502262 0.0631181250463783 0.0683550000502262 0.0689062500506312 0.073040625053669 0.0859950000631875
 0.0835143750613648 0.0840656250617698 0.0804825000591371 0.0755212500554917 0.0771750000567068 0.0650475000477959 0.0628425000461758 0.0592593750435429 0.0592593750435429 0.0496125000364545 0.0589837500433404 0.0520931250382772 0.0573300000421252 0.0650475000477959 0.0631181250463783 0.0711112500522514 0.0589837500433404 0.0829631250609597 0.0713868750524539 0.0854437500627824 0.0837900000615673
 0.0848925000623774 0.0895781250658202 0.0763481250560993 0.0711112500522514 0.0678037500498211 0.0611887500449606 0.0697331250512388 0.0631181250463783 0.0617400000453657 0.0548493750403025 0.0617400000453657 0.0639450000469858 0.0570543750419227 0.0620156250455682 0.0777262500571119 0.0708356250520489 0.0785531250577194 0.0752456250552892 0.0843412500619723 0.0826875000607572 0.0848925000623774
 0.0846168750621749 0.0802068750589345 0.0832387500611623 0.0796556250585295 0.0746943750548841 0.0722137500530615 0.0777262500571119 0.0705600000518463 0.0686306250504287 0.0664256250488085 0.0738675000542766 0.0702843750516438 0.0697331250512388 0.0631181250463783 0.0636693750467833 0.0735918750540741 0.0876487500644026 0.0689062500506312 0.0771750000567068 0.0901293750662253 0.0893025000656177
 0.0920587500676429 0.0895781250658202 0.0829631250609597 0.0857193750629849 0.0741431250544791 0.0760725000558967 0.0749700000550867 0.0719381250528589 0.0774506250569093 0.0771750000567068 0.0705600000518463 0.0741431250544791 0.0642206250471884 0.0835143750613648 0.0766237500563018 0.0733162500538715 0.0796556250585295 0.0771750000567068 0.0895781250658202 0.0882000000648076 0.0898537500660227
 0.0901293750662253 0.0956418750702757 0.0898537500660227 0.0920587500676429 0.0895781250658202 0.0854437500627824 0.0813093750597446 0.0705600000518463 0.0752456250552892 0.0752456250552892 0.0818606250601497 0.0752456250552892 0.0768993750565043 0.0818606250601497 0.0837900000615673 0.0824118750605547 0.0876487500644026 0.0832387500611623 0.101154375074326 0.0970200000712883 0.0978468750718958

