FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, June 26, 2024 23:24:48 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.04
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 172809
DEA_SIDEDNESS= Both Sides
BeginData
 0.155452500114224 0.147735000108553 0.149113125109566 0.139466250102477 0.147735000108553 0.150491250110578 0.130646250095996 0.132300000097211 0.128716875094578 0.135056250099237 0.134229375098629 0.118794375087287 0.131748750096806 0.137261250100857 0.138088125101464 0.140568750103287 0.153523125112806 0.140017500102882 0.164272500120705 0.148010625108756 0.165375000121515
 0.155728125114427 0.154350000113414 0.148561875109161 0.148561875109161 0.144427500106123 0.132024375097009 0.126236250092755 0.129543750095186 0.126787500093161 0.119896875088097 0.11907000008749 0.112179375082427 0.125133750091945 0.128441250094376 0.117691875086477 0.135331875099439 0.141671250104097 0.133953750098426 0.134229375098629 0.152971875112401 0.151318125111186
 0.154074375113211 0.153247500112604 0.132300000097211 0.12127500008911 0.127063125093363 0.127063125093363 0.119896875088097 0.105013125077161 0.108320625079592 0.116589375085667 0.109698750080604 0.111076875081617 0.110250000081009 0.106942500078579 0.11796750008668 0.134780625099034 0.123755625090933 0.128165625094173 0.129543750095186 0.146081250107338 0.151593750111389
 0.154074375113211 0.133678125098224 0.134229375098629 0.126236250092755 0.120448125088502 0.122653125090123 0.114935625084452 0.112455000082629 0.101154375074326 0.0964687500708832 0.0975712500716933 0.0970200000712883 0.0997762500733135 0.118794375087287 0.116313750085465 0.122101875089718 0.126787500093161 0.126787500093161 0.137536875101059 0.141120000103692 0.141120000103692
 0.137812500101262 0.139466250102477 0.124031250091135 0.122653125090123 0.12237750008992 0.109423125080402 0.108045000079389 0.0909562500668328 0.0898537500660227 0.0942637500692631 0.0837900000615673 0.0959175000704782 0.093161250068453 0.0992250000729084 0.0953662500700731 0.108045000079389 0.117140625086072 0.131197500096401 0.138915000102072 0.138088125101464 0.137261250100857
 0.14525437510673 0.133402500098021 0.127890000093971 0.109423125080402 0.103359375075946 0.0981225000720983 0.101154375074326 0.0818606250601497 0.0815850000599471 0.079380000058327 0.0873731250642001 0.0807581250593396 0.0928856250682505 0.0986737500725034 0.0890268750654152 0.101705625074731 0.117140625086072 0.1201725000883 0.11907000008749 0.130370625095793 0.132024375097009
 0.141671250104097 0.127063125093363 0.11686500008587 0.101981250074934 0.109974375080807 0.0959175000704782 0.086821875063795 0.0766237500563018 0.0694575000510363 0.0675281250496186 0.0733162500538715 0.0636693750467833 0.0777262500571119 0.0708356250520489 0.0846168750621749 0.0934368750686555 0.109147500080199 0.114108750083845 0.111076875081617 0.131748750096806 0.128716875094578
 0.135883125099844 0.128716875094578 0.111076875081617 0.0964687500708832 0.0865462500635925 0.0829631250609597 0.0678037500498211 0.0658743750484035 0.0587081250431379 0.0429975000315938 0.0479587500352393 0.0554006250407076 0.0694575000510363 0.0614643750451631 0.0835143750613648 0.0887512500652127 0.102808125075541 0.11466000008425 0.104737500076959 0.12237750008992 0.123755625090933
 0.124858125091743 0.128716875094578 0.118518750087085 0.107493750078984 0.093712500068858 0.0904050000664278 0.0716625000526564 0.0554006250407076 0.0416193750305812 0.039965625029366 0.034728750025518 0.0396900000291635 0.0443756250326065 0.0622912500457707 0.0780018750573144 0.0810337500595421 0.0970200000712883 0.100878750074124 0.111076875081617 0.118794375087287 0.139466250102477
 0.141395625103895 0.123204375090528 0.11466000008425 0.0975712500716933 0.0818606250601497 0.0752456250552892 0.0664256250488085 0.0567787500417202 0.0355556250261256 0.0248062500182271 0.0250818750184297 0.0286650000210625 0.0374850000275433 0.059810625043948 0.0727650000534665 0.0780018750573144 0.0970200000712883 0.100327500073719 0.116038125085262 0.120723750088705 0.126511875092958
