FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, June 26, 2024 22:19:13 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.06
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 169202
DEA_SIDEDNESS= Both Sides
BeginData
 0.173919375127794 0.163445625120098 0.163445625120098 0.158760000116654 0.143600625105515 0.140568750103287 0.129819375095388 0.136985625100654 0.132024375097009 0.134780625099034 0.121826250089515 0.128716875094578 0.140017500102882 0.133402500098021 0.138088125101464 0.135056250099237 0.152145000111794 0.148561875109161 0.155176875114022 0.17998312513225 0.163170000119895
 0.163445625120098 0.157933125116047 0.153523125112806 0.128716875094578 0.136434375100249 0.137536875101059 0.128441250094376 0.117691875086477 0.12568500009235 0.124031250091135 0.119345625087692 0.118518750087085 0.126236250092755 0.12458250009154 0.125409375092148 0.128716875094578 0.136710000100452 0.138915000102072 0.144703125106325 0.158760000116654 0.164272500120705
 0.155728125114427 0.148286250108958 0.137536875101059 0.141671250104097 0.13974187510268 0.127338750093566 0.124306875091338 0.117140625086072 0.12127500008911 0.103635000076149 0.106391250078174 0.114384375084047 0.109698750080604 0.117691875086477 0.127890000093971 0.111628125082022 0.131473125096604 0.136434375100249 0.1419468751043 0.155728125114427 0.151318125111186
 0.149113125109566 0.14635687510754 0.135331875099439 0.135056250099237 0.12348000009073 0.116589375085667 0.107769375079187 0.112455000082629 0.0882000000648076 0.0926100000680479 0.0895781250658202 0.0997762500733135 0.0956418750702757 0.101430000074529 0.112455000082629 0.114384375084047 0.130921875096199 0.120448125088502 0.130370625095793 0.148837500109363 0.16261875011949
 0.150215625110376 0.133953750098426 0.144978750106528 0.117140625086072 0.111352500081819 0.111076875081617 0.105013125077161 0.0895781250658202 0.0843412500619723 0.079931250058732 0.0840656250617698 0.0735918750540741 0.0840656250617698 0.0846168750621749 0.0926100000680479 0.112179375082427 0.125133750091945 0.126787500093161 0.135883125099844 0.137536875101059 0.137536875101059
 0.154350000113414 0.138639375101869 0.122653125090123 0.117416250086275 0.0967443750710857 0.0950906250698706 0.0859950000631875 0.0727650000534665 0.0782775000575169 0.0711112500522514 0.066701250049011 0.0752456250552892 0.0766237500563018 0.0722137500530615 0.0901293750662253 0.0939881250690605 0.113281875083237 0.119621250087895 0.127338750093566 0.14084437510349 0.149113125109566
 0.142222500104502 0.132300000097211 0.105564375077566 0.114108750083845 0.0948150000696681 0.0777262500571119 0.0735918750540741 0.065598750048201 0.0600862500441505 0.0554006250407076 0.0556762500409101 0.0587081250431379 0.0625668750459732 0.0719381250528589 0.0807581250593396 0.0813093750597446 0.0995006250731109 0.103910625076351 0.125960625092553 0.120999375088908 0.148286250108958
 0.130095000095591 0.12568500009235 0.109974375080807 0.105564375077566 0.08627062506339 0.0738675000542766 0.0664256250488085 0.0554006250407076 0.0496125000364545 0.0441000000324039 0.0413437500303787 0.0402412500295686 0.0545737500401 0.0664256250488085 0.0697331250512388 0.0741431250544791 0.0986737500725034 0.0997762500733135 0.105840000077769 0.12458250009154 0.143876250105718
 0.128441250094376 0.124858125091743 0.124306875091338 0.106666875078376 0.0876487500644026 0.0782775000575169 0.0678037500498211 0.0556762500409101 0.039414375028961 0.0272868750200498 0.0344531250253155 0.0330750000243029 0.0385875000283534 0.0490612500360494 0.059810625043948 0.0777262500571119 0.0815850000599471 0.101154375074326 0.102808125075541 0.117416250086275 0.136710000100452
 0.132024375097009 0.12237750008992 0.108871875079997 0.0934368750686555 0.0705600000518463 0.0689062500506312 0.0576056250423278 0.0471318750346317 0.0292162500214675 0.0212231250155943 0.023703750017417 0.0259087500190372 0.0314212500230877 0.0460293750338216 0.0642206250471884 0.0647718750475934 0.086821875063795 0.093712500068858 0.114108750083845 0.127063125093363 0.12127500008911
 0.136985625100654 0.111903750082224 0.109147500080199 0.0948150000696681 0.0870975000639975 0.0647718750475934 0.0606375000445556 0.0443756250326065 0.0366581250269357 0.0270112500198473 0.0275625000202524 0.0201206250147842 0.0275625000202524 0.039414375028961 0.0540225000396949 0.0664256250488085 0.0829631250609597 0.0915075000672379 0.104461875076756 0.11466000008425 0.135883125099844
 0.128165625094173 0.125409375092148 0.112179375082427 0.0890268750654152 0.079931250058732 0.066701250049011 0.0595350000437455 0.0405168750297711 0.034728750025518 0.0214987500157968 0.0228768750168095 0.0220500000162019 0.0377606250277458 0.0427218750313913 0.0565031250415177 0.0614643750451631 0.0804825000591371 0.0901293750662253 0.100878750074124 0.118518750087085 0.130646250095996
 0.143325000105313 0.131748750096806 0.115486875084857 0.0948150000696681 0.086821875063795 0.0760725000558967 0.0609131250447581 0.0490612500360494 0.039965625029366 0.0305943750224801 0.0305943750224801 0.0330750000243029 0.0418950000307837 0.0526443750386823 0.0548493750403025 0.0854437500627824 0.0777262500571119 0.105013125077161 0.121550625089313 0.12237750008992 0.139466250102477
 0.134505000098831 0.123755625090933 0.113833125083642 0.115211250084655 0.0846168750621749 0.0760725000558967 0.0694575000510363 0.0578812500425303 0.0509906250374671 0.0463050000340242 0.0432731250317964 0.0476831250350368 0.0449268750330115 0.0584325000429353 0.0777262500571119 0.0843412500619723 0.093161250068453 0.100603125073921 0.125409375092148 0.124031250091135 0.132575625097414
 0.137536875101059 0.126236250092755 0.124306875091338 0.106391250078174 0.0926100000680479 0.0755212500554917 0.0760725000558967 0.066150000048606 0.0573300000421252 0.0542981250398974 0.0562275000413151 0.0589837500433404 0.0573300000421252 0.0689062500506312 0.0785531250577194 0.0788287500579219 0.0995006250731109 0.107769375079187 0.11686500008587 0.135056250099237 0.141395625103895
 0.138915000102072 0.137536875101059 0.11466000008425 0.119621250087895 0.106391250078174 0.0981225000720983 0.0840656250617698 0.079931250058732 0.0683550000502262 0.0689062500506312 0.0642206250471884 0.0733162500538715 0.0669768750492136 0.0848925000623774 0.0829631250609597 0.0967443750710857 0.116313750085465 0.117691875086477 0.14084437510349 0.128441250094376 0.138639375101869
 0.149388750109768 0.137536875101059 0.132851250097616 0.132851250097616 0.117691875086477 0.103910625076351 0.0884756250650101 0.0846168750621749 0.0870975000639975 0.0777262500571119 0.079931250058732 0.0813093750597446 0.0802068750589345 0.0912318750670353 0.0950906250698706 0.116038125085262 0.117140625086072 0.119896875088097 0.143876250105718 0.147459375108351 0.149388750109768
