FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Saturday, July 20, 2024 05:53:25 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.01
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 197336
DEA_SIDEDNESS= Both Sides
BeginData
 0.778079606359139 0.733419424871688 0.745328806601675 0.689751691861736 0.646083958851784 0.628219886256804 0.609363365184324 0.627227437779305 0.64112171646429 0.663948031446764 0.588521947156847 0.638144371031793 0.608370916706826 0.588521947156847 0.602416225841832 0.643106613419287 0.733419424871688 0.701661073591723 0.738381667259183 0.791973885044124 0.792966333521622
 0.811822854594102 0.7225024916192 0.767162673106651 0.670895170789257 0.62226519539181 0.568672977606869 0.560733389786878 0.60440112279683 0.534929729371906 0.53195238393941 0.553786250444386 0.573635219994364 0.538899523281902 0.5408844202369 0.593484189544342 0.663948031446764 0.687766794906738 0.705630867501719 0.71357045532171 0.702653522069222 0.756245739854163
 0.698683728159226 0.687766794906738 0.674864964699252 0.638144371031793 0.598446431931836 0.5408844202369 0.502178929614442 0.501186481136943 0.456526299649493 0.434692433144517 0.479352614631967 0.489277099406957 0.472405475289475 0.517065656776926 0.517065656776926 0.517065656776926 0.560733389786878 0.635167025599296 0.700668625114224 0.721510043141701 0.760215533764159
 0.682804552519244 0.698683728159226 0.663948031446764 0.562718286741876 0.496224238749449 0.484314857019462 0.44064712400951 0.383085112314573 0.367205936674591 0.362243694287096 0.354304106467105 0.370183282107088 0.439654675532011 0.39499449404456 0.426752845324525 0.447594263352002 0.516073208299427 0.577605013904359 0.600431328886834 0.699676176636725 0.663948031446764
 0.65005375276178 0.653031098194276 0.602416225841832 0.512103414389431 0.450571608784499 0.382092663837074 0.353311657989606 0.32254575518714 0.338424930827122 0.286817609997179 0.295749646294669 0.316591064322147 0.33147779148463 0.32254575518714 0.384077560792072 0.411866118162042 0.428737742279523 0.484314857019462 0.605393571274329 0.59546908649934 0.680819655564246
 0.660970686014268 0.628219886256804 0.519050553731924 0.473397923766974 0.433699984667018 0.369190833629589 0.317583512799645 0.269945985879698 0.234217840689738 0.248112119374722 0.22330090743725 0.260021501104709 0.238187634599733 0.263991295014704 0.300711888682164 0.367205936674591 0.401941633387053 0.484314857019462 0.507141172001937 0.602416225841832 0.65005375276178
 0.643106613419287 0.521035450686922 0.481337511586965 0.408888772729545 0.404918978819549 0.277885573699689 0.23223294373474 0.230248046779742 0.189557659202288 0.201467040932274 0.170701138129809 0.149859720102333 0.217346216572257 0.22330090743725 0.252081913284717 0.308651476502155 0.332470239962129 0.409881221207044 0.517065656776926 0.633182128644298 0.646083958851784
 0.611348262139322 0.569665426084368 0.479352614631967 0.432707536189519 0.319568409754643 0.279870470654687 0.247119670897223 0.181618071382297 0.143905029237339 0.120086265777366 0.137950338372346 0.137950338372346 0.145889926192337 0.172686035084807 0.228263149824744 0.281855367609685 0.327507997574635 0.396979390999558 0.460496093559488 0.565695632174372 0.61333315909432
 0.592491741066843 0.542869317191898 0.461488542036987 0.383085112314573 0.290787403907175 0.273915779789693 0.202459489409773 0.158791756399823 0.0922977084073972 0.101229744704887 0.0903128114523994 0.075426084289916 0.104207090137384 0.145889926192337 0.201467040932274 0.257044155672212 0.292772300862173 0.364228591242094 0.432707536189519 0.537907074804403 0.643106613419287
 0.643106613419287 0.517065656776926 0.467443232901981 0.376137972972081 0.298726991727166 0.222308458959751 0.171693586607308 0.144897477714838 0.0962675023173928 0.075426084289916 0.056569563217437 0.0486299753974458 0.0833656721099071 0.140927683804843 0.179633174427299 0.25009701632972 0.287810058474678 0.411866118162042 0.511110965911933 0.527982590029414 0.611348262139322
