FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Saturday, July 20, 2024 03:45:29 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 75026
DEA_SIDEDNESS= Both Sides
BeginData
 0.660970686014268 0.53195238393941 0.438662227054512 0.441639572487009 0.417820809027035 0.391024700134565 0.348349415602112 0.297734543249667 0.298726991727166 0.307659028024656 0.293764749339672 0.274908228267192 0.286817609997179 0.30468168259216 0.320560858232142 0.342394724737118 0.417820809027035 0.45851119660449 0.480345063109466 0.55874849283188 0.652038649716777
 0.556763595876882 0.452556505739497 0.396979390999558 0.326515549097136 0.272923331312195 0.225285804392248 0.207421731797268 0.172686035084807 0.11710892034487 0.128025853597357 0.111154229479876 0.116116471867371 0.129018302074856 0.172686035084807 0.195512350067281 0.252081913284717 0.309643924979654 0.356289003422103 0.384077560792072 0.483322408541963 0.556763595876882
 0.496224238749449 0.408888772729545 0.330485343007131 0.270938434357197 0.207421731797268 0.175663380517304 0.129018302074856 0.120086265777366 0.105199538614883 0.0962675023173928 0.0903128114523994 0.100237296227388 0.106191987092382 0.129018302074856 0.138942786849845 0.18757276224729 0.21436887113976 0.287810058474678 0.308651476502155 0.394002045567061 0.508133620479436
 0.474390372244473 0.325523100619637 0.294757197817171 0.181618071382297 0.159784204877322 0.118101368822368 0.0992448477498894 0.0774109812449138 0.0664940479924259 0.065501599514927 0.0793958781999115 0.0863430175424038 0.0803883266774104 0.0922977084073972 0.0922977084073972 0.146882374669836 0.163753998787317 0.22330090743725 0.234217840689738 0.311628821934652 0.414843463594538
 0.405911427297048 0.278878022177188 0.22330090743725 0.163753998787317 0.145889926192337 0.0903128114523994 0.0595469086499337 0.0674864964699248 0.0694713934249226 0.0506148723524436 0.0645091510374281 0.0694713934249226 0.0724487388574193 0.0813807751549093 0.0823732236324082 0.0853505690649049 0.118101368822368 0.1786407259498 0.217346216572257 0.295749646294669 0.391024700134565
 0.3592663488546 0.238187634599733 0.159784204877322 0.131003199029854 0.0863430175424038 0.0535922177849403 0.0476375269199469 0.056569563217437 0.0684789449474237 0.0605393571274326 0.0625242540824303 0.0635167025599292 0.0396979390999558 0.0525997693074414 0.0714562903799204 0.0774109812449138 0.104207090137384 0.133980544462351 0.164746447264816 0.239180083077232 0.332470239962129
 0.334455136917127 0.1786407259498 0.145889926192337 0.0972599507948917 0.0784034297224127 0.0575620116949359 0.0347356967124613 0.0476375269199469 0.0664940479924259 0.0545846662624392 0.0387054906224569 0.0357281451899602 0.0367205936674591 0.0456526299649491 0.0426752845324525 0.0625242540824303 0.0764185327674149 0.11710892034487 0.142912580759841 0.182610519859796 0.327507997574635
 0.328500446052133 0.181618071382297 0.118101368822368 0.0873354660199027 0.0635167025599292 0.0605393571274326 0.0387054906224569 0.0486299753974458 0.0337432482349624 0.0307659028024657 0.0367205936674591 0.0396979390999558 0.0267961088924701 0.0307659028024657 0.0486299753974458 0.0476375269199469 0.075426084289916 0.0744336358124171 0.134972992939849 0.179633174427299 0.271930882834696
 0.274908228267192 0.138942786849845 0.0873354660199027 0.0873354660199027 0.0684789449474237 0.0486299753974458 0.056569563217437 0.0446601814874502 0.0406903875774547 0.037713042144958 0.0337432482349624 0.0416828360549536 0.0337432482349624 0.037713042144958 0.0426752845324525 0.0525997693074414 0.0774109812449138 0.0684789449474237 0.0992448477498894 0.146882374669836 0.311628821934652
 0.293764749339672 0.150852168579832 0.0793958781999115 0.0605393571274326 0.0744336358124171 0.0327507997574635 0.0327507997574635 0.0387054906224569 0.0307659028024657 0.0406903875774547 0.0317583512799646 0.0327507997574635 0.0337432482349624 0.0406903875774547 0.0446601814874502 0.0605393571274326 0.0496224238749447 0.0645091510374281 0.0903128114523994 0.115124023389872 0.286817609997179
 0.265976191969702 0.135965441417348 0.084358120587406 0.0793958781999115 0.0516073208299425 0.0516073208299425 0.0327507997574635 0.037713042144958 0.0307659028024657 0.0267961088924701 0.0238187634599735 0.0267961088924701 0.0486299753974458 0.0476375269199469 0.027788557369969 0.0615318056049315 0.0684789449474237 0.0853505690649049 0.0883279144974016 0.141920132282342 0.25902905262721
