FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, July 18, 2024 21:55:09 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.02
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 334608
DEA_SIDEDNESS= Both Sides
BeginData
 0.921984635596481 0.871369763244036 0.920992187118982 0.948780744488951 0.887248938884019 0.848543448261561 0.844573654351566 0.838618963486572 0.870377314766537 0.86839241781154 0.826709581756585 0.843581205874067 0.846558551306564 0.864422623901544 0.842588757396568 0.827702030234084 0.891218732794014 0.885264041929021 0.94977319296645 0.966644817083931 0.985501338156411
 0.907097908433997 0.946795847533953 0.972599507948925 0.952750538398947 0.878316902586529 0.91305259929899 0.782049400269134 0.815792648504097 0.811822854594102 0.811822854594102 0.791973885044124 0.797928575909117 0.830679375666581 0.772124915494145 0.791973885044124 0.792966333521622 0.889233835839017 0.902135666046502 0.919007290163984 0.916029944731487 0.924961981028977
 0.900150769091505 0.938856259713962 0.93190912037147 0.909082805388995 0.898165872136507 0.835641618054076 0.853505690649056 0.80388326677411 0.788996539611627 0.724487388574198 0.736396770304185 0.756245739854163 0.719525146186703 0.788004091134128 0.774109812449143 0.820754890891592 0.765177776151653 0.847550999784062 0.914045047776489 0.875339557154032 0.884271593451522
 0.943818502101457 0.864422623901544 0.872362211721535 0.816785096981596 0.815792648504097 0.84953589673906 0.79495123047662 0.771132467016647 0.760215533764159 0.757238188331662 0.708608212934215 0.730442079439191 0.719525146186703 0.728457182484193 0.818769993936594 0.745328806601675 0.817777545459095 0.919007290163984 0.885264041929021 0.942826053623958 0.915037496253988
 0.911067702343993 0.854498139126555 0.814800200026598 0.793958781999121 0.788996539611627 0.84060386044157 0.697691279681727 0.697691279681727 0.675857413176751 0.706623315979217 0.646083958851784 0.699676176636725 0.688759243384237 0.697691279681727 0.781056951791636 0.788996539611627 0.809837957639104 0.832664272621579 0.815792648504097 0.814800200026598 0.94977319296645
 0.866407520856542 0.863430175424045 0.805868163729108 0.806860612206607 0.754260842899165 0.738381667259183 0.672880067744255 0.683797000996743 0.638144371031793 0.6311972316893 0.571650323039366 0.578597462381858 0.617302953004316 0.618295401481815 0.701661073591723 0.735404321826686 0.748306152034172 0.815792648504097 0.800905921341614 0.860452829991548 0.850528345216559
 0.891218732794014 0.829686927189082 0.809837957639104 0.79495123047662 0.712578006844211 0.672880067744255 0.644099061896786 0.610355813661823 0.615318056049318 0.566688080651871 0.516073208299427 0.559740941309379 0.614325607571819 0.6311972316893 0.610355813661823 0.684789449474241 0.734411873349187 0.809837957639104 0.798921024386616 0.839611411964071 0.88625649040652
 0.853505690649056 0.79495123047662 0.809837957639104 0.792966333521622 0.729449630961692 0.652038649716777 0.632189680166799 0.640129267986791 0.589514395634346 0.511110965911933 0.489277099406957 0.48629975397446 0.527982590029414 0.566688080651871 0.64112171646429 0.686774346429239 0.714562903799209 0.770140018539148 0.745328806601675 0.774109812449143 0.84953589673906
 0.870377314766537 0.763192879196655 0.808845509161605 0.718532697709204 0.646083958851784 0.618295401481815 0.607378468229327 0.568672977606869 0.550808905011889 0.520043002209423 0.497216687226948 0.487292202451959 0.526990141551915 0.548824008056891 0.618295401481815 0.629212334734303 0.66791782535676 0.764185327674154 0.763192879196655 0.835641618054076 0.792966333521622
 0.762200430719156 0.815792648504097 0.79495123047662 0.701661073591723 0.712578006844211 0.669902722311758 0.564703183696874 0.516073208299427 0.527982590029414 0.41385101511704 0.465458335946983 0.500194032659445 0.528975038506913 0.553786250444386 0.565695632174372 0.652038649716777 0.681812104041745 0.726472285529196 0.779072054836638 0.754260842899165 0.827702030234084
