FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Thursday, July 18, 2024 14:08:25 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.01
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 131041
DEA_SIDEDNESS= Both Sides
BeginData
 0.611348262139322 0.52202789916442 0.512103414389431 0.487292202451959 0.442632020964508 0.452556505739497 0.456526299649493 0.466450784424482 0.418813257504534 0.489277099406957 0.459503645081989 0.467443232901981 0.462480990514486 0.42278305141453 0.469428129856978 0.487292202451959 0.473397923766974 0.47736771767697 0.518058105254425 0.533937280894407 0.639136819509292
 0.526990141551915 0.529967486984412 0.457518748126992 0.427745293802024 0.380107766882077 0.395986942522059 0.393009597089562 0.395986942522059 0.408888772729545 0.414843463594538 0.397971839477057 0.405911427297048 0.410873669684543 0.390032251657066 0.381100215359576 0.397971839477057 0.418813257504534 0.418813257504534 0.443624469442007 0.501186481136943 0.545846662624394
 0.497216687226948 0.442632020964508 0.3592663488546 0.307659028024656 0.301704337159663 0.326515549097136 0.336440033872125 0.373160627539584 0.339417379304621 0.362243694287096 0.378122869927079 0.361251245809597 0.365221039719593 0.370183282107088 0.393009597089562 0.319568409754643 0.308651476502155 0.333462688439628 0.352319209512107 0.446601814874504 0.524012796119418
 0.476375269199471 0.380107766882077 0.265976191969702 0.275900676744691 0.237195186122234 0.252081913284717 0.262006398059707 0.266968640447201 0.288802506952177 0.295749646294669 0.318575961277144 0.297734543249667 0.314606167367149 0.286817609997179 0.297734543249667 0.277885573699689 0.233225392212239 0.270938434357197 0.344379621692116 0.420798154459532 0.445609366397005
 0.508133620479436 0.388047354702068 0.321553306709641 0.230248046779742 0.186580313769791 0.188565210724789 0.198489695499778 0.198489695499778 0.212383974184762 0.249104567852221 0.224293355914749 0.224293355914749 0.220323562004753 0.217346216572257 0.175663380517304 0.158791756399823 0.186580313769791 0.233225392212239 0.323538203664639 0.376137972972081 0.455533851171994
 0.455533851171994 0.400949184909554 0.320560858232142 0.242157428509729 0.16970868965231 0.143905029237339 0.124056059687362 0.135965441417348 0.16970868965231 0.174670932039805 0.172686035084807 0.175663380517304 0.154821962489827 0.18757276224729 0.116116471867371 0.11710892034487 0.181618071382297 0.255059258717214 0.372168179062085 0.385070009269571 0.463473438991985
 0.448586711829501 0.43171508771202 0.34040982778212 0.283840264564683 0.182610519859796 0.142912580759841 0.110161781002377 0.131003199029854 0.124056059687362 0.135965441417348 0.148867271624834 0.120086265777366 0.129018302074856 0.111154229479876 0.102222193182386 0.145889926192337 0.213376422662261 0.258036604149711 0.355296554944604 0.427745293802024 0.451564057261998
 0.442632020964508 0.370183282107088 0.341402276259619 0.291779852384674 0.215361319617259 0.170701138129809 0.113139126434874 0.094282605362395 0.0863430175424038 0.0883279144974016 0.0803883266774104 0.0893203629749005 0.075426084289916 0.114131574912373 0.123063611209863 0.168716241174811 0.197497247022279 0.272923331312195 0.350334312557109 0.395986942522059 0.436677330099514
 0.472405475289475 0.40392653034205 0.367205936674591 0.300711888682164 0.218338665049755 0.182610519859796 0.130010750552355 0.109169332524878 0.103214641659885 0.0645091510374281 0.0664940479924259 0.0764185327674149 0.0883279144974016 0.113139126434874 0.101229744704887 0.163753998787317 0.212383974184762 0.320560858232142 0.387054906224569 0.418813257504534 0.472405475289475
 0.476375269199471 0.429730190757022 0.371175730584586 0.323538203664639 0.219331113527254 0.172686035084807 0.124056059687362 0.0873354660199027 0.0823732236324082 0.0724487388574193 0.0674864964699248 0.0863430175424038 0.0793958781999115 0.0774109812449138 0.118101368822368 0.191542556157286 0.21436887113976 0.296742094772168 0.393009597089562 0.428737742279523 0.457518748126992
 0.491261996361954 0.452556505739497 0.396979390999558 0.307659028024656 0.221316010482252 0.163753998787317 0.148867271624834 0.094282605362395 0.0704638419024215 0.0615318056049315 0.0545846662624392 0.0635167025599292 0.065501599514927 0.101229744704887 0.110161781002377 0.168716241174811 0.22330090743725 0.308651476502155 0.384077560792072 0.411866118162042 0.436677330099514
 0.471413026811976 0.366213488197092 0.411866118162042 0.318575961277144 0.22330090743725 0.179633174427299 0.132988095984852 0.0922977084073972 0.0724487388574193 0.0803883266774104 0.0635167025599292 0.0684789449474237 0.0764185327674149 0.0913052599298983 0.119093817299867 0.171693586607308 0.226278252869747 0.290787403907175 0.3592663488546 0.404918978819549 0.432707536189519
 0.45851119660449 0.380107766882077 0.360258797332098 0.329492894529632 0.215361319617259 0.175663380517304 0.113139126434874 0.0972599507948917 0.0853505690649049 0.0684789449474237 0.0575620116949359 0.0545846662624392 0.0903128114523994 0.0952750538398939 0.123063611209863 0.159784204877322 0.209406628752266 0.281855367609685 0.354304106467105 0.408888772729545 0.467443232901981
 0.455533851171994 0.376137972972081 0.383085112314573 0.290787403907175 0.201467040932274 0.153829514012328 0.109169332524878 0.100237296227388 0.0893203629749005 0.0913052599298983 0.102222193182386 0.0893203629749005 0.103214641659885 0.094282605362395 0.11710892034487 0.172686035084807 0.217346216572257 0.289794955429676 0.330485343007131 0.39499449404456 0.457518748126992
 0.453548954216996 0.365221039719593 0.34040982778212 0.268953537402199 0.184595416814794 0.12604095664236 0.116116471867371 0.113139126434874 0.107184435569881 0.132988095984852 0.119093817299867 0.104207090137384 0.102222193182386 0.116116471867371 0.112146677957375 0.149859720102333 0.19650479854478 0.258036604149711 0.33147779148463 0.381100215359576 0.446601814874504
 0.465458335946983 0.372168179062085 0.353311657989606 0.25009701632972 0.171693586607308 0.128025853597357 0.120086265777366 0.153829514012328 0.190550107679787 0.170701138129809 0.158791756399823 0.156806859444825 0.173678483562306 0.183602968337295 0.143905029237339 0.134972992939849 0.188565210724789 0.24116498003223 0.350334312557109 0.410873669684543 0.423775499892029
 0.464465887469484 0.384077560792072 0.323538203664639 0.246127222419724 0.153829514012328 0.168716241174811 0.179633174427299 0.23223294373474 0.233225392212239 0.240172531554731 0.221316010482252 0.221316010482252 0.215361319617259 0.219331113527254 0.182610519859796 0.191542556157286 0.201467040932274 0.221316010482252 0.312621270412151 0.41385101511704 0.454541402694495
 0.449579160307 0.404918978819549 0.290787403907175 0.252081913284717 0.242157428509729 0.262998846537205 0.291779852384674 0.273915779789693 0.274908228267192 0.294757197817171 0.320560858232142 0.264983743492203 0.290787403907175 0.306666579547157 0.291779852384674 0.238187634599733 0.233225392212239 0.265976191969702 0.328500446052133 0.37713042144958 0.490269547884455
