FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Tuesday, June 25, 2024 16:18:44 (Central Daylight Time)"
ORIGIN_POSITION= 0 -0.05 -0.05
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 44394
DEA_SIDEDNESS= Both Sides
BeginData
 0.158760000039663 0.149940000037459 0.154350000038561 0.146632500036633 0.153247500038286 0.149940000037459 0.159862500039938 0.143325000035807 0.15214500003801 0.134505000033603 0.151042500037735 0.15214500003801 0.131197500032777 0.153247500038286 0.163170000040764 0.163170000040764 0.171990000042968 0.191835000047925 0.145530000036358 0.17860500004462 0.157657500039387
 0.174195000043519 0.159862500039938 0.186322500046548 0.157657500039387 0.146632500036633 0.147735000036908 0.154350000038561 0.154350000038561 0.13781250003443 0.153247500038286 0.146632500036633 0.140017500034981 0.145530000036358 0.146632500036633 0.13781250003443 0.159862500039938 0.134505000033603 0.168682500042142 0.160965000040214 0.156555000039112 0.191835000047925
 0.159862500039938 0.149940000037459 0.166477500041591 0.168682500042142 0.15214500003801 0.167580000041866 0.154350000038561 0.13781250003443 0.130095000032502 0.144427500036082 0.153247500038286 0.132300000033053 0.147735000036908 0.116865000029196 0.147735000036908 0.15214500003801 0.143325000035807 0.179707500044896 0.147735000036908 0.168682500042142 0.192937500048201
 0.159862500039938 0.154350000038561 0.141120000035256 0.141120000035256 0.136710000034154 0.128992500032226 0.156555000039112 0.127890000031951 0.108045000026993 0.120172500030023 0.140017500034981 0.1256850000314 0.120172500030023 0.134505000033603 0.141120000035256 0.13781250003443 0.156555000039112 0.165375000041315 0.171990000042968 0.127890000031951 0.141120000035256
 0.159862500039938 0.146632500036633 0.160965000040214 0.132300000033053 0.142222500035531 0.147735000036908 0.13781250003443 0.124582500031125 0.131197500032777 0.114660000028646 0.123480000030849 0.153247500038286 0.122377500030574 0.114660000028646 0.144427500036082 0.114660000028646 0.140017500034981 0.148837500037184 0.154350000038561 0.143325000035807 0.159862500039938
 0.136710000034154 0.148837500037184 0.141120000035256 0.11355750002837 0.132300000033053 0.132300000033053 0.146632500036633 0.115762500028921 0.131197500032777 0.130095000032502 0.120172500030023 0.130095000032502 0.126787500031675 0.127890000031951 0.142222500035531 0.112455000028095 0.142222500035531 0.127890000031951 0.145530000036358 0.147735000036908 0.149940000037459
 0.16427250004104 0.141120000035256 0.141120000035256 0.165375000041315 0.136710000034154 0.134505000033603 0.112455000028095 0.15214500003801 0.10143000002534 0.140017500034981 0.132300000033053 0.11355750002837 0.103635000025891 0.104737500026167 0.142222500035531 0.126787500031675 0.123480000030849 0.126787500031675 0.143325000035807 0.149940000037459 0.154350000038561
 0.142222500035531 0.144427500036082 0.15214500003801 0.1256850000314 0.114660000028646 0.135607500033879 0.098122500024514 0.111352500027819 0.130095000032502 0.110250000027544 0.0970200000242386 0.11355750002837 0.0848925000212088 0.140017500034981 0.120172500030023 0.120172500030023 0.140017500034981 0.1256850000314 0.140017500034981 0.1256850000314 0.13781250003443
 0.177502500044345 0.13781250003443 0.124582500031125 0.141120000035256 0.124582500031125 0.116865000029196 0.122377500030574 0.100327500025065 0.110250000027544 0.105840000026442 0.106942500026718 0.0948150000236877 0.116865000029196 0.114660000028646 0.116865000029196 0.103635000025891 0.0948150000236877 0.122377500030574 0.127890000031951 0.146632500036633 0.148837500037184
 0.149940000037459 0.117967500029472 0.132300000033053 0.135607500033879 0.106942500026718 0.109147500027268 0.116865000029196 0.0992250000247895 0.0859950000214842 0.0837900000209333 0.0970200000242386 0.0904050000225859 0.0970200000242386 0.0882000000220351 0.117967500029472 0.112455000028095 0.145530000036358 0.131197500032777 0.144427500036082 0.111352500027819 0.130095000032502
