 0.174194999970906 0.19183499996796 0.132299999977903 0.156554999973852 0.112454999981218 0.101429999983059 0.0793799999867421 0.0595349999900565 0.0859949999856372 0.06394499998932 0.0595349999900565 0.0815849999863738 0.0837899999860055 0.06394499998932 0.11465999998085 0.110249999981586 0.116864999980481 0.125684999979008 0.143324999976062 0.14111999997643 0.202859999966119
 0.147734999975326 0.187424999968697 0.185219999969065 0.132299999977903 0.130094999978272 0.121274999979745 0.101429999983059 0.0705599999882152 0.0661499999889517 0.0683549999885835 0.0595349999900565 0.0463049999922662 0.0551249999907931 0.0992249999834276 0.0727649999878469 0.0904049999849007 0.123479999979377 0.136709999977167 0.147734999975326 0.130094999978272 0.17860499997017
 0.213884999964277 0.158759999973484 0.147734999975326 0.143324999976062 0.132299999977903 0.134504999977535 0.0771749999871103 0.103634999982691 0.0749699999874786 0.06394499998932 0.0749699999874786 0.0705599999882152 0.0727649999878469 0.0926099999845324 0.105839999982323 0.0837899999860055 0.116864999980481 0.134504999977535 0.152144999974589 0.143324999976062 0.165374999972379
 0.174194999970906 0.169784999971643 0.196244999967223 0.158759999973484 0.12788999997864 0.110249999981586 0.0749699999874786 0.103634999982691 0.0837899999860055 0.0815849999863738 0.088199999985269 0.06394499998932 0.0683549999885835 0.125684999979008 0.0970199999837959 0.110249999981586 0.147734999975326 0.17860499997017 0.145529999975694 0.165374999972379 0.167579999972011
 0.176399999970538 0.19183499996796 0.152144999974589 0.156554999973852 0.171989999971274 0.123479999979377 0.125684999979008 0.0970199999837959 0.101429999983059 0.121274999979745 0.0948149999841641 0.0970199999837959 0.0837899999860055 0.0992249999834276 0.0904049999849007 0.158759999973484 0.165374999972379 0.152144999974589 0.167579999972011 0.149939999974957 0.209474999965014
 0.17860499997017 0.185219999969065 0.174194999970906 0.145529999975694 0.14111999997643 0.11465999998085 0.14111999997643 0.112454999981218 0.116864999980481 0.101429999983059 0.101429999983059 0.108044999981954 0.143324999976062 0.0948149999841641 0.143324999976062 0.145529999975694 0.147734999975326 0.136709999977167 0.174194999970906 0.169784999971643 0.213884999964277
 0.209474999965014 0.185219999969065 0.169784999971643 0.169784999971643 0.171989999971274 0.147734999975326 0.147734999975326 0.156554999973852 0.101429999983059 0.130094999978272 0.110249999981586 0.12788999997864 0.123479999979377 0.147734999975326 0.147734999975326 0.143324999976062 0.17860499997017 0.169784999971643 0.180809999969801 0.174194999970906 0.189629999968328
 0.198449999966855 0.198449999966855 0.183014999969433 0.20506499996575 0.130094999978272 0.189629999968328 0.180809999969801 0.12788999997864 0.165374999972379 0.132299999977903 0.147734999975326 0.136709999977167 0.121274999979745 0.154349999974221 0.158759999973484 0.138914999976799 0.17860499997017 0.196244999967223 0.209474999965014 0.167579999972011 0.19183499996796
 0.20506499996575 0.187424999968697 0.198449999966855 0.185219999969065 0.130094999978272 0.163169999972748 0.171989999971274 0.160964999973116 0.132299999977903 0.174194999970906 0.112454999981218 0.187424999968697 0.145529999975694 0.167579999972011 0.160964999973116 0.194039999967592 0.149939999974957 0.167579999972011 0.167579999972011 0.169784999971643 0.209474999965014
 0.180809999969801 0.183014999969433 0.189629999968328 0.25577999995728 0.189629999968328 0.207269999965382 0.176399999970538 0.14111999997643 0.163169999972748 0.147734999975326 0.158759999973484 0.174194999970906 0.187424999968697 0.185219999969065 0.17860499997017 0.194039999967592 0.160964999973116 0.202859999966119 0.196244999967223 0.207269999965382 0.235934999960594
 0.187424999968697 0.196244999967223 0.180809999969801 0.198449999966855 0.198449999966855 0.174194999970906 0.207269999965382 0.20506499996575 0.147734999975326 0.174194999970906 0.167579999972011 0.14111999997643 0.17860499997017 0.189629999968328 0.211679999964646 0.180809999969801 0.224909999962436 0.143324999976062 0.211679999964646 0.185219999969065 0.229319999961699

