FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Friday, July 05, 2024 17:31:53 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.09
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 632835
DEA_SIDEDNESS= Both Sides
BeginData
 1.1611647186737 1.15421757933121 1.17406654888118 1.21872673036863 1.26239446337858 1.18200613670117 1.25246997860359 1.1641420641062 1.25147753012609 1.26239446337858 1.21674183341363 1.26636425728857 1.2465152877386 1.19193062147616 1.25346242708109 1.20582490016115 1.25445487555859 1.19788531234116 1.19689286386366 1.17406654888118 1.22170407580113
 1.24850018469359 1.19490796690866 1.17803634279118 1.25842466946858 1.22170407580113 1.18200613670117 1.22468142123362 1.25941711794608 1.25544732403609 1.32094892355101 1.29713016009103 1.26338691185608 1.36660155351595 1.23857569991861 1.21971917884613 1.27628874206356 1.17505899735868 1.19590041538616 1.21773428189113 1.2435379423061 1.19887776081865
 1.23262100905361 1.17108920344869 1.23857569991861 1.26636425728857 1.2445303907836 1.30209240247853 1.29713016009103 1.31300933573102 1.35866196569596 1.37057134742595 1.35072237787597 1.29018302074854 1.322933820506 1.29415281465854 1.31400178420851 1.29117546922604 1.25842466946858 1.27231894815356 1.23559835448611 1.21177959102614 1.14330064607872
 1.27033405119857 1.27529629358606 1.21177959102614 1.20780979711614 1.28819812379355 1.39439011088592 1.28323588140605 1.4122541834809 1.39637500784091 1.36560910503845 1.4102692865259 1.48371047386081 1.37454114133594 1.46783129822083 1.31499423268601 1.27728119054106 1.24949263317109 1.30109995400103 1.20483245168365 1.22269652427862 1.25147753012609
 1.2415530453511 1.21971917884613 1.28720567531605 1.26140201490108 1.3239262689835 1.34675258396597 1.45592191649084 1.44599743171585 1.53432534621325 1.67326813306308 1.55516676424072 1.59982694572817 1.63158529700813 1.46882374669833 1.46286905583333 1.34873748092097 1.3298809598485 1.27529629358606 1.28522077836105 1.21277203950364 1.29713016009103
 1.1611647186737 1.26040956642358 1.31300933573102 1.26437936033357 1.34377523853348 1.41721642586839 1.56310635206071 1.63555509091812 1.64150978178312 1.70204913891054 1.70899627825304 1.73281504171301 1.67326813306308 1.56409880053821 1.55318186728572 1.44897477714835 1.29514526313604 1.30705464486602 1.31499423268601 1.24750773621609 1.22964366362112
 1.20780979711614 1.28919057227104 1.26636425728857 1.29613771161354 1.46187660735584 1.53134800078075 1.66135875133309 1.63059284853063 1.76258849603797 1.71495096911803 1.8201505077329 1.76457339299297 1.84496171967037 1.738769732578 1.67922282392807 1.62364570918814 1.46981619517583 1.36560910503845 1.35369972330847 1.25048508164859 1.26040956642358
 1.23162856057611 1.35270727483097 1.27331139663106 1.4122541834809 1.54623472794323 1.6544116119906 1.69907179347805 1.7357923871455 1.70403403586554 1.75365645974048 1.84893151358037 1.84595416814787 1.77648277472295 1.75464890821798 1.74571687192049 1.68517751479306 1.48172557690581 1.39439011088592 1.31300933573102 1.30209240247853 1.28422832988355
 1.21872673036863 1.29316036618104 1.35766951721846 1.47080864365332 1.58891001247568 1.72884524780301 1.72686035084801 1.79533929579543 1.78045256863295 1.79037705340794 1.79930908970543 1.81221091991291 1.77251298081296 1.84496171967037 1.84297682271537 1.62960040005313 1.56112145510571 1.42217866825588 1.36362420808345 1.2395681483961 1.28224343292855
 1.30308485095603 1.29713016009103 1.37156379590344 1.44103518932836 1.58494021856569 1.76159604756047 1.84496171967037 1.80327888361542 1.91443311309529 1.87275027704034 1.79236195036293 1.82809009555289 1.88664455572532 1.80228643513792 1.76556584147047 1.73083014475801 1.59784204877317 1.42714091064338 1.30903954182102 1.23262100905361 1.20681734863864
