FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Sunday, July 07, 2024 11:45:31 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.09
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 451486
DEA_SIDEDNESS= Both Sides
BeginData
 1.01825213791387 1.04107845289635 1.05993497396882 1.08673108286129 1.03413131355385 1.00435785922889 1.03413131355385 1.01328989552638 1.08375373742879 0.981531544246415 1.01825213791387 1.01725968943637 1.03413131355385 1.03214641659886 1.05596518005883 1.08673108286129 1.06092742244632 1.00832765313888 1.03611621050885 1.05795007701382 1.05596518005883
 1.06291231940132 1.02023703486887 1.04802559223884 1.05695762853633 1.07085190722131 1.01825213791387 1.06092742244632 1.03413131355385 1.02321438030137 1.01328989552638 1.02916907116636 1.05993497396882 1.00535030770639 1.04405579832884 1.04405579832884 1.03115396812136 1.0787914950413 1.09566311915878 1.07382925265381 1.05993497396882 1.00535030770639
 0.994433374453901 1.00832765313888 1.03810110746385 1.03810110746385 1.00138051379639 1.01031255009388 1.00932010161638 1.04802559223884 1.07085190722131 0.989471132066406 1.02122948334637 0.956720332308942 1.00832765313888 0.998403168363897 1.03710865898635 1.04703314376134 0.997410719886398 1.00435785922889 0.981531544246415 1.05497273158133 1.0777990465638
 1.05695762853633 1.03016151964386 1.03413131355385 0.968629714038929 1.04107845289635 1.00932010161638 0.983516441201413 1.00932010161638 0.990463580543905 0.990463580543905 0.951758089921448 1.00336541075139 0.961682574696437 1.04901804071634 0.9954258229314 1.04008600441885 1.0787914950413 1.02122948334637 1.05993497396882 1.06489721635632 1.04703314376134
 1.10459515545627 1.0748217011313 1.03016151964386 1.08772353133879 1.00038806531889 1.02122948334637 1.01229744704888 1.05993497396882 0.953742986876446 1.03115396812136 0.978554198813918 1.03016151964386 0.990463580543905 0.976569301858921 1.02420682877887 1.03115396812136 1.03710865898635 1.10161781002377 0.963667471651435 1.01229744704888 1.01328989552638
 0.997410719886398 0.996418271408899 1.08871597981629 1.07085190722131 1.01328989552638 0.992448477498903 0.961682574696437 1.00336541075139 0.980539095768916 0.959697677741439 0.982523992723914 1.03214641659886 1.00634275618389 1.01031255009388 1.05497273158133 1.01527479248138 0.974584404903923 1.04703314376134 1.02222193182387 1.03512376203135 1.09070087677128
 0.974584404903923 1.02718417421136 1.05894252549132 1.00733520466139 0.991456029021404 0.947788296011452 0.943818502101457 0.975576853381422 1.00038806531889 1.0797839435188 1.00237296227389 1.01229744704888 0.989471132066406 0.988478683588907 0.943818502101457 1.01328989552638 1.00237296227389 1.05894252549132 0.988478683588907 1.02023703486887 0.988478683588907
 1.00038806531889 1.01725968943637 1.00336541075139 1.01130499857138 1.03016151964386 1.02817662268886 0.955727883831443 1.05795007701382 0.983516441201413 0.959697677741439 0.945803399056454 0.98649378663391 0.935878914281465 1.02817662268886 1.00634275618389 0.932901568848969 0.954735435353945 0.981531544246415 1.02023703486887 1.04207090137384 1.04008600441885
 1.03313886507635 1.03909355594135 1.05993497396882 0.94977319296645 1.01130499857138 1.02817662268886 0.974584404903923 1.01428234400388 1.03810110746385 0.96763726556143 0.938856259713962 0.933894017326467 0.968629714038929 0.997410719886398 0.968629714038929 1.00634275618389 0.953742986876446 0.9954258229314 1.06787456178881 1.03016151964386 1.07085190722131
 1.02916907116636 0.98649378663391 1.01031255009388 1.01031255009388 1.04107845289635 1.04703314376134 0.9954258229314 1.00435785922889 0.950765641443949 0.989471132066406 0.998403168363897 0.915037496253988 1.00733520466139 0.980539095768916 1.02222193182387 0.94977319296645 0.932901568848969 1.00435785922889 1.04604069528384 1.01626724095888 1.03214641659886
 1.03710865898635 1.01428234400388 1.02916907116636 1.01328989552638 0.990463580543905 0.992448477498903 0.990463580543905 1.00336541075139 0.992448477498903 0.923969532551478 0.973591956426424 1.02222193182387 0.991456029021404 0.9954258229314 0.980539095768916 0.934886465803966 0.966644817083931 1.05398028310383 1.01825213791387 1.01428234400388 1.00832765313888
 1.02519927725636 1.01328989552638 0.988478683588907 1.05001048919383 0.980539095768916 1.02321438030137 0.954735435353945 1.04504824680634 0.993440925976402 1.00138051379639 0.946795847533953 0.961682574696437 0.993440925976402 1.01527479248138 1.00038806531889 0.976569301858921 1.01527479248138 0.999395616841395 0.98649378663391 1.00634275618389 0.988478683588907
 1.03810110746385 1.04107845289635 0.988478683588907 1.02817662268886 1.03115396812136 1.02519927725636 1.00138051379639 0.976569301858921 0.984508889678912 0.954735435353945 0.992448477498903 1.00038806531889 0.984508889678912 0.965652368606433 0.936871362758964 0.941833605146459 0.992448477498903 1.05199538614883 0.947788296011452 0.992448477498903 1.0777990465638
 1.09367822220378 1.02222193182387 1.03710865898635 0.976569301858921 1.01527479248138 0.955727883831443 0.971607059471426 0.922977084073979 1.02222193182387 1.01229744704888 0.980539095768916 0.955727883831443 0.975576853381422 1.02519927725636 0.946795847533953 0.9954258229314 0.990463580543905 1.04207090137384 1.07085190722131 1.04703314376134 1.02321438030137
 1.01229744704888 1.10459515545627 1.00435785922889 1.01725968943637 0.965652368606433 1.01328989552638 1.00932010161638 1.01626724095888 1.00038806531889 0.971607059471426 1.02619172573386 0.972599507948925 0.964659920128934 0.983516441201413 0.985501338156411 1.05100293767133 1.00237296227389 0.959697677741439 0.999395616841395 1.05695762853633 0.990463580543905
 1.10261025850127 1.01825213791387 0.978554198813918 1.03810110746385 1.03313886507635 1.02222193182387 0.976569301858921 0.991456029021404 0.976569301858921 0.969622162516428 1.03512376203135 1.02122948334637 0.996418271408899 0.943818502101457 1.04008600441885 1.03611621050885 0.98649378663391 0.976569301858921 1.00733520466139 0.996418271408899 1.07382925265381
 1.06985945874381 1.01229744704888 1.02619172573386 1.03115396812136 1.03611621050885 1.00435785922889 1.04107845289635 0.989471132066406 1.00932010161638 0.994433374453901 1.00435785922889 0.975576853381422 0.968629714038929 0.988478683588907 0.960690126218938 1.01130499857138 0.997410719886398 1.00138051379639 1.03214641659886 1.06191987092382 1.01130499857138
 1.01328989552638 1.00535030770639 1.04207090137384 0.985501338156411 1.03909355594135 1.04405579832884 0.985501338156411 1.00336541075139 1.06191987092382 0.989471132066406 1.06092742244632 1.01626724095888 1.03413131355385 1.03413131355385 1.02916907116636 0.9954258229314 1.01825213791387 1.11650453718625 0.994433374453901 1.05596518005883 1.05795007701382
 1.07382925265381 1.02718417421136 1.01328989552638 1.04107845289635 1.04604069528384 1.04703314376134 1.08871597981629 1.03016151964386 1.04703314376134 0.997410719886398 0.964659920128934 0.994433374453901 1.08474618590629 1.05596518005883 1.06787456178881 0.976569301858921 1.03909355594135 1.03115396812136 1.06985945874381 1.09367822220378 1.03810110746385
 0.997410719886398 1.04802559223884 1.12047433109625 1.04306334985134 1.09367822220378 1.0768065980863 1.04107845289635 0.983516441201413 1.01130499857138 1.03313886507635 1.09070087677128 1.02222193182387 1.10062536154627 1.01527479248138 1.11650453718625 1.01130499857138 0.985501338156411 1.01328989552638 1.04703314376134 1.10658005241127 1.02222193182387
 1.04306334985134 1.02321438030137 1.02222193182387 1.0748217011313 1.04207090137384 1.03611621050885 1.02718417421136 1.08871597981629 1.01725968943637 1.07184435569881 1.05596518005883 1.02519927725636 1.04306334985134 1.09268577372628 1.02916907116636 1.01725968943637 1.01626724095888 1.03909355594135 1.03016151964386 1.02916907116636 0.9954258229314

