FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Sunday, July 07, 2024 00:55:32 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.04
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 109683
DEA_SIDEDNESS= Both Sides
BeginData
 0.478360166154469 0.419805705982033 0.388047354702068 0.37713042144958 0.341402276259619 0.3592663488546 0.337432482349624 0.28582516151968 0.273915779789693 0.332470239962129 0.332470239962129 0.297734543249667 0.328500446052133 0.330485343007131 0.344379621692116 0.360258797332098 0.346364518647114 0.371175730584586 0.448586711829501 0.450571608784499 0.481337511586965
 0.438662227054512 0.42278305141453 0.398964287954556 0.3592663488546 0.330485343007131 0.325523100619637 0.30468168259216 0.270938434357197 0.290787403907175 0.270938434357197 0.253074361762216 0.280862919132186 0.271930882834696 0.308651476502155 0.297734543249667 0.280862919132186 0.33147779148463 0.394002045567061 0.3592663488546 0.409881221207044 0.472405475289475
 0.405911427297048 0.388047354702068 0.383085112314573 0.297734543249667 0.318575961277144 0.290787403907175 0.287810058474678 0.236202737644735 0.218338665049755 0.278878022177188 0.252081913284717 0.227270701347245 0.270938434357197 0.271930882834696 0.264983743492203 0.310636373457153 0.293764749339672 0.315598615844648 0.342394724737118 0.369190833629589 0.390032251657066
 0.389039803179567 0.375145524494582 0.330485343007131 0.308651476502155 0.262006398059707 0.244142325464726 0.252081913284717 0.221316010482252 0.220323562004753 0.22330090743725 0.203451937887272 0.219331113527254 0.213376422662261 0.22330090743725 0.206429283319769 0.272923331312195 0.252081913284717 0.286817609997179 0.34040982778212 0.376137972972081 0.356289003422103
 0.381100215359576 0.329492894529632 0.319568409754643 0.25902905262721 0.261013949582208 0.239180083077232 0.221316010482252 0.186580313769791 0.1786407259498 0.203451937887272 0.166731344219814 0.149859720102333 0.197497247022279 0.193527453112283 0.199482143977277 0.236202737644735 0.270938434357197 0.295749646294669 0.320560858232142 0.352319209512107 0.356289003422103
 0.364228591242094 0.30468168259216 0.269945985879698 0.288802506952177 0.236202737644735 0.193527453112283 0.198489695499778 0.172686035084807 0.156806859444825 0.145889926192337 0.132988095984852 0.154821962489827 0.1786407259498 0.175663380517304 0.176655828994802 0.221316010482252 0.203451937887272 0.230248046779742 0.315598615844648 0.34040982778212 0.387054906224569
 0.33147779148463 0.297734543249667 0.256051707194713 0.2679610889247 0.220323562004753 0.195512350067281 0.167723792697313 0.153829514012328 0.132988095984852 0.121078714254865 0.11710892034487 0.131003199029854 0.114131574912373 0.154821962489827 0.18757276224729 0.190550107679787 0.217346216572257 0.254066810239715 0.275900676744691 0.301704337159663 0.298726991727166
 0.320560858232142 0.296742094772168 0.256051707194713 0.224293355914749 0.193527453112283 0.165738895742315 0.138942786849845 0.118101368822368 0.107184435569881 0.116116471867371 0.0962675023173928 0.0853505690649049 0.0922977084073972 0.12604095664236 0.18757276224729 0.154821962489827 0.192535004634785 0.22330090743725 0.25009701632972 0.306666579547157 0.341402276259619
 0.316591064322147 0.294757197817171 0.27689312522219 0.191542556157286 0.219331113527254 0.185587865292292 0.140927683804843 0.111154229479876 0.0992448477498894 0.0744336358124171 0.0813807751549093 0.0714562903799204 0.0803883266774104 0.109169332524878 0.122071162732364 0.145889926192337 0.174670932039805 0.224293355914749 0.264983743492203 0.282847816087184 0.307659028024656
 0.307659028024656 0.298726991727166 0.25009701632972 0.217346216572257 0.199482143977277 0.147874823147335 0.138942786849845 0.0932901568848961 0.0863430175424038 0.0734411873349182 0.0555771147399381 0.0684789449474237 0.0803883266774104 0.111154229479876 0.123063611209863 0.158791756399823 0.1786407259498 0.222308458959751 0.252081913284717 0.294757197817171 0.303689234114661
