FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Saturday, July 06, 2024 02:41:41 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.05
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 48040
DEA_SIDEDNESS= Both Sides
BeginData
 0.279870470654687 0.299719440204665 0.224293355914749 0.251089464807219 0.216353768094758 0.202459489409773 0.170701138129809 0.176655828994802 0.147874823147335 0.156806859444825 0.142912580759841 0.156806859444825 0.139935235327344 0.147874823147335 0.164746447264816 0.184595416814794 0.208414180274767 0.201467040932274 0.277885573699689 0.271930882834696 0.312621270412151
 0.258036604149711 0.25902905262721 0.218338665049755 0.183602968337295 0.183602968337295 0.150852168579832 0.145889926192337 0.114131574912373 0.137950338372346 0.125048508164861 0.110161781002377 0.145889926192337 0.116116471867371 0.134972992939849 0.135965441417348 0.149859720102333 0.175663380517304 0.203451937887272 0.201467040932274 0.255059258717214 0.245134773942225
 0.242157428509729 0.209406628752266 0.208414180274767 0.185587865292292 0.155814410967326 0.121078714254865 0.108176884047379 0.0992448477498894 0.105199538614883 0.0903128114523994 0.084358120587406 0.0913052599298983 0.118101368822368 0.0932901568848961 0.122071162732364 0.134972992939849 0.175663380517304 0.161769101832319 0.153829514012328 0.217346216572257 0.253074361762216
 0.209406628752266 0.176655828994802 0.170701138129809 0.133980544462351 0.137950338372346 0.110161781002377 0.0913052599298983 0.0972599507948917 0.0704638419024215 0.0615318056049315 0.0674864964699248 0.0525997693074414 0.0714562903799204 0.075426084289916 0.0764185327674149 0.0863430175424038 0.138942786849845 0.145889926192337 0.156806859444825 0.206429283319769 0.208414180274767
 0.213376422662261 0.185587865292292 0.131003199029854 0.129018302074856 0.118101368822368 0.0992448477498894 0.065501599514927 0.0446601814874502 0.0426752845324525 0.037713042144958 0.0476375269199469 0.0506148723524436 0.0456526299649491 0.0496224238749447 0.0585544601724348 0.0803883266774104 0.0922977084073972 0.119093817299867 0.146882374669836 0.16970868965231 0.221316010482252
 0.191542556157286 0.157799307922324 0.138942786849845 0.109169332524878 0.0863430175424038 0.0724487388574193 0.056569563217437 0.0406903875774547 0.0396979390999558 0.0416828360549536 0.0436677330099514 0.0575620116949359 0.0446601814874502 0.0396979390999558 0.0367205936674591 0.0585544601724348 0.0863430175424038 0.0972599507948917 0.131995647507353 0.157799307922324 0.19650479854478
 0.185587865292292 0.15184461705733 0.104207090137384 0.0913052599298983 0.0605393571274326 0.0535922177849403 0.0436677330099514 0.0446601814874502 0.0446601814874502 0.0287810058474679 0.0307659028024657 0.0357281451899602 0.0357281451899602 0.0307659028024657 0.0297734543249668 0.0476375269199469 0.0486299753974458 0.075426084289916 0.116116471867371 0.143905029237339 0.164746447264816
 0.16970868965231 0.119093817299867 0.102222193182386 0.0704638419024215 0.046645078442448 0.0396979390999558 0.0317583512799646 0.027788557369969 0.0287810058474679 0.027788557369969 0.0238187634599735 0.0258036604149713 0.0198489695499779 0.027788557369969 0.0347356967124613 0.0406903875774547 0.046645078442448 0.0664940479924259 0.112146677957375 0.134972992939849 0.191542556157286
 0.148867271624834 0.137950338372346 0.0873354660199027 0.0664940479924259 0.0456526299649491 0.0367205936674591 0.027788557369969 0.0218338665049757 0.0258036604149713 0.0228263149824746 0.0198489695499779 0.0158791756399823 0.0258036604149713 0.0218338665049757 0.0367205936674591 0.0446601814874502 0.046645078442448 0.0724487388574193 0.0962675023173928 0.111154229479876 0.15184461705733
 0.1786407259498 0.12604095664236 0.0922977084073972 0.0575620116949359 0.0516073208299425 0.0446601814874502 0.0426752845324525 0.0297734543249668 0.018856521072479 0.0178640725949801 0.0218338665049757 0.018856521072479 0.018856521072479 0.0208414180274768 0.0387054906224569 0.037713042144958 0.0525997693074414 0.0585544601724348 0.0893203629749005 0.0952750538398939 0.161769101832319
 0.143905029237339 0.122071162732364 0.0982523992723905 0.0496224238749447 0.0506148723524436 0.0367205936674591 0.0317583512799646 0.0297734543249668 0.0148867271624834 0.0168716241174812 0.0198489695499779 0.0218338665049757 0.018856521072479 0.0238187634599735 0.0387054906224569 0.0238187634599735 0.0426752845324525 0.0724487388574193 0.0764185327674149 0.0992448477498894 0.155814410967326
 0.150852168579832 0.125048508164861 0.0724487388574193 0.0585544601724348 0.0535922177849403 0.046645078442448 0.0426752845324525 0.0297734543249668 0.0129018302074856 0.00992448477498894 0.0208414180274768 0.0178640725949801 0.0208414180274768 0.0228263149824746 0.0406903875774547 0.0337432482349624 0.0456526299649491 0.0555771147399381 0.0952750538398939 0.122071162732364 0.148867271624834
 0.148867271624834 0.115124023389872 0.0962675023173928 0.0664940479924259 0.0416828360549536 0.046645078442448 0.0327507997574635 0.0297734543249668 0.0337432482349624 0.0208414180274768 0.0158791756399823 0.0238187634599735 0.0248112119374724 0.0258036604149713 0.0367205936674591 0.0307659028024657 0.037713042144958 0.0625242540824303 0.0922977084073972 0.107184435569881 0.166731344219814
 0.157799307922324 0.121078714254865 0.129018302074856 0.0823732236324082 0.0516073208299425 0.0456526299649491 0.0396979390999558 0.0436677330099514 0.0357281451899602 0.0327507997574635 0.0267961088924701 0.0387054906224569 0.0387054906224569 0.0357281451899602 0.0416828360549536 0.0486299753974458 0.0664940479924259 0.0823732236324082 0.12604095664236 0.144897477714838 0.161769101832319
 0.168716241174811 0.146882374669836 0.123063611209863 0.0764185327674149 0.0764185327674149 0.0585544601724348 0.0406903875774547 0.046645078442448 0.046645078442448 0.0337432482349624 0.0258036604149713 0.0327507997574635 0.0387054906224569 0.0406903875774547 0.0426752845324525 0.0456526299649491 0.0724487388574193 0.0853505690649049 0.125048508164861 0.137950338372346 0.16970868965231
 0.162761550309818 0.144897477714838 0.110161781002377 0.107184435569881 0.0774109812449138 0.0674864964699248 0.046645078442448 0.0436677330099514 0.0426752845324525 0.0357281451899602 0.0198489695499779 0.0416828360549536 0.0337432482349624 0.0625242540824303 0.0347356967124613 0.0784034297224127 0.075426084289916 0.113139126434874 0.116116471867371 0.158791756399823 0.212383974184762
