FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Saturday, July 06, 2024 21:38:15 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.03
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 45063
DEA_SIDEDNESS= Both Sides
BeginData
 0.290787403907175 0.242157428509729 0.22330090743725 0.210399077229764 0.198489695499778 0.157799307922324 0.139935235327344 0.131003199029854 0.122071162732364 0.107184435569881 0.131995647507353 0.118101368822368 0.135965441417348 0.124056059687362 0.135965441417348 0.152837065534829 0.162761550309818 0.191542556157286 0.219331113527254 0.253074361762216 0.272923331312195
 0.240172531554731 0.220323562004753 0.220323562004753 0.170701138129809 0.131995647507353 0.122071162732364 0.115124023389872 0.107184435569881 0.0982523992723905 0.0813807751549093 0.0883279144974016 0.0952750538398939 0.0863430175424038 0.0962675023173928 0.116116471867371 0.12604095664236 0.136957889894847 0.177648277472301 0.186580313769791 0.255059258717214 0.247119670897223
 0.200474592454776 0.171693586607308 0.150852168579832 0.138942786849845 0.0992448477498894 0.100237296227388 0.0932901568848961 0.0774109812449138 0.094282605362395 0.0853505690649049 0.0784034297224127 0.0793958781999115 0.0863430175424038 0.0793958781999115 0.0883279144974016 0.0922977084073972 0.120086265777366 0.129018302074856 0.148867271624834 0.204444386364771 0.212383974184762
 0.192535004634785 0.177648277472301 0.129018302074856 0.094282605362395 0.0932901568848961 0.075426084289916 0.0922977084073972 0.0734411873349182 0.0784034297224127 0.075426084289916 0.065501599514927 0.0664940479924259 0.075426084289916 0.075426084289916 0.0784034297224127 0.0615318056049315 0.0982523992723905 0.118101368822368 0.130010750552355 0.175663380517304 0.176655828994802
 0.177648277472301 0.161769101832319 0.130010750552355 0.0952750538398939 0.0605393571274326 0.0784034297224127 0.0615318056049315 0.075426084289916 0.075426084289916 0.0903128114523994 0.0694713934249226 0.0625242540824303 0.0704638419024215 0.0724487388574193 0.0793958781999115 0.0982523992723905 0.0883279144974016 0.0932901568848961 0.100237296227388 0.156806859444825 0.199482143977277
 0.156806859444825 0.131003199029854 0.0893203629749005 0.0823732236324082 0.0873354660199027 0.0674864964699248 0.0694713934249226 0.0704638419024215 0.065501599514927 0.0635167025599292 0.0555771147399381 0.0575620116949359 0.0585544601724348 0.0595469086499337 0.0704638419024215 0.0714562903799204 0.0803883266774104 0.0883279144974016 0.0873354660199027 0.102222193182386 0.154821962489827
 0.16077665335482 0.0982523992723905 0.0784034297224127 0.0724487388574193 0.0694713934249226 0.0605393571274326 0.056569563217437 0.0615318056049315 0.0535922177849403 0.0585544601724348 0.0426752845324525 0.0585544601724348 0.0516073208299425 0.056569563217437 0.0595469086499337 0.0605393571274326 0.0714562903799204 0.0784034297224127 0.0704638419024215 0.0803883266774104 0.148867271624834
 0.11710892034487 0.110161781002377 0.0893203629749005 0.0784034297224127 0.0585544601724348 0.0595469086499337 0.065501599514927 0.0625242540824303 0.0506148723524436 0.046645078442448 0.056569563217437 0.0446601814874502 0.0545846662624392 0.0535922177849403 0.0595469086499337 0.0625242540824303 0.0823732236324082 0.0962675023173928 0.0803883266774104 0.112146677957375 0.135965441417348
 0.12604095664236 0.0853505690649049 0.0853505690649049 0.0774109812449138 0.0774109812449138 0.0575620116949359 0.0545846662624392 0.0387054906224569 0.0446601814874502 0.046645078442448 0.0456526299649491 0.0506148723524436 0.046645078442448 0.0367205936674591 0.0516073208299425 0.0664940479924259 0.0575620116949359 0.0724487388574193 0.0774109812449138 0.101229744704887 0.121078714254865
 0.128025853597357 0.0962675023173928 0.0813807751549093 0.0793958781999115 0.0694713934249226 0.0704638419024215 0.0535922177849403 0.046645078442448 0.0307659028024657 0.0406903875774547 0.0287810058474679 0.0426752845324525 0.0357281451899602 0.0575620116949359 0.0615318056049315 0.056569563217437 0.0684789449474237 0.0883279144974016 0.0803883266774104 0.084358120587406 0.121078714254865
 0.130010750552355 0.0813807751549093 0.075426084289916 0.0774109812449138 0.0764185327674149 0.0645091510374281 0.0615318056049315 0.0506148723524436 0.0446601814874502 0.037713042144958 0.0357281451899602 0.0396979390999558 0.0456526299649491 0.0535922177849403 0.0456526299649491 0.0664940479924259 0.0595469086499337 0.0645091510374281 0.0833656721099071 0.0793958781999115 0.116116471867371
 0.124056059687362 0.0893203629749005 0.100237296227388 0.0684789449474237 0.0585544601724348 0.0585544601724348 0.0496224238749447 0.0357281451899602 0.0327507997574635 0.0367205936674591 0.0436677330099514 0.0387054906224569 0.0436677330099514 0.0516073208299425 0.0625242540824303 0.0635167025599292 0.0694713934249226 0.0714562903799204 0.0744336358124171 0.0903128114523994 0.134972992939849
 0.12604095664236 0.107184435569881 0.075426084289916 0.0803883266774104 0.0734411873349182 0.0585544601724348 0.0575620116949359 0.0555771147399381 0.0496224238749447 0.0426752845324525 0.0486299753974458 0.0615318056049315 0.0456526299649491 0.0535922177849403 0.0506148723524436 0.0674864964699248 0.0664940479924259 0.0605393571274326 0.0744336358124171 0.101229744704887 0.122071162732364
