FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Saturday, July 06, 2024 00:46:48 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.06
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 102639
DEA_SIDEDNESS= Both Sides
BeginData
 0.478360166154469 0.464465887469484 0.408888772729545 0.37713042144958 0.345372070169615 0.343387173214617 0.34040982778212 0.315598615844648 0.320560858232142 0.314606167367149 0.337432482349624 0.323538203664639 0.279870470654687 0.306666579547157 0.324530652142138 0.361251245809597 0.357281451899602 0.360258797332098 0.468435681379479 0.459503645081989 0.473397923766974
 0.452556505739497 0.417820809027035 0.363236142764595 0.342394724737118 0.293764749339672 0.32254575518714 0.273915779789693 0.271930882834696 0.30468168259216 0.256051707194713 0.265976191969702 0.262998846537205 0.243149876987227 0.309643924979654 0.317583512799645 0.307659028024656 0.310636373457153 0.364228591242094 0.390032251657066 0.411866118162042 0.462480990514486
 0.409881221207044 0.391024700134565 0.372168179062085 0.309643924979654 0.303689234114661 0.298726991727166 0.245134773942225 0.244142325464726 0.227270701347245 0.220323562004753 0.238187634599733 0.234217840689738 0.21436887113976 0.227270701347245 0.261013949582208 0.245134773942225 0.325523100619637 0.305674131069659 0.353311657989606 0.381100215359576 0.407896324252046
 0.378122869927079 0.352319209512107 0.31361371888965 0.314606167367149 0.284832713042181 0.237195186122234 0.216353768094758 0.19650479854478 0.212383974184762 0.182610519859796 0.194519901589782 0.16077665335482 0.201467040932274 0.201467040932274 0.20543683484227 0.264983743492203 0.264983743492203 0.294757197817171 0.361251245809597 0.37713042144958 0.41385101511704
 0.395986942522059 0.321553306709641 0.293764749339672 0.279870470654687 0.257044155672212 0.246127222419724 0.207421731797268 0.165738895742315 0.171693586607308 0.155814410967326 0.164746447264816 0.16970868965231 0.16077665335482 0.166731344219814 0.198489695499778 0.203451937887272 0.257044155672212 0.262006398059707 0.311628821934652 0.345372070169615 0.37713042144958
 0.330485343007131 0.308651476502155 0.268953537402199 0.229255598302243 0.233225392212239 0.193527453112283 0.157799307922324 0.157799307922324 0.119093817299867 0.115124023389872 0.119093817299867 0.121078714254865 0.134972992939849 0.15184461705733 0.162761550309818 0.195512350067281 0.225285804392248 0.240172531554731 0.283840264564683 0.338424930827122 0.292772300862173
 0.308651476502155 0.308651476502155 0.253074361762216 0.198489695499778 0.199482143977277 0.177648277472301 0.129018302074856 0.110161781002377 0.111154229479876 0.0863430175424038 0.075426084289916 0.0793958781999115 0.0972599507948917 0.125048508164861 0.15184461705733 0.167723792697313 0.189557659202288 0.242157428509729 0.2679610889247 0.300711888682164 0.323538203664639
 0.336440033872125 0.270938434357197 0.256051707194713 0.225285804392248 0.164746447264816 0.161769101832319 0.104207090137384 0.0873354660199027 0.0764185327674149 0.0476375269199469 0.046645078442448 0.0535922177849403 0.0615318056049315 0.0833656721099071 0.0982523992723905 0.144897477714838 0.18757276224729 0.208414180274767 0.230248046779742 0.305674131069659 0.31361371888965
 0.299719440204665 0.251089464807219 0.258036604149711 0.192535004634785 0.174670932039805 0.112146677957375 0.113139126434874 0.0575620116949359 0.027788557369969 0.0208414180274768 0.018856521072479 0.0218338665049757 0.0317583512799646 0.0575620116949359 0.0922977084073972 0.131003199029854 0.153829514012328 0.179633174427299 0.243149876987227 0.268953537402199 0.324530652142138
 0.31361371888965 0.281855367609685 0.22330090743725 0.176655828994802 0.166731344219814 0.121078714254865 0.0833656721099071 0.0416828360549536 0.0347356967124613 0.0138942786849845 0.0138942786849845 0.0138942786849845 0.0327507997574635 0.0396979390999558 0.0952750538398939 0.120086265777366 0.144897477714838 0.198489695499778 0.23223294373474 0.270938434357197 0.326515549097136
 0.293764749339672 0.2679610889247 0.22330090743725 0.189557659202288 0.139935235327344 0.113139126434874 0.0873354660199027 0.0396979390999558 0.0228263149824746 0.0178640725949801 0.00595469086499337 0.00893203629749005 0.0109169332524878 0.0347356967124613 0.0972599507948917 0.116116471867371 0.139935235327344 0.170701138129809 0.242157428509729 0.282847816087184 0.310636373457153
 0.309643924979654 0.279870470654687 0.234217840689738 0.208414180274767 0.155814410967326 0.118101368822368 0.0664940479924259 0.037713042144958 0.0218338665049757 0.0218338665049757 0.0158791756399823 0.0258036604149713 0.0218338665049757 0.0387054906224569 0.0734411873349182 0.130010750552355 0.173678483562306 0.208414180274767 0.254066810239715 0.269945985879698 0.317583512799645
 0.298726991727166 0.268953537402199 0.242157428509729 0.19650479854478 0.152837065534829 0.135965441417348 0.106191987092382 0.0545846662624392 0.0307659028024657 0.018856521072479 0.0178640725949801 0.0317583512799646 0.0327507997574635 0.0684789449474237 0.0883279144974016 0.138942786849845 0.164746447264816 0.201467040932274 0.227270701347245 0.27689312522219 0.305674131069659
 0.332470239962129 0.297734543249667 0.233225392212239 0.20543683484227 0.173678483562306 0.144897477714838 0.119093817299867 0.104207090137384 0.0605393571274326 0.0446601814874502 0.0416828360549536 0.0486299753974458 0.0545846662624392 0.0823732236324082 0.104207090137384 0.133980544462351 0.15184461705733 0.215361319617259 0.2679610889247 0.290787403907175 0.330485343007131
