FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Friday, July 05, 2024 22:52:08 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.07
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 193371
DEA_SIDEDNESS= Both Sides
BeginData
 0.699676176636725 0.64112171646429 0.610355813661823 0.579589910859357 0.551801353489388 0.559740941309379 0.520043002209423 0.53195238393941 0.464465887469484 0.463473438991985 0.507141172001937 0.475382820721972 0.523020347641919 0.514088311344429 0.563710735219375 0.54981645653439 0.607378468229327 0.619287849959314 0.644099061896786 0.6311972316893 0.674864964699252
 0.648068855806782 0.598446431931836 0.620280298436812 0.537907074804403 0.533937280894407 0.493246893316952 0.538899523281902 0.494239341794451 0.430722639234521 0.456526299649493 0.465458335946983 0.461488542036987 0.475382820721972 0.484314857019462 0.512103414389431 0.520043002209423 0.592491741066843 0.593484189544342 0.659978237536769 0.616310504526817 0.644099061896786
 0.653031098194276 0.569665426084368 0.636159474076795 0.53195238393941 0.523020347641919 0.511110965911933 0.447594263352002 0.463473438991985 0.45851119660449 0.447594263352002 0.436677330099514 0.44064712400951 0.421790602937031 0.474390372244473 0.465458335946983 0.467443232901981 0.543861765669396 0.548824008056891 0.554778698921884 0.563710735219375 0.59546908649934
 0.580582359336856 0.58653705020185 0.557756044354381 0.535922177849405 0.461488542036987 0.434692433144517 0.455533851171994 0.417820809027035 0.418813257504534 0.363236142764595 0.398964287954556 0.417820809027035 0.410873669684543 0.395986942522059 0.406903875774547 0.452556505739497 0.465458335946983 0.487292202451959 0.560733389786878 0.506148723524438 0.6311972316893
 0.557756044354381 0.52202789916442 0.544854214146895 0.469428129856978 0.444616917919506 0.425760396847026 0.393009597089562 0.373160627539584 0.32254575518714 0.348349415602112 0.373160627539584 0.318575961277144 0.354304106467105 0.411866118162042 0.411866118162042 0.42278305141453 0.489277099406957 0.496224238749449 0.50416382656944 0.527982590029414 0.608370916706826
 0.550808905011889 0.474390372244473 0.467443232901981 0.434692433144517 0.444616917919506 0.399956736432055 0.375145524494582 0.354304106467105 0.332470239962129 0.323538203664639 0.327507997574635 0.312621270412151 0.333462688439628 0.318575961277144 0.364228591242094 0.43171508771202 0.419805705982033 0.439654675532011 0.487292202451959 0.514088311344429 0.541876868714399
 0.515080759821928 0.560733389786878 0.449579160307 0.389039803179567 0.42278305141453 0.379115318404578 0.350334312557109 0.341402276259619 0.308651476502155 0.27689312522219 0.282847816087184 0.293764749339672 0.244142325464726 0.366213488197092 0.317583512799645 0.341402276259619 0.423775499892029 0.453548954216996 0.481337511586965 0.518058105254425 0.554778698921884
 0.532944832416908 0.482329960064464 0.44064712400951 0.465458335946983 0.360258797332098 0.341402276259619 0.318575961277144 0.281855367609685 0.246127222419724 0.251089464807219 0.220323562004753 0.260021501104709 0.266968640447201 0.278878022177188 0.309643924979654 0.376137972972081 0.389039803179567 0.42278305141453 0.417820809027035 0.507141172001937 0.491261996361954
 0.541876868714399 0.446601814874504 0.419805705982033 0.404918978819549 0.379115318404578 0.332470239962129 0.264983743492203 0.273915779789693 0.220323562004753 0.217346216572257 0.211391525707263 0.200474592454776 0.211391525707263 0.262006398059707 0.314606167367149 0.352319209512107 0.392017148612064 0.412858566639541 0.446601814874504 0.475382820721972 0.511110965911933
 0.539891971759401 0.449579160307 0.428737742279523 0.411866118162042 0.346364518647114 0.325523100619637 0.306666579547157 0.239180083077232 0.207421731797268 0.198489695499778 0.201467040932274 0.202459489409773 0.204444386364771 0.240172531554731 0.27689312522219 0.296742094772168 0.360258797332098 0.401941633387053 0.423775499892029 0.492254444839453 0.529967486984412
