FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Sunday, July 07, 2024 09:48:38 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.08
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 416267
DEA_SIDEDNESS= Both Sides
BeginData
 0.960690126218938 0.993440925976402 0.948780744488951 0.999395616841395 0.983516441201413 0.984508889678912 0.957712780786441 0.924961981028977 0.957712780786441 0.964659920128934 0.922977084073979 0.899158320614006 0.979546647291417 0.982523992723914 0.928931774938973 0.977561750336419 0.977561750336419 0.980539095768916 0.945803399056454 0.933894017326467 0.974584404903923
 0.9954258229314 1.00832765313888 0.969622162516428 0.979546647291417 0.933894017326467 0.941833605146459 0.94977319296645 0.933894017326467 0.915037496253988 0.941833605146459 0.964659920128934 0.912060150821491 0.942826053623958 0.965652368606433 0.950765641443949 0.921984635596481 0.945803399056454 1.01031255009388 0.983516441201413 1.01229744704888 0.974584404903923
 0.987486235111409 0.926946877983975 0.933894017326467 0.950765641443949 0.901143217569004 0.976569301858921 1.04207090137384 0.963667471651435 0.93190912037147 0.999395616841395 0.896180975181509 0.907097908433997 0.912060150821491 0.916029944731487 0.945803399056454 0.938856259713962 0.999395616841395 0.96763726556143 0.942826053623958 0.977561750336419 0.961682574696437
 0.96763726556143 0.947788296011452 1.00535030770639 0.928931774938973 0.909082805388995 0.96763726556143 0.937863811236463 0.893203629749012 0.934886465803966 0.91305259929899 0.925954429506476 0.903128114524001 0.988478683588907 0.94084115666896 0.93190912037147 0.94977319296645 0.990463580543905 0.966644817083931 1.00038806531889 0.94977319296645 0.985501338156411
 0.902135666046502 0.936871362758964 0.905113011478999 0.94977319296645 0.925954429506476 0.933894017326467 0.981531544246415 0.96763726556143 0.914045047776489 0.938856259713962 0.916029944731487 0.889233835839017 0.936871362758964 0.917022393208986 0.89518852670401 0.971607059471426 0.921984635596481 0.973591956426424 0.960690126218938 0.924961981028977 0.974584404903923
 1.01725968943637 0.98649378663391 0.933894017326467 0.919007290163984 0.907097908433997 0.954735435353945 0.882286696496524 0.905113011478999 0.88625649040652 0.912060150821491 0.942826053623958 0.933894017326467 0.885264041929021 0.955727883831443 0.927939326461474 0.919999738641483 0.929924223416472 0.963667471651435 0.912060150821491 0.934886465803966 0.997410719886398
 0.989471132066406 0.93190912037147 0.93190912037147 0.959697677741439 0.929924223416472 0.910075253866494 0.922977084073979 0.951758089921448 0.912060150821491 0.915037496253988 0.885264041929021 0.888241387361518 0.942826053623958 0.887248938884019 0.867399969334041 0.855490587604054 0.981531544246415 0.94977319296645 0.922977084073979 0.948780744488951 1.04703314376134
 0.983516441201413 0.973591956426424 0.953742986876446 0.925954429506476 0.923969532551478 0.9041205630015 0.955727883831443 0.918014841686485 0.901143217569004 0.871369763244036 0.897173423659008 0.947788296011452 0.880301799541526 0.890226284316516 0.84060386044157 0.920992187118982 0.919999738641483 0.928931774938973 0.966644817083931 0.938856259713962 0.925954429506476
 0.973591956426424 0.969622162516428 0.944810950578955 0.915037496253988 0.964659920128934 0.861445278469047 0.935878914281465 0.88625649040652 0.918014841686485 0.888241387361518 0.916029944731487 0.855490587604054 0.883279144974023 0.864422623901544 0.850528345216559 0.954735435353945 0.906105459956498 0.929924223416472 0.876332005631531 0.937863811236463 0.987486235111409
 0.938856259713962 0.985501338156411 0.926946877983975 0.947788296011452 0.907097908433997 0.935878914281465 0.891218732794014 0.852513242171557 0.874347108676533 0.892211181271513 0.903128114524001 0.836634066531574 0.91305259929899 0.883279144974023 0.94977319296645 0.893203629749012 0.862437726946546 0.923969532551478 0.937863811236463 0.962675023173936 0.932901568848969
 0.919007290163984 0.94977319296645 0.921984635596481 0.918014841686485 0.9954258229314 0.910075253866494 0.883279144974023 0.927939326461474 0.856483036081553 0.887248938884019 0.884271593451522 0.898165872136507 0.890226284316516 0.857475484559052 0.933894017326467 0.909082805388995 0.899158320614006 0.961682574696437 0.950765641443949 0.927939326461474 0.952750538398947
 0.93190912037147 0.971607059471426 0.884271593451522 0.960690126218938 0.952750538398947 0.899158320614006 0.869384866289038 0.900150769091505 0.934886465803966 0.874347108676533 0.881294248019025 0.878316902586529 0.865415072379043 0.879309351064028 0.935878914281465 0.933894017326467 0.902135666046502 0.948780744488951 0.972599507948925 0.98649378663391 0.973591956426424
 0.990463580543905 0.912060150821491 0.916029944731487 0.965652368606433 0.956720332308942 0.916029944731487 0.921984635596481 0.879309351064028 0.906105459956498 0.790981436566625 0.850528345216559 0.84060386044157 0.84953589673906 0.87732445410903 0.887248938884019 0.889233835839017 0.938856259713962 0.856483036081553 0.94084115666896 0.89518852670401 0.948780744488951
 0.941833605146459 0.983516441201413 0.976569301858921 0.883279144974023 0.933894017326467 0.923969532551478 0.9041205630015 0.929924223416472 0.921984635596481 0.917022393208986 0.86839241781154 0.879309351064028 0.884271593451522 0.828694478711583 0.899158320614006 0.953742986876446 0.957712780786441 0.953742986876446 0.93190912037147 0.961682574696437 0.926946877983975
 0.944810950578955 0.896180975181509 0.988478683588907 0.956720332308942 0.95870522926394 0.911067702343993 0.876332005631531 0.923969532551478 0.880301799541526 0.912060150821491 0.921984635596481 0.928931774938973 0.928931774938973 0.881294248019025 0.925954429506476 0.878316902586529 0.946795847533953 0.9041205630015 0.934886465803966 0.925954429506476 0.988478683588907
 0.937863811236463 0.938856259713962 1.00138051379639 0.941833605146459 0.915037496253988 0.915037496253988 0.901143217569004 0.902135666046502 0.938856259713962 0.94084115666896 0.915037496253988 0.899158320614006 0.891218732794014 0.9041205630015 1.03313886507635 0.912060150821491 0.920992187118982 0.990463580543905 0.928931774938973 0.950765641443949 0.897173423659008
 1.00138051379639 0.977561750336419 0.957712780786441 0.983516441201413 0.93190912037147 0.863430175424045 0.927939326461474 0.945803399056454 0.954735435353945 0.94977319296645 0.897173423659008 0.939848708191461 0.957712780786441 0.973591956426424 0.870377314766537 0.906105459956498 0.94977319296645 0.917022393208986 0.968629714038929 0.939848708191461 0.907097908433997
 0.981531544246415 0.960690126218938 0.977561750336419 0.982523992723914 0.929924223416472 0.954735435353945 0.985501338156411 0.937863811236463 0.947788296011452 0.983516441201413 0.905113011478999 0.935878914281465 0.928931774938973 0.915037496253988 0.964659920128934 0.950765641443949 0.95870522926394 0.919999738641483 0.956720332308942 0.999395616841395 0.977561750336419
 0.987486235111409 1.00237296227389 0.98649378663391 0.908090356911496 0.933894017326467 0.973591956426424 0.973591956426424 0.873354660199034 0.941833605146459 0.925954429506476 0.96763726556143 0.909082805388995 0.889233835839017 0.94977319296645 0.917022393208986 0.924961981028977 0.930916671893971 1.00138051379639 0.977561750336419 0.999395616841395 0.980539095768916
 1.00535030770639 0.965652368606433 0.922977084073979 0.960690126218938 0.941833605146459 0.922977084073979 0.914045047776489 0.919007290163984 0.971607059471426 0.965652368606433 0.965652368606433 0.95870522926394 0.954735435353945 0.983516441201413 0.943818502101457 0.993440925976402 0.957712780786441 0.94977319296645 1.01527479248138 0.959697677741439 1.02321438030137
 0.983516441201413 1.00832765313888 0.981531544246415 0.990463580543905 0.984508889678912 0.956720332308942 0.937863811236463 0.962675023173936 0.929924223416472 0.998403168363897 0.974584404903923 0.971607059471426 0.941833605146459 1.02619172573386 1.04008600441885 0.917022393208986 0.976569301858921 0.983516441201413 1.04107845289635 0.957712780786441 1.01527479248138

