FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Sunday, July 21, 2024 13:33:58 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.012
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 318505
DEA_SIDEDNESS= Both Sides
BeginData
 0.42839999901903 0.444399998982393 0.424399999028189 0.39999999908406 0.396799999091388 0.398799999086808 0.389999999106958 0.383599999121613 0.380399999128941 0.388799999109706 0.344799999210458 0.379199999131688 0.376799999137184 0.381999999125277 0.391999999102379 0.388399999110622 0.413999999052003 0.426399999023609 0.436399999000711 0.432399999009871 0.446399998977813
 0.423199999030937 0.422399999032769 0.403999999074901 0.385999999116118 0.36959999915367 0.383999999120697 0.351599999194887 0.351199999195803 0.363199999168325 0.338799999224197 0.361999999171073 0.325199999255338 0.340799999219617 0.36559999916283 0.359999999175653 0.349199999200383 0.372799999146343 0.381199999127109 0.416799999045592 0.421599999034601 0.455999998955831
 0.426799999022694 0.383199999122529 0.3763999991381 0.365999999161914 0.348799999201298 0.344399999211374 0.306399999298386 0.3135999992819 0.318399999270909 0.305199999301134 0.288799999338687 0.306399999298386 0.309199999291975 0.320399999266329 0.326799999251674 0.33519999923244 0.339199999223281 0.368799999155502 0.390799999105127 0.40879999906391 0.416399999046508
 0.416399999046508 0.374799999141763 0.362799999169241 0.339599999222365 0.320799999265413 0.313999999280984 0.273999999372576 0.267999999386315 0.259599999405549 0.243599999442187 0.249599999428447 0.273599999373492 0.273199999374408 0.285599999346014 0.267999999386315 0.309599999291059 0.29399999932678 0.333999999235188 0.367199999159166 0.416799999045592 0.407999999065742
 0.399599999084976 0.357599999181148 0.347599999204046 0.311599999286479 0.28319999935151 0.27439999937166 0.255599999414708 0.242799999444018 0.225999999482488 0.217599999501723 0.220799999494396 0.227199999479741 0.213999999509967 0.23599999945959 0.238799999453178 0.267599999387231 0.285999999345098 0.333599999236104 0.340399999220533 0.371199999150007 0.393999999097799
 0.384399999119781 0.359199999177484 0.337599999226944 0.286399999344182 0.271599999378071 0.248799999430279 0.226799999480656 0.212799999512715 0.198399999545689 0.196399999550269 0.193999999555764 0.190399999564008 0.186799999572251 0.221999999491648 0.247199999433943 0.256799999411961 0.270399999380819 0.299599999313957 0.343199999214121 0.367199999159166 0.407599999066658
 0.381599999126193 0.337599999226944 0.319199999269077 0.276799999366165 0.23799999945501 0.221999999491648 0.213199999511799 0.179199999589655 0.183999999578663 0.167999999615301 0.162399999628124 0.164399999623545 0.174399999600646 0.195599999552101 0.177199999594234 0.200799999540193 0.229599999474245 0.284799999347846 0.335999999230608 0.365999999161914 0.375599999139932
 0.379199999131688 0.345199999209542 0.316399999275488 0.274799999370744 0.225599999483404 0.20439999953195 0.179999999587823 0.169599999611637 0.163599999625377 0.12439999971514 0.121599999721551 0.1303999997014 0.141599999675754 0.176399999596066 0.196399999550269 0.207999999523706 0.236399999458674 0.279999999358837 0.314399999280068 0.352399999193055 0.379999999129856
 0.361999999171073 0.389999999106958 0.303599999304798 0.262399999399138 0.220799999494396 0.215199999507219 0.161599999629956 0.133199999694989 0.125999999711476 0.110399999747198 0.0987999997737606 0.121599999721551 0.124799999714224 0.147999999661099 0.158799999636368 0.194399999554848 0.226799999480656 0.258799999407381 0.287999999340519 0.355999999184812 0.375599999139932
 0.382399999124361 0.332399999238851 0.308399999293807 0.256799999411961 0.221999999491648 0.193199999557596 0.151599999652855 0.144399999669342 0.112399999742618 0.107999999752694 0.0787999998195581 0.0883999997975753 0.119199999727047 0.134399999692241 0.150399999655603 0.197599999547521 0.237199999456842 0.253999999418372 0.319999999267245 0.357999999180232 0.383999999120697
