FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Sunday, July 21, 2024 00:00:16 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.008
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 185368
DEA_SIDEDNESS= Both Sides
BeginData
 0.399599999084976 0.3587999991784 0.318799999269993 0.32639999925259 0.287199999342351 0.283599999350594 0.281599999355173 0.269999999381735 0.265999999390894 0.261199999401885 0.258399999408297 0.257599999410129 0.26359999939639 0.275599999368912 0.310399999289227 0.283599999350594 0.288799999338687 0.317199999273656 0.331199999241599 0.357199999182064 0.402799999077649
 0.346399999206794 0.295599999323116 0.277599999364333 0.251999999422952 0.240399999449514 0.238399999454094 0.225999999482488 0.194799999553932 0.203599999533782 0.185599999574999 0.196799999549353 0.209999999519126 0.190399999564008 0.200799999540193 0.199999999542025 0.213999999509967 0.232399999467833 0.239199999452262 0.257999999409213 0.284399999348762 0.350799999196719
 0.321999999262665 0.279599999359753 0.230799999471497 0.217199999502639 0.185599999574999 0.165599999620797 0.175999999596982 0.179599999588739 0.175199999598814 0.154799999645528 0.150399999655603 0.13919999968125 0.161599999629956 0.17479999959973 0.171599999607058 0.181199999585075 0.19159999956126 0.203199999534698 0.240799999448598 0.263199999397306 0.2959999993222
 0.309999999290143 0.241199999447682 0.201999999537445 0.207999999523706 0.162399999628124 0.153999999647359 0.142799999673006 0.139999999679418 0.123999999716056 0.122399999719719 0.135199999690409 0.131199999699569 0.139999999679418 0.136799999686745 0.143999999670258 0.147599999662015 0.159599999634536 0.190799999563092 0.20839999952279 0.268399999385399 0.329999999244347
 0.2959999993222 0.234399999463253 0.193199999557596 0.168799999613469 0.151199999653771 0.131999999697737 0.115199999736207 0.116399999733459 0.0995999997719287 0.104399999760937 0.109999999748114 0.107199999754526 0.111999999743534 0.107199999754526 0.120799999723383 0.129999999702316 0.145999999665678 0.181199999585075 0.198399999545689 0.253599999419288 0.307999999294723
 0.320399999266329 0.219599999497144 0.177999999592402 0.147599999662015 0.124799999714224 0.117199999731627 0.0979999997755925 0.0875999997994072 0.0847999998058188 0.0899999997939115 0.0799999998168102 0.0907999997920796 0.0887999997966593 0.0895999997948274 0.105199999759105 0.103999999761853 0.122399999719719 0.154399999646443 0.182399999582327 0.235599999460506 0.298399999316705
 0.281599999355173 0.211599999515463 0.145999999665678 0.131599999698653 0.10759999975361 0.104399999760937 0.0787999998195581 0.0807999998149783 0.0739999998305495 0.0695999998406249 0.0643999998525323 0.0775999998223059 0.0715999998360452 0.0711999998369611 0.0883999997975753 0.105599999758189 0.122799999718804 0.129999999702316 0.17479999959973 0.2231999994889 0.285599999346014
 0.280799999357005 0.22519999948432 0.171999999606142 0.134399999692241 0.103199999763685 0.0963999997792563 0.0719999998351292 0.0639999998534482 0.0515999998818427 0.0503999998845905 0.0503999998845905 0.0663999998479525 0.053999999876347 0.0679999998442887 0.0799999998168102 0.0903999997929955 0.106399999756357 0.129599999703232 0.166799999618049 0.220399999495312 0.280399999357921
 0.265199999392726 0.211199999516379 0.160399999632704 0.127999999706896 0.106799999755442 0.0931999997865839 0.0803999998158943 0.0499999998855065 0.0579999998671875 0.0427999999019936 0.04639999989375 0.0427999999019936 0.0563999998708513 0.054399999875431 0.0715999998360452 0.0907999997920796 0.112399999742618 0.135999999688577 0.153999999647359 0.197999999546605 0.26159999940097
 0.269599999382651 0.206799999526454 0.167199999617133 0.121199999722467 0.113199999740786 0.0835999998085667 0.0715999998360452 0.0547999998745151 0.0483999998891703 0.038399999912069 0.0391999999102371 0.0491999998873384 0.0535999998772629 0.054399999875431 0.0663999998479525 0.0883999997975753 0.0999999997710127 0.127599999707812 0.150399999655603 0.212799999512715 0.25479999941654
