FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Saturday, July 20, 2024 14:47:05 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.02
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 255319
DEA_SIDEDNESS= Both Sides
BeginData
 0.41759999904376 0.3763999991381 0.354399999188476 0.341999999216869 0.322799999260833 0.319199999269077 0.316799999274572 0.313999999280984 0.321599999263581 0.316399999275488 0.287599999341435 0.308799999292891 0.318799999269993 0.303999999303882 0.318399999270909 0.31759999927274 0.325999999253506 0.348399999202214 0.371199999150007 0.364399999165577 0.383999999120697
 0.39599999909322 0.360399999174737 0.331199999241599 0.307999999294723 0.292799999329528 0.282399999353342 0.277599999364333 0.269999999381735 0.275999999367996 0.286799999343266 0.269599999382651 0.268799999384483 0.292799999329528 0.288399999339603 0.287199999342351 0.279999999358837 0.27639999936708 0.30679999929747 0.329599999245263 0.337999999226028 0.36959999915367
 0.371999999148175 0.31759999927274 0.303199999305714 0.266399999389978 0.249999999427531 0.242399999444934 0.25279999942112 0.252399999422036 0.246399999435775 0.238399999454094 0.239599999451346 0.245599999437607 0.234399999463253 0.245199999438523 0.236799999457758 0.243599999442187 0.259599999405549 0.275599999368912 0.29399999932678 0.327199999250758 0.340399999220533
 0.325999999253506 0.304399999302966 0.267599999387231 0.245599999437607 0.217999999500807 0.21039999951821 0.20839999952279 0.212399999513631 0.207999999523706 0.215599999506303 0.220799999494396 0.229199999475161 0.231599999469665 0.217199999502639 0.198399999545689 0.192399999559428 0.223999999487068 0.26159999940097 0.249999999427531 0.296799999320368 0.345199999209542
 0.34399999921229 0.288399999339603 0.259599999405549 0.207599999524622 0.201999999537445 0.169599999611637 0.185999999574083 0.166799999618049 0.175999999596982 0.173999999601562 0.173599999602478 0.17679999959515 0.182799999581411 0.180399999586907 0.179599999588739 0.185599999574999 0.195599999552101 0.230799999471497 0.242399999444934 0.286799999343266 0.311599999286479
 0.33719999922786 0.288799999338687 0.240799999448598 0.213999999509967 0.175199999598814 0.143999999670258 0.138399999683081 0.151199999653771 0.153199999649191 0.159199999635452 0.157199999640032 0.170399999609805 0.155599999643696 0.144799999668426 0.145599999666594 0.146399999664762 0.167599999616217 0.216799999503555 0.247999999432111 0.275599999368912 0.311599999286479
 0.324799999256254 0.286399999344182 0.231199999470581 0.201999999537445 0.173999999601562 0.133199999694989 0.138399999683081 0.129599999703232 0.136399999687661 0.134399999692241 0.12639999971056 0.157599999639116 0.133999999693157 0.130799999700485 0.1303999997014 0.139599999680334 0.158399999637284 0.211999999514547 0.251999999422952 0.271599999378071 0.322399999261749
 0.31559999927732 0.27639999936708 0.243199999443102 0.215599999506303 0.179599999588739 0.145999999665678 0.136799999686745 0.115999999734375 0.130799999700485 0.12639999971056 0.149599999657435 0.137199999685829 0.131999999697737 0.113999999738954 0.12839999970598 0.149999999656519 0.179999999587823 0.211999999514547 0.255599999414708 0.269199999383567 0.299599999313957
 0.323199999259917 0.289999999335939 0.241599999446766 0.212399999513631 0.166399999618965 0.15599999964278 0.155199999644612 0.146399999664762 0.160399999632704 0.169999999610721 0.168799999613469 0.17279999960431 0.154799999645528 0.137599999684913 0.14519999966751 0.14519999966751 0.167999999615301 0.217199999502639 0.236799999457758 0.253599999419288 0.296799999320368
 0.320799999265413 0.278799999361585 0.256799999411961 0.211999999514547 0.178399999591486 0.164399999623545 0.158399999637284 0.123999999716056 0.165599999620797 0.169199999612553 0.184399999577747 0.179999999587823 0.175599999597898 0.122799999718804 0.142399999673922 0.15999999963362 0.179199999589655 0.211599999515463 0.236799999457758 0.263999999395474 0.300799999311209
 0.311199999287395 0.278799999361585 0.254399999417456 0.224799999485236 0.196799999549353 0.151599999652855 0.140399999678502 0.164799999622629 0.172399999605226 0.17879999959057 0.180399999586907 0.183199999580495 0.166399999618965 0.135199999690409 0.147999999661099 0.156799999640948 0.167199999617133 0.203199999534698 0.244799999439439 0.277599999364333 0.313199999282816
 0.342799999215037 0.279999999358837 0.238799999453178 0.20439999953195 0.169199999612553 0.148399999660183 0.147999999661099 0.131199999699569 0.174399999600646 0.187199999571336 0.179999999587823 0.181999999583243 0.185599999574999 0.132399999696821 0.144799999668426 0.14519999966751 0.181599999584159 0.209199999520958 0.237199999456842 0.261199999401885 0.323999999258086
 0.313199999282816 0.301199999310293 0.258799999407381 0.196799999549353 0.19359999955668 0.157199999640032 0.144399999669342 0.142399999673922 0.165199999621713 0.168799999613469 0.176399999596066 0.160799999631788 0.160799999631788 0.123999999716056 0.138799999682166 0.152799999650107 0.185599999574999 0.216799999503555 0.231999999468749 0.275199999369828 0.318399999270909
 0.299999999313041 0.266799999389063 0.232799999466917 0.21039999951821 0.169199999612553 0.162799999627209 0.13919999968125 0.12439999971514 0.128799999705064 0.135999999688577 0.141599999675754 0.135599999689493 0.121199999722467 0.133999999693157 0.131999999697737 0.150799999654687 0.171599999607058 0.207199999525538 0.253999999418372 0.27439999937166 0.317199999273656
 0.319599999268161 0.291199999333191 0.239199999452262 0.221599999492564 0.158399999637284 0.136799999686745 0.149999999656519 0.127999999706896 0.129599999703232 0.128799999705064 0.150399999655603 0.138799999682166 0.141599999675754 0.144799999668426 0.125999999711476 0.144799999668426 0.177999999592402 0.194399999554848 0.246799999434859 0.291599999332275 0.318399999270909
 0.299999999313041 0.286799999343266 0.254399999417456 0.201599999538361 0.171599999607058 0.146399999664762 0.133999999693157 0.139599999680334 0.149599999657435 0.171999999606142 0.164399999623545 0.153199999649191 0.169199999612553 0.144799999668426 0.150799999654687 0.150799999654687 0.164399999623545 0.224399999486152 0.236799999457758 0.300799999311209 0.30679999929747
