FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Sunday, July 21, 2024 04:06:07 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.004
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 181994
DEA_SIDEDNESS= Both Sides
BeginData
 0.405199999072153 0.379199999131688 0.291199999333191 0.303199999305714 0.287599999341435 0.27639999936708 0.26559999939181 0.243599999442187 0.249999999427531 0.234399999463253 0.226799999480656 0.23999999945043 0.23999999945043 0.251599999423868 0.263999999395474 0.278799999361585 0.295199999324032 0.313999999280984 0.314799999279152 0.358399999179316 0.360799999173821
 0.337599999226944 0.317199999273656 0.27439999937166 0.249599999428447 0.208799999521874 0.219999999496228 0.204799999531034 0.190399999564008 0.194399999554848 0.183199999580495 0.163999999624461 0.171999999606142 0.166399999618965 0.175999999596982 0.205199999530118 0.218399999499891 0.227199999479741 0.249999999427531 0.275199999369828 0.299199999314873 0.331999999239767
 0.308399999293807 0.26159999940097 0.24199999944585 0.206799999526454 0.194399999554848 0.185999999574083 0.17079999960889 0.165999999619881 0.144799999668426 0.131599999698653 0.117599999730711 0.133999999693157 0.163999999624461 0.15999999963362 0.160399999632704 0.180799999585991 0.191199999562176 0.214399999509051 0.238399999454094 0.254399999417456 0.309999999290143
 0.3135999992819 0.245999999436691 0.207599999524622 0.196399999550269 0.197199999548437 0.161599999629956 0.14519999966751 0.155199999644612 0.127199999708728 0.112799999741702 0.121599999721551 0.148799999659267 0.119199999727047 0.129599999703232 0.162799999627209 0.149999999656519 0.174399999600646 0.185999999574083 0.216399999504471 0.251199999424784 0.311599999286479
 0.295199999324032 0.230799999471497 0.198399999545689 0.199199999543857 0.146799999663847 0.141999999674838 0.123599999716972 0.124799999714224 0.107999999752694 0.102799999764601 0.104399999760937 0.0983999997746765 0.12639999971056 0.110799999746282 0.131599999698653 0.14319999967209 0.146799999663847 0.186799999572251 0.199599999542941 0.247199999433943 0.303999999303882
 0.280799999357005 0.207199999525538 0.197999999546605 0.153599999648275 0.127199999708728 0.12639999971056 0.119599999726131 0.102799999764601 0.0911999997911636 0.0791999998186421 0.0735999998314654 0.0847999998058188 0.0975999997765084 0.0983999997746765 0.127999999706896 0.124799999714224 0.132399999696821 0.163599999625377 0.192799999558512 0.21919999949806 0.26359999939639
 0.267599999387231 0.215599999506303 0.157599999639116 0.135599999689493 0.123599999716972 0.120399999724299 0.0975999997765084 0.0963999997792563 0.07799999982139 0.0723999998342133 0.0639999998534482 0.0811999998140624 0.0719999998351292 0.0891999997957434 0.101999999766433 0.120799999723383 0.119599999726131 0.146399999664762 0.168399999614385 0.205999999528286 0.257599999410129
 0.255199999415624 0.19359999955668 0.1579999996382 0.133999999693157 0.126799999709644 0.103199999763685 0.0807999998149783 0.0759999998259697 0.0611999998598599 0.0595999998635237 0.0531999998781789 0.0583999998662715 0.0671999998461206 0.0799999998168102 0.0819999998122305 0.0983999997746765 0.119999999725215 0.134399999692241 0.168399999614385 0.184799999576831 0.253599999419288
 0.25479999941654 0.189999999564924 0.146399999664762 0.121199999722467 0.100399999770097 0.0839999998076507 0.0835999998085667 0.0515999998818427 0.0563999998708513 0.0519999998809267 0.0479999998900862 0.0451999998964979 0.0479999998900862 0.0531999998781789 0.0727999998332973 0.0803999998158943 0.105599999758189 0.132399999696821 0.143999999670258 0.180399999586907 0.259599999405549
 0.235199999461422 0.177999999592402 0.134399999692241 0.118799999727963 0.111199999745366 0.0839999998076507 0.0743999998296335 0.053999999876347 0.0491999998873384 0.0371999999148169 0.0415999999047414 0.0479999998900862 0.0487999998882543 0.0627999998561961 0.0711999998369611 0.0843999998067348 0.117199999731627 0.114399999738038 0.140399999678502 0.171199999607974 0.23799999945501
