FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Sunday, July 21, 2024 08:48:07 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.004
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 243166
DEA_SIDEDNESS= Both Sides
BeginData
 0.4391999989943 0.398799999086808 0.386399999115202 0.369199999154586 0.369199999154586 0.390799999105127 0.332399999238851 0.333199999237019 0.355599999185728 0.326799999251674 0.331999999239767 0.339199999223281 0.350799999196719 0.341199999218701 0.341599999217785 0.357999999180232 0.375199999140848 0.390799999105127 0.396799999091388 0.417199999044676 0.448799998972318
 0.389599999107874 0.358399999179316 0.346399999206794 0.328799999247095 0.294399999325864 0.270799999379903 0.283999999349678 0.28319999935151 0.258799999407381 0.275599999368912 0.264799999393642 0.250399999426615 0.274799999370744 0.28519999934693 0.283999999349678 0.25479999941654 0.337999999226028 0.323999999258086 0.33519999923244 0.361199999172905 0.411999999056583
 0.403999999074901 0.340799999219617 0.313199999282816 0.279199999360669 0.279999999358837 0.243999999441271 0.221999999491648 0.227999999477909 0.222799999489816 0.215999999505387 0.209999999519126 0.197599999547521 0.205999999528286 0.205199999530118 0.233199999466001 0.240799999448598 0.256799999411961 0.267999999386315 0.329599999245263 0.33719999922786 0.384399999119781
 0.382399999124361 0.303999999303882 0.291999999331359 0.261999999400054 0.233999999464169 0.213999999509967 0.195999999551185 0.179999999587823 0.180399999586907 0.170399999609805 0.15599999964278 0.174399999600646 0.17279999960431 0.179599999588739 0.190799999563092 0.211199999516379 0.228799999476077 0.235199999461422 0.269999999381735 0.302399999307545 0.366399999160998
 0.351999999193971 0.298799999315789 0.289199999337771 0.229199999475161 0.216799999503555 0.189199999566756 0.169199999612553 0.164399999623545 0.147199999662931 0.143999999670258 0.137999999683997 0.137999999683997 0.131599999698653 0.160399999632704 0.171199999607974 0.183999999578663 0.195999999551185 0.221999999491648 0.272799999375324 0.311599999286479 0.366399999160998
 0.389999999106958 0.298799999315789 0.233599999465085 0.215199999507219 0.191999999560344 0.1579999996382 0.153199999649191 0.136399999687661 0.119199999727047 0.11359999973987 0.113999999738954 0.112399999742618 0.114399999738038 0.138799999682166 0.165599999620797 0.177999999592402 0.183599999579579 0.218799999498975 0.255199999415624 0.296799999320368 0.350399999197635
 0.351999999193971 0.26359999939639 0.218799999498975 0.20639999952737 0.167599999616217 0.154399999646443 0.121999999720635 0.127999999706896 0.10759999975361 0.0963999997792563 0.0787999998195581 0.100399999770097 0.104799999760021 0.119599999726131 0.138399999683081 0.153199999649191 0.17679999959515 0.20439999953195 0.224799999485236 0.292799999329528 0.359199999177484
 0.340799999219617 0.251999999422952 0.22519999948432 0.178399999591486 0.168799999613469 0.12839999970598 0.130799999700485 0.10759999975361 0.0803999998158943 0.0675999998452047 0.0715999998360452 0.070399999838793 0.0839999998076507 0.120799999723383 0.121999999720635 0.147199999662931 0.155599999643696 0.195599999552101 0.223999999487068 0.277199999365249 0.351599999194887
 0.353999999189391 0.293599999327696 0.214799999508135 0.175199999598814 0.14119999967667 0.122799999718804 0.0979999997755925 0.0855999998039869 0.0731999998323814 0.054399999875431 0.0511999998827586 0.0607999998607758 0.0563999998708513 0.0815999998131464 0.103199999763685 0.117599999730711 0.148399999660183 0.155599999643696 0.207999999523706 0.278799999361585 0.352399999193055
 0.329999999244347 0.267199999388147 0.2231999994889 0.156799999640948 0.126799999709644 0.123999999716056 0.0963999997792563 0.0639999998534482 0.0631999998552801 0.0507999998836746 0.037999999912985 0.0483999998891703 0.0611999998598599 0.0787999998195581 0.094399999783836 0.110799999746282 0.141999999674838 0.169599999611637 0.209999999519126 0.270799999379903 0.33719999922786
