FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Saturday, July 20, 2024 19:31:22 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.012
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 200965
DEA_SIDEDNESS= Both Sides
BeginData
 0.398799999086808 0.359999999175653 0.331199999241599 0.315199999278236 0.303199999305714 0.288799999338687 0.299999999313041 0.286399999344182 0.29399999932678 0.271199999378987 0.28519999934693 0.319199999269077 0.287599999341435 0.28519999934693 0.307599999295638 0.297599999318537 0.30679999929747 0.309999999290143 0.332399999238851 0.360399999174737 0.373199999145427
 0.369999999152755 0.307999999294723 0.284399999348762 0.267199999388147 0.250399999426615 0.264799999393642 0.246799999434859 0.234399999463253 0.250399999426615 0.220399999495312 0.223999999487068 0.225999999482488 0.239199999452262 0.231999999468749 0.249199999429363 0.247599999433027 0.23799999945501 0.26159999940097 0.273199999374408 0.310399999289227 0.335599999231524
 0.330399999243431 0.281999999354258 0.230399999472413 0.229599999474245 0.200799999540193 0.200399999541109 0.183199999580495 0.189999999564924 0.180799999585991 0.171199999607974 0.181599999584159 0.188799999567672 0.185999999574083 0.203199999534698 0.188799999567672 0.200399999541109 0.211599999515463 0.231999999468749 0.228399999476993 0.28519999934693 0.317999999271824
 0.307599999295638 0.263199999397306 0.211599999515463 0.195599999552101 0.163199999626293 0.149199999658351 0.148799999659267 0.144399999669342 0.146399999664762 0.167599999616217 0.151599999652855 0.151999999651939 0.161199999630872 0.149999999656519 0.154399999646443 0.171999999606142 0.1579999996382 0.190399999564008 0.218399999499891 0.27639999936708 0.337999999226028
 0.27639999936708 0.256399999412877 0.19359999955668 0.166399999618965 0.144799999668426 0.12839999970598 0.118399999728879 0.126799999709644 0.117999999729795 0.116399999733459 0.117599999730711 0.121999999720635 0.129599999703232 0.112399999742618 0.117999999729795 0.123599999716972 0.12839999970598 0.183999999578663 0.227599999478825 0.266399999389978 0.314399999280068
 0.303199999305714 0.251999999422952 0.180399999586907 0.153999999647359 0.137999999683997 0.12439999971514 0.100799999769181 0.0995999997719287 0.0971999997774244 0.103599999762769 0.0931999997865839 0.0907999997920796 0.100399999770097 0.0923999997884158 0.100399999770097 0.107999999752694 0.131599999698653 0.149199999658351 0.217999999500807 0.237599999455926 0.305999999299302
 0.289999999335939 0.250799999425699 0.193199999557596 0.151599999652855 0.119599999726131 0.101999999766433 0.0835999998085667 0.0807999998149783 0.0803999998158943 0.0795999998177262 0.0667999998470366 0.0831999998094826 0.0791999998186421 0.0771999998232219 0.0787999998195581 0.100799999769181 0.128799999705064 0.159599999634536 0.184799999576831 0.258799999407381 0.266399999389978
 0.279599999359753 0.243599999442187 0.191999999560344 0.137199999685829 0.123199999717888 0.0923999997884158 0.0819999998122305 0.0663999998479525 0.0587999998653556 0.0683999998433728 0.0727999998332973 0.0707999998378771 0.0599999998626077 0.0659999998488685 0.0891999997957434 0.0951999997820041 0.105999999757273 0.155199999644612 0.216799999503555 0.245599999437607 0.274799999370744
 0.273999999372576 0.23599999945959 0.182399999582327 0.136399999687661 0.118799999727963 0.0931999997865839 0.0803999998158943 0.0691999998415409 0.053999999876347 0.0575999998681034 0.0635999998543642 0.0547999998745151 0.0547999998745151 0.062399999857112 0.0687999998424568 0.0995999997719287 0.118399999728879 0.163599999625377 0.17079999960889 0.22519999948432 0.294399999325864
 0.291999999331359 0.23599999945959 0.203999999532866 0.139599999680334 0.134799999691325 0.102399999765517 0.0879999997984912 0.0631999998552801 0.0611999998598599 0.0531999998781789 0.0643999998525323 0.0667999998470366 0.0595999998635237 0.0695999998406249 0.070399999838793 0.0979999997755925 0.123999999716056 0.162799999627209 0.179199999589655 0.244799999439439 0.27239999937624
