FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Sunday, July 21, 2024 17:38:19 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.016
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.0525
A_AXIS_MAX= 0.0525
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.0525
B_AXIS_MAX= 0.0525
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 352502
DEA_SIDEDNESS= Both Sides
BeginData
 0.459999998946672 0.435599999002543 0.41759999904376 0.412799999054751 0.421999999033685 0.409999999061162 0.400799999082229 0.398799999086808 0.385599999117034 0.392799999100547 0.372399999147259 0.379999999129856 0.404799999073069 0.408399999064826 0.409999999061162 0.393199999099631 0.419199999040096 0.437599998997964 0.425599999025441 0.455999998955831 0.457599998952168
 0.449599998970486 0.423199999030937 0.407999999065742 0.405599999071237 0.392399999101463 0.395599999094136 0.362799999169241 0.373199999145427 0.370399999151839 0.361999999171073 0.363599999167409 0.371199999150007 0.355999999184812 0.375999999139016 0.409599999062078 0.406399999069406 0.423199999030937 0.404399999073985 0.418799999041012 0.425199999026357 0.444399998982393
 0.435599999002543 0.414799999050171 0.39999999908406 0.393999999097799 0.380799999128025 0.346399999206794 0.342799999215037 0.357199999182064 0.361599999171989 0.338399999225112 0.335999999230608 0.341599999217785 0.322399999261749 0.353599999190307 0.353999999189391 0.363999999166493 0.375199999140848 0.382799999123445 0.407199999067574 0.4391999989943 0.439599998993384
 0.402399999078565 0.384799999118865 0.399199999085892 0.379199999131688 0.365999999161914 0.311199999287395 0.320399999266329 0.31559999927732 0.296399999321284 0.291199999333191 0.311999999285563 0.299599999313957 0.298799999315789 0.314799999279152 0.309599999291059 0.335999999230608 0.367999999157334 0.360399999174737 0.379199999131688 0.413199999053835 0.405999999070322
 0.390399999106043 0.400399999083144 0.36959999915367 0.373999999143595 0.301199999310293 0.314799999279152 0.267199999388147 0.275599999368912 0.264399999394558 0.273199999374408 0.266399999389978 0.26559999939181 0.265999999390894 0.278799999361585 0.285599999346014 0.303199999305714 0.325599999254422 0.3587999991784 0.392399999101463 0.391999999102379 0.422799999031853
 0.41959999903918 0.380399999128941 0.362399999170157 0.315999999276404 0.310399999289227 0.289999999335939 0.248799999430279 0.263199999397306 0.244399999440355 0.235199999461422 0.230799999471497 0.224799999485236 0.248399999431195 0.261199999401885 0.272799999375324 0.277599999364333 0.309599999291059 0.330799999242515 0.379199999131688 0.381999999125277 0.391199999104211
 0.403199999076733 0.380399999128941 0.327999999248926 0.326799999251674 0.30679999929747 0.289999999335939 0.250399999426615 0.231999999468749 0.218399999499891 0.220399999495312 0.200399999541109 0.205599999529202 0.216799999503555 0.215599999506303 0.255999999413792 0.25279999942112 0.283599999350594 0.323999999258086 0.353999999189391 0.377199999136268 0.383599999121613
 0.382399999124361 0.377199999136268 0.331599999240683 0.308399999293807 0.288399999339603 0.250799999425699 0.214799999508135 0.215599999506303 0.211599999515463 0.186799999572251 0.174399999600646 0.182799999581411 0.194799999553932 0.204799999531034 0.236799999457758 0.23599999945959 0.272799999375324 0.311999999285563 0.347599999204046 0.364399999165577 0.39599999909322
 0.38919999910879 0.351199999195803 0.368799999155502 0.30279999930663 0.270399999380819 0.224799999485236 0.215599999506303 0.181199999585075 0.166799999618049 0.161199999630872 0.171999999606142 0.174399999600646 0.188799999567672 0.200399999541109 0.216399999504471 0.243599999442187 0.279599999359753 0.299999999313041 0.32639999925259 0.380399999128941 0.387999999111538
 0.404799999073069 0.357599999181148 0.343599999213205 0.269599999382651 0.253599999419288 0.240399999449514 0.207599999524622 0.196799999549353 0.159599999634536 0.153199999649191 0.140799999677586 0.13919999968125 0.1579999996382 0.175599999597898 0.195999999551185 0.229999999473329 0.271199999378987 0.296799999320368 0.353999999189391 0.377199999136268 0.38719999911337
 0.375999999139016 0.361199999172905 0.325599999254422 0.311999999285563 0.274799999370744 0.23799999945501 0.226799999480656 0.175199999598814 0.1579999996382 0.153599999648275 0.138799999682166 0.154399999646443 0.162799999627209 0.195599999552101 0.205999999528286 0.223999999487068 0.259599999405549 0.279599999359753 0.347599999204046 0.37839999913352 0.386399999115202
 0.40679999906849 0.3763999991381 0.333599999236104 0.281599999355173 0.247599999433027 0.232799999466917 0.200799999540193 0.198799999544773 0.177599999593318 0.145999999665678 0.150799999654687 0.151599999652855 0.169999999610721 0.183599999579579 0.217199999502639 0.219599999497144 0.249999999427531 0.28519999934693 0.316799999274572 0.362399999170157 0.377199999136268
 0.381599999126193 0.341599999217785 0.339999999221449 0.296399999321284 0.278799999361585 0.236399999458674 0.229999999473329 0.200399999541109 0.196399999550269 0.176399999596066 0.171999999606142 0.161599999629956 0.188799999567672 0.196399999550269 0.214399999509051 0.236799999457758 0.290799999334107 0.30279999930663 0.359599999176569 0.365999999161914 0.39599999909322
 0.375599999139932 0.3763999991381 0.350399999197635 0.30479999930205 0.273599999373492 0.246799999434859 0.231599999469665 0.203199999534698 0.200799999540193 0.183199999580495 0.18959999956584 0.186799999572251 0.202399999536529 0.194399999554848 0.244799999439439 0.255999999413792 0.282399999353342 0.295599999323116 0.340399999220533 0.361199999172905 0.418399999041928
 0.425599999025441 0.396399999092304 0.352399999193055 0.292799999329528 0.286799999343266 0.291999999331359 0.235199999461422 0.235599999460506 0.221999999491648 0.213999999509967 0.19359999955668 0.20839999952279 0.22519999948432 0.23599999945959 0.243599999442187 0.262399999399138 0.298399999316705 0.325199999255338 0.355599999185728 0.369199999154586 0.405199999072153
 0.423999999029105 0.38719999911337 0.356399999183896 0.333999999235188 0.302399999307545 0.279199999360669 0.269599999382651 0.257599999410129 0.247599999433027 0.225999999482488 0.232399999467833 0.237199999456842 0.248799999430279 0.244799999439439 0.263999999395474 0.283599999350594 0.279599999359753 0.319999999267245 0.360399999174737 0.365999999161914 0.391999999102379
 0.409599999062078 0.393999999097799 0.363999999166493 0.344799999210458 0.336399999229692 0.307199999296554 0.289199999337771 0.264399999394558 0.264799999393642 0.26559999939181 0.260799999402801 0.263199999397306 0.258399999408297 0.279599999359753 0.286799999343266 0.311999999285563 0.312799999283731 0.329599999245263 0.377199999136268 0.401599999080397 0.423599999030021
 0.41079999905933 0.406399999069406 0.405599999071237 0.383199999122529 0.333199999237019 0.329599999245263 0.329599999245263 0.295199999324032 0.314399999280068 0.300799999311209 0.310799999288311 0.303199999305714 0.30679999929747 0.328799999247095 0.303999999303882 0.315199999278236 0.340399999220533 0.373999999143595 0.39799999908864 0.421199999035516 0.414799999050171
 0.438799998995216 0.412799999054751 0.405199999072153 0.405599999071237 0.367199999159166 0.352399999193055 0.333999999235188 0.334799999233356 0.331999999239767 0.34399999921229 0.328799999247095 0.348399999202214 0.365999999161914 0.381999999125277 0.337599999226944 0.370799999150923 0.364799999164662 0.381999999125277 0.403599999075817 0.423199999030937 0.432399999009871
 0.437599998997964 0.421599999034601 0.429999999015366 0.413199999053835 0.390399999106043 0.375199999140848 0.392799999100547 0.385999999116118 0.360799999173821 0.394399999096883 0.352799999192139 0.337999999226028 0.351999999193971 0.370799999150923 0.383199999122529 0.403199999076733 0.395199999095051 0.414399999051087 0.437599998997964 0.393599999098715 0.444799998981477
 0.459199998948504 0.441599998988804 0.426799999022694 0.399599999084976 0.419999999038264 0.405599999071237 0.381599999126193 0.394799999095967 0.407199999067574 0.385599999117034 0.368799999155502 0.395599999094136 0.400799999082229 0.379999999129856 0.392399999101463 0.402799999077649 0.402799999077649 0.425199999026357 0.418799999041012 0.447599998975066 0.436399999000711

