FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, June 26, 2024 10:20:27 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.08
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.1
A_AXIS_MAX= 0.1
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.1
B_AXIS_MAX= 0.1
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 40626
DEA_SIDEDNESS= Both Sides
BeginData
 0.19073250004765 0.184117500045998 0.155452500038836 0.142222500035531 0.170887500042692 0.140017500034981 0.115762500028921 0.128992500032226 0.127890000031951 0.109147500027268 0.124582500031125 0.116865000029196 0.112455000028095 0.114660000028646 0.144427500036082 0.162067500040489 0.131197500032777 0.159862500039938 0.153247500038286 0.156555000039112 0.174195000043519
 0.165375000041315 0.162067500040489 0.163170000040764 0.114660000028646 0.163170000040764 0.119070000029747 0.126787500031675 0.1256850000314 0.140017500034981 0.115762500028921 0.117967500029472 0.104737500026167 0.143325000035807 0.132300000033053 0.11355750002837 0.121275000030298 0.147735000036908 0.16427250004104 0.153247500038286 0.154350000038561 0.160965000040214
 0.146632500036633 0.151042500037735 0.130095000032502 0.13781250003443 0.136710000034154 0.117967500029472 0.111352500027819 0.105840000026442 0.108045000026993 0.0992250000247895 0.122377500030574 0.0992250000247895 0.10143000002534 0.0926100000231368 0.098122500024514 0.117967500029472 0.119070000029747 0.148837500037184 0.138915000034705 0.13781250003443 0.168682500042142
 0.173092500043243 0.149940000037459 0.134505000033603 0.138915000034705 0.127890000031951 0.0859950000214842 0.115762500028921 0.108045000026993 0.0793800000198316 0.0771750000192807 0.0859950000214842 0.098122500024514 0.0848925000212088 0.103635000025891 0.098122500024514 0.0992250000247895 0.123480000030849 0.131197500032777 0.102532500025616 0.130095000032502 0.147735000036908
 0.15214500003801 0.120172500030023 0.157657500039387 0.121275000030298 0.104737500026167 0.0948150000236877 0.0826875000206579 0.122377500030574 0.0595350000148737 0.0650475000162509 0.0771750000192807 0.0826875000206579 0.0937125000234123 0.0694575000173526 0.0915075000228614 0.0893025000223105 0.123480000030849 0.112455000028095 0.144427500036082 0.130095000032502 0.146632500036633
 0.142222500035531 0.144427500036082 0.0882000000220351 0.132300000033053 0.0793800000198316 0.0870975000217596 0.0639450000159754 0.0650475000162509 0.0771750000192807 0.052920000013221 0.0650475000162509 0.0540225000134965 0.0760725000190052 0.0617400000154245 0.0749700000187298 0.0915075000228614 0.109147500027268 0.100327500025065 0.119070000029747 0.131197500032777 0.142222500035531
 0.11355750002837 0.142222500035531 0.126787500031675 0.111352500027819 0.0738675000184544 0.0760725000190052 0.0760725000190052 0.0749700000187298 0.0628425000157 0.0573300000143228 0.0507150000126702 0.0463050000115684 0.052920000013221 0.0782775000195561 0.0628425000157 0.0793800000198316 0.080482500020107 0.111352500027819 0.115762500028921 0.114660000028646 0.146632500036633
 0.120172500030023 0.112455000028095 0.114660000028646 0.109147500027268 0.0904050000225859 0.0771750000192807 0.0694575000173526 0.0595350000148737 0.0429975000107421 0.0341775000085386 0.0341775000085386 0.0363825000090894 0.0407925000101912 0.0496125000123947 0.0683550000170772 0.0595350000148737 0.0893025000223105 0.0837900000209333 0.104737500026167 0.121275000030298 0.140017500034981
 0.138915000034705 0.100327500025065 0.104737500026167 0.0837900000209333 0.0650475000162509 0.0540225000134965 0.0573300000143228 0.0275625000068859 0.0297675000074368 0.0330750000082631 0.0341775000085386 0.0231525000057842 0.035280000008814 0.0374850000093649 0.0518175000129456 0.070560000017628 0.0859950000214842 0.0771750000192807 0.108045000026993 0.157657500039387 0.123480000030849
 0.140017500034981 0.109147500027268 0.110250000027544 0.0937125000234123 0.080482500020107 0.0683550000170772 0.0562275000140473 0.0363825000090894 0.0441000000110175 0.0264600000066105 0.0253575000063351 0.0242550000060596 0.0264600000066105 0.035280000008814 0.0496125000123947 0.0727650000181789 0.0893025000223105 0.0959175000239631 0.105840000026442 0.126787500031675 0.145530000036358
