FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Monday, July 01, 2024 07:02:39 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.04
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 59863
DEA_SIDEDNESS= Both Sides
BeginData
 0.154821962489827 0.180625622904798 0.188565210724789 0.1786407259498 0.19650479854478 0.181618071382297 0.154821962489827 0.154821962489827 0.141920132282342 0.161769101832319 0.150852168579832 0.150852168579832 0.170701138129809 0.158791756399823 0.156806859444825 0.141920132282342 0.170701138129809 0.204444386364771 0.163753998787317 0.191542556157286 0.18757276224729
 0.186580313769791 0.167723792697313 0.189557659202288 0.156806859444825 0.137950338372346 0.162761550309818 0.135965441417348 0.131003199029854 0.12604095664236 0.146882374669836 0.120086265777366 0.164746447264816 0.134972992939849 0.152837065534829 0.167723792697313 0.138942786849845 0.139935235327344 0.192535004634785 0.182610519859796 0.192535004634785 0.190550107679787
 0.171693586607308 0.162761550309818 0.146882374669836 0.156806859444825 0.149859720102333 0.139935235327344 0.158791756399823 0.142912580759841 0.122071162732364 0.156806859444825 0.132988095984852 0.152837065534829 0.154821962489827 0.134972992939849 0.161769101832319 0.159784204877322 0.16970868965231 0.167723792697313 0.166731344219814 0.171693586607308 0.183602968337295
 0.180625622904798 0.1786407259498 0.166731344219814 0.1786407259498 0.136957889894847 0.129018302074856 0.132988095984852 0.134972992939849 0.134972992939849 0.130010750552355 0.119093817299867 0.140927683804843 0.138942786849845 0.130010750552355 0.121078714254865 0.141920132282342 0.168716241174811 0.177648277472301 0.148867271624834 0.163753998787317 0.165738895742315
 0.171693586607308 0.182610519859796 0.147874823147335 0.137950338372346 0.139935235327344 0.147874823147335 0.127033405119858 0.130010750552355 0.104207090137384 0.122071162732364 0.116116471867371 0.12604095664236 0.109169332524878 0.123063611209863 0.120086265777366 0.124056059687362 0.158791756399823 0.143905029237339 0.159784204877322 0.165738895742315 0.165738895742315
 0.180625622904798 0.138942786849845 0.145889926192337 0.149859720102333 0.131003199029854 0.131003199029854 0.119093817299867 0.0972599507948917 0.0972599507948917 0.101229744704887 0.107184435569881 0.114131574912373 0.0873354660199027 0.0932901568848961 0.119093817299867 0.133980544462351 0.119093817299867 0.131003199029854 0.141920132282342 0.154821962489827 0.158791756399823
 0.167723792697313 0.165738895742315 0.161769101832319 0.16077665335482 0.123063611209863 0.11710892034487 0.0992448477498894 0.106191987092382 0.100237296227388 0.0962675023173928 0.0863430175424038 0.0724487388574193 0.0793958781999115 0.0962675023173928 0.101229744704887 0.0992448477498894 0.130010750552355 0.131995647507353 0.145889926192337 0.155814410967326 0.182610519859796
 0.16077665335482 0.166731344219814 0.138942786849845 0.139935235327344 0.112146677957375 0.120086265777366 0.112146677957375 0.0714562903799204 0.0793958781999115 0.0724487388574193 0.0833656721099071 0.0664940479924259 0.084358120587406 0.0992448477498894 0.094282605362395 0.109169332524878 0.130010750552355 0.118101368822368 0.138942786849845 0.155814410967326 0.162761550309818
 0.171693586607308 0.149859720102333 0.137950338372346 0.120086265777366 0.110161781002377 0.112146677957375 0.0774109812449138 0.0873354660199027 0.0803883266774104 0.0645091510374281 0.0823732236324082 0.0803883266774104 0.0823732236324082 0.0803883266774104 0.0863430175424038 0.112146677957375 0.125048508164861 0.131003199029854 0.15184461705733 0.154821962489827 0.152837065534829
 0.154821962489827 0.158791756399823 0.116116471867371 0.138942786849845 0.143905029237339 0.108176884047379 0.0982523992723905 0.0684789449474237 0.0724487388574193 0.0595469086499337 0.0674864964699248 0.0664940479924259 0.0664940479924259 0.0645091510374281 0.0922977084073972 0.113139126434874 0.112146677957375 0.122071162732364 0.125048508164861 0.144897477714838 0.161769101832319
 0.16970868965231 0.145889926192337 0.158791756399823 0.131995647507353 0.100237296227388 0.0833656721099071 0.0833656721099071 0.0764185327674149 0.0873354660199027 0.0694713934249226 0.0535922177849403 0.0704638419024215 0.0793958781999115 0.0803883266774104 0.0853505690649049 0.0863430175424038 0.116116471867371 0.130010750552355 0.139935235327344 0.137950338372346 0.158791756399823
 0.154821962489827 0.141920132282342 0.129018302074856 0.114131574912373 0.125048508164861 0.0972599507948917 0.0793958781999115 0.0764185327674149 0.0625242540824303 0.0774109812449138 0.0694713934249226 0.0664940479924259 0.0784034297224127 0.0863430175424038 0.0863430175424038 0.105199538614883 0.116116471867371 0.124056059687362 0.11710892034487 0.15184461705733 0.161769101832319
 0.182610519859796 0.164746447264816 0.133980544462351 0.128025853597357 0.124056059687362 0.0913052599298983 0.0972599507948917 0.0992448477498894 0.0714562903799204 0.0684789449474237 0.0823732236324082 0.0764185327674149 0.084358120587406 0.0823732236324082 0.0853505690649049 0.125048508164861 0.104207090137384 0.12604095664236 0.156806859444825 0.149859720102333 0.166731344219814
 0.16970868965231 0.163753998787317 0.130010750552355 0.127033405119858 0.138942786849845 0.123063611209863 0.105199538614883 0.0893203629749005 0.0813807751549093 0.0793958781999115 0.0744336358124171 0.0704638419024215 0.0962675023173928 0.112146677957375 0.101229744704887 0.114131574912373 0.127033405119858 0.118101368822368 0.142912580759841 0.161769101832319 0.155814410967326
 0.157799307922324 0.155814410967326 0.145889926192337 0.137950338372346 0.112146677957375 0.118101368822368 0.107184435569881 0.0982523992723905 0.0962675023173928 0.0893203629749005 0.0893203629749005 0.0823732236324082 0.0972599507948917 0.0982523992723905 0.116116471867371 0.12604095664236 0.12604095664236 0.133980544462351 0.157799307922324 0.153829514012328 0.186580313769791
 0.157799307922324 0.165738895742315 0.143905029237339 0.145889926192337 0.125048508164861 0.135965441417348 0.110161781002377 0.11710892034487 0.114131574912373 0.0992448477498894 0.0833656721099071 0.0992448477498894 0.107184435569881 0.104207090137384 0.124056059687362 0.121078714254865 0.135965441417348 0.146882374669836 0.145889926192337 0.153829514012328 0.18757276224729
 0.177648277472301 0.143905029237339 0.150852168579832 0.155814410967326 0.153829514012328 0.120086265777366 0.124056059687362 0.111154229479876 0.114131574912373 0.11710892034487 0.128025853597357 0.111154229479876 0.101229744704887 0.130010750552355 0.123063611209863 0.139935235327344 0.146882374669836 0.145889926192337 0.164746447264816 0.190550107679787 0.174670932039805
 0.168716241174811 0.174670932039805 0.158791756399823 0.167723792697313 0.145889926192337 0.133980544462351 0.164746447264816 0.125048508164861 0.123063611209863 0.124056059687362 0.134972992939849 0.11710892034487 0.123063611209863 0.142912580759841 0.150852168579832 0.131003199029854 0.162761550309818 0.150852168579832 0.176655828994802 0.168716241174811 0.164746447264816
 0.165738895742315 0.180625622904798 0.177648277472301 0.184595416814794 0.155814410967326 0.149859720102333 0.137950338372346 0.12604095664236 0.155814410967326 0.119093817299867 0.147874823147335 0.140927683804843 0.144897477714838 0.150852168579832 0.150852168579832 0.154821962489827 0.148867271624834 0.141920132282342 0.142912580759841 0.182610519859796 0.195512350067281
 0.192535004634785 0.167723792697313 0.175663380517304 0.181618071382297 0.163753998787317 0.161769101832319 0.166731344219814 0.149859720102333 0.134972992939849 0.139935235327344 0.138942786849845 0.131003199029854 0.161769101832319 0.136957889894847 0.177648277472301 0.16077665335482 0.164746447264816 0.180625622904798 0.159784204877322 0.18757276224729 0.194519901589782
 0.199482143977277 0.188565210724789 0.193527453112283 0.172686035084807 0.154821962489827 0.165738895742315 0.1786407259498 0.177648277472301 0.153829514012328 0.148867271624834 0.166731344219814 0.133980544462351 0.161769101832319 0.175663380517304 0.172686035084807 0.157799307922324 0.1786407259498 0.172686035084807 0.189557659202288 0.18757276224729 0.175663380517304

