 0.765177776151653 0.730442079439191 0.818769993936594 0.745328806601675 0.728457182484193 0.672880067744255 0.679827207086747 0.705630867501719 0.690744140339235 0.670895170789257 0.707615764456716 0.674864964699252 0.660970686014268 0.692729037294233 0.632189680166799 0.695706382726729 0.746321255079174 0.749298600511671 0.751283497466668 0.787011642656629 0.764185327674154
 0.795943678954119 0.751283497466668 0.752275945944167 0.698683728159226 0.724487388574198 0.714562903799209 0.681812104041745 0.715555352276708 0.688759243384237 0.683797000996743 0.672880067744255 0.686774346429239 0.71357045532171 0.694713934249231 0.701661073591723 0.680819655564246 0.711585558366712 0.729449630961692 0.736396770304185 0.728457182484193 0.772124915494145
 0.738381667259183 0.754260842899165 0.770140018539148 0.775102260926642 0.773117363971644 0.728457182484193 0.716547800754207 0.694713934249231 0.730442079439191 0.668910273834259 0.678834758609248 0.677842310131749 0.65005375276178 0.726472285529196 0.723494940096699 0.675857413176751 0.703645970546721 0.755253291376664 0.74036656421418 0.812815303071601 0.832664272621579
 0.757238188331662 0.707615764456716 0.815792648504097 0.790981436566625 0.710593109889213 0.7225024916192 0.745328806601675 0.744336358124176 0.70463841902422 0.719525146186703 0.689751691861736 0.686774346429239 0.710593109889213 0.701661073591723 0.721510043141701 0.750291048989169 0.752275945944167 0.748306152034172 0.709600661411714 0.739374115736681 0.839611411964071
 0.765177776151653 0.76815512158415 0.789988988089126 0.756245739854163 0.70463841902422 0.732426976394189 0.724487388574198 0.719525146186703 0.697691279681727 0.705630867501719 0.755253291376664 0.729449630961692 0.672880067744255 0.714562903799209 0.735404321826686 0.751283497466668 0.70463841902422 0.705630867501719 0.727464734006695 0.76815512158415 0.802890818296612
 0.810830406116603 0.742351461169178 0.791973885044124 0.760215533764159 0.73143452791669 0.78601919417913 0.738381667259183 0.721510043141701 0.75922308528666 0.75922308528666 0.699676176636725 0.730442079439191 0.734411873349187 0.737389218781684 0.751283497466668 0.720517594664202 0.790981436566625 0.723494940096699 0.792966333521622 0.801898369819113 0.784034297224132
 0.821747339369091 0.780064503314137 0.805868163729108 0.774109812449143 0.75922308528666 0.776094709404141 0.75922308528666 0.743343909646677 0.778079606359139 0.7225024916192 0.706623315979217 0.767162673106651 0.762200430719156 0.773117363971644 0.732426976394189 0.799913472864115 0.773117363971644 0.715555352276708 0.770140018539148 0.819762442414093 0.783041848746633
 0.841596308919069 0.818769993936594 0.737389218781684 0.808845509161605 0.778079606359139 0.853505690649056 0.728457182484193 0.753268394421666 0.728457182484193 0.697691279681727 0.719525146186703 0.767162673106651 0.765177776151653 0.749298600511671 0.76815512158415 0.736396770304185 0.756245739854163 0.738381667259183 0.80388326677411 0.787011642656629 0.825717133279086
 0.823732236324089 0.79495123047662 0.795943678954119 0.781056951791636 0.821747339369091 0.75922308528666 0.805868163729108 0.727464734006695 0.747313703556673 0.751283497466668 0.785026745701631 0.724487388574198 0.756245739854163 0.744336358124176 0.77708715788164 0.749298600511671 0.84060386044157 0.814800200026598 0.766170224629152 0.77708715788164 0.788004091134128
 0.819762442414093 0.807853060684106 0.755253291376664 0.815792648504097 0.707615764456716 0.812815303071601 0.762200430719156 0.755253291376664 0.790981436566625 0.833656721099078 0.800905921341614 0.729449630961692 0.785026745701631 0.771132467016647 0.79495123047662 0.821747339369091 0.854498139126555 0.816785096981596 0.752275945944167 0.825717133279086 0.787011642656629
 0.754260842899165 0.784034297224132 0.795943678954119 0.816785096981596 0.788004091134128 0.757238188331662 0.754260842899165 0.807853060684106 0.776094709404141 0.763192879196655 0.796936127431618 0.773117363971644 0.775102260926642 0.82273978784659 0.805868163729108 0.802890818296612 0.771132467016647 0.818769993936594 0.818769993936594 0.757238188331662 0.783041848746633

