FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Monday, July 01, 2024 13:11:52 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.07
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 158996
DEA_SIDEDNESS= Both Sides
BeginData
 0.55874849283188 0.489277099406957 0.49523179027195 0.538899523281902 0.47736771767697 0.442632020964508 0.447594263352002 0.45851119660449 0.412858566639541 0.443624469442007 0.405911427297048 0.434692433144517 0.426752845324525 0.426752845324525 0.443624469442007 0.462480990514486 0.437669778577013 0.523020347641919 0.475382820721972 0.553786250444386 0.562718286741876
 0.507141172001937 0.483322408541963 0.461488542036987 0.493246893316952 0.417820809027035 0.44064712400951 0.395986942522059 0.446601814874504 0.38606245774707 0.39499449404456 0.371175730584586 0.395986942522059 0.380107766882077 0.376137972972081 0.451564057261998 0.427745293802024 0.426752845324525 0.463473438991985 0.442632020964508 0.521035450686922 0.557756044354381
 0.528975038506913 0.501186481136943 0.479352614631967 0.439654675532011 0.443624469442007 0.390032251657066 0.401941633387053 0.345372070169615 0.34040982778212 0.354304106467105 0.36819838515209 0.357281451899602 0.360258797332098 0.387054906224569 0.389039803179567 0.401941633387053 0.415835912072037 0.393009597089562 0.506148723524438 0.489277099406957 0.532944832416908
 0.519050553731924 0.489277099406957 0.471413026811976 0.433699984667018 0.390032251657066 0.418813257504534 0.34040982778212 0.365221039719593 0.32254575518714 0.314606167367149 0.301704337159663 0.311628821934652 0.345372070169615 0.382092663837074 0.337432482349624 0.361251245809597 0.397971839477057 0.444616917919506 0.411866118162042 0.433699984667018 0.489277099406957
 0.490269547884455 0.463473438991985 0.415835912072037 0.415835912072037 0.337432482349624 0.326515549097136 0.317583512799645 0.298726991727166 0.299719440204665 0.328500446052133 0.257044155672212 0.264983743492203 0.281855367609685 0.351326761034608 0.348349415602112 0.379115318404578 0.37713042144958 0.404918978819549 0.429730190757022 0.460496093559488 0.512103414389431
 0.471413026811976 0.435684881622016 0.424767948369528 0.414843463594538 0.378122869927079 0.360258797332098 0.289794955429676 0.264983743492203 0.254066810239715 0.244142325464726 0.23223294373474 0.253074361762216 0.284832713042181 0.308651476502155 0.324530652142138 0.346364518647114 0.350334312557109 0.350334312557109 0.416828360549536 0.44064712400951 0.461488542036987
 0.428737742279523 0.426752845324525 0.432707536189519 0.337432482349624 0.328500446052133 0.309643924979654 0.278878022177188 0.247119670897223 0.247119670897223 0.22330090743725 0.213376422662261 0.245134773942225 0.23223294373474 0.236202737644735 0.297734543249667 0.317583512799645 0.367205936674591 0.324530652142138 0.364228591242094 0.446601814874504 0.457518748126992
 0.40392653034205 0.388047354702068 0.375145524494582 0.363236142764595 0.329492894529632 0.275900676744691 0.222308458959751 0.23223294373474 0.215361319617259 0.185587865292292 0.203451937887272 0.189557659202288 0.203451937887272 0.192535004634785 0.254066810239715 0.268953537402199 0.289794955429676 0.337432482349624 0.391024700134565 0.412858566639541 0.40392653034205
 0.435684881622016 0.337432482349624 0.347356967124613 0.327507997574635 0.298726991727166 0.265976191969702 0.238187634599733 0.20543683484227 0.177648277472301 0.181618071382297 0.183602968337295 0.194519901589782 0.19650479854478 0.201467040932274 0.240172531554731 0.243149876987227 0.347356967124613 0.305674131069659 0.365221039719593 0.380107766882077 0.400949184909554
 0.451564057261998 0.408888772729545 0.347356967124613 0.310636373457153 0.300711888682164 0.25009701632972 0.246127222419724 0.201467040932274 0.182610519859796 0.190550107679787 0.200474592454776 0.166731344219814 0.191542556157286 0.216353768094758 0.220323562004753 0.258036604149711 0.291779852384674 0.337432482349624 0.353311657989606 0.395986942522059 0.439654675532011
