FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Wednesday, July 17, 2024 00:22:46 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 0.04
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 316052
DEA_SIDEDNESS= Both Sides
BeginData
 0.795943678954119 0.750291048989169 0.806860612206607 0.800905921341614 0.748306152034172 0.721510043141701 0.761207982241657 0.754260842899165 0.739374115736681 0.753268394421666 0.694713934249231 0.727464734006695 0.782049400269134 0.711585558366712 0.738381667259183 0.79495123047662 0.718532697709204 0.773117363971644 0.780064503314137 0.847550999784062 0.841596308919069
 0.785026745701631 0.780064503314137 0.78601919417913 0.765177776151653 0.733419424871688 0.788004091134128 0.712578006844211 0.730442079439191 0.736396770304185 0.711585558366712 0.679827207086747 0.747313703556673 0.700668625114224 0.778079606359139 0.741359012691679 0.810830406116603 0.756245739854163 0.774109812449143 0.775102260926642 0.735404321826686 0.806860612206607
 0.769147570061649 0.760215533764159 0.739374115736681 0.774109812449143 0.770140018539148 0.709600661411714 0.729449630961692 0.730442079439191 0.679827207086747 0.745328806601675 0.741359012691679 0.714562903799209 0.656008443626773 0.663948031446764 0.742351461169178 0.708608212934215 0.730442079439191 0.745328806601675 0.734411873349187 0.772124915494145 0.801898369819113
 0.77708715788164 0.756245739854163 0.781056951791636 0.761207982241657 0.748306152034172 0.710593109889213 0.70463841902422 0.737389218781684 0.653031098194276 0.683797000996743 0.635167025599296 0.707615764456716 0.663948031446764 0.712578006844211 0.679827207086747 0.700668625114224 0.754260842899165 0.735404321826686 0.7225024916192 0.732426976394189 0.734411873349187
 0.747313703556673 0.781056951791636 0.721510043141701 0.738381667259183 0.735404321826686 0.729449630961692 0.710593109889213 0.723494940096699 0.654023546671775 0.672880067744255 0.726472285529196 0.660970686014268 0.65898578905927 0.692729037294233 0.701661073591723 0.737389218781684 0.729449630961692 0.733419424871688 0.736396770304185 0.764185327674154 0.780064503314137
 0.749298600511671 0.754260842899165 0.680819655564246 0.7225024916192 0.719525146186703 0.680819655564246 0.703645970546721 0.678834758609248 0.635167025599296 0.66791782535676 0.680819655564246 0.65005375276178 0.647076407329283 0.648068855806782 0.656008443626773 0.690744140339235 0.73143452791669 0.702653522069222 0.690744140339235 0.733419424871688 0.775102260926642
 0.76815512158415 0.792966333521622 0.701661073591723 0.65005375276178 0.668910273834259 0.648068855806782 0.690744140339235 0.654023546671775 0.645091510374285 0.688759243384237 0.645091510374285 0.65898578905927 0.646083958851784 0.680819655564246 0.639136819509292 0.693721485771732 0.67684986165425 0.712578006844211 0.719525146186703 0.721510043141701 0.74036656421418
 0.721510043141701 0.748306152034172 0.702653522069222 0.695706382726729 0.727464734006695 0.697691279681727 0.688759243384237 0.656008443626773 0.657993340581771 0.649061304284281 0.635167025599296 0.663948031446764 0.623257643869309 0.656008443626773 0.65005375276178 0.68578189795174 0.710593109889213 0.671887619266756 0.697691279681727 0.727464734006695 0.73143452791669
 0.754260842899165 0.697691279681727 0.708608212934215 0.691736588816734 0.718532697709204 0.649061304284281 0.656008443626773 0.61333315909432 0.675857413176751 0.638144371031793 0.675857413176751 0.649061304284281 0.62226519539181 0.65005375276178 0.666925376879261 0.677842310131749 0.695706382726729 0.755253291376664 0.728457182484193 0.668910273834259 0.802890818296612
 0.70463841902422 0.741359012691679 0.723494940096699 0.668910273834259 0.665932928401762 0.690744140339235 0.66791782535676 0.657993340581771 0.639136819509292 0.657993340581771 0.599438880409335 0.647076407329283 0.596461534976839 0.606386019751828 0.566688080651871 0.665932928401762 0.673872516221753 0.670895170789257 0.647076407329283 0.67684986165425 0.719525146186703
 0.755253291376664 0.76815512158415 0.717540249231705 0.697691279681727 0.68578189795174 0.688759243384237 0.694713934249231 0.660970686014268 0.660970686014268 0.654023546671775 0.664940479924263 0.648068855806782 0.6311972316893 0.61333315909432 0.609363365184324 0.663948031446764 0.718532697709204 0.645091510374285 0.688759243384237 0.746321255079174 0.728457182484193
 0.695706382726729 0.71357045532171 0.687766794906738 0.729449630961692 0.661963134491767 0.648068855806782 0.675857413176751 0.606386019751828 0.659978237536769 0.661963134491767 0.591499292589344 0.633182128644298 0.600431328886834 0.651046201239279 0.657993340581771 0.657000892104272 0.670895170789257 0.703645970546721 0.701661073591723 0.721510043141701 0.742351461169178
 0.727464734006695 0.701661073591723 0.735404321826686 0.71357045532171 0.695706382726729 0.701661073591723 0.657993340581771 0.615318056049318 0.6311972316893 0.646083958851784 0.640129267986791 0.655015995149274 0.656008443626773 0.743343909646677 0.608370916706826 0.670895170789257 0.668910273834259 0.699676176636725 0.693721485771732 0.747313703556673 0.725479837051697
 0.800905921341614 0.764185327674154 0.65898578905927 0.724487388574198 0.725479837051697 0.729449630961692 0.695706382726729 0.677842310131749 0.618295401481815 0.624250092346808 0.603408674319331 0.661963134491767 0.623257643869309 0.659978237536769 0.665932928401762 0.679827207086747 0.623257643869309 0.736396770304185 0.712578006844211 0.770140018539148 0.709600661411714
 0.775102260926642 0.741359012691679 0.742351461169178 0.684789449474241 0.673872516221753 0.730442079439191 0.706623315979217 0.638144371031793 0.659978237536769 0.669902722311758 0.687766794906738 0.673872516221753 0.630204783211802 0.687766794906738 0.678834758609248 0.719525146186703 0.742351461169178 0.689751691861736 0.748306152034172 0.767162673106651 0.789988988089126
 0.80388326677411 0.709600661411714 0.739374115736681 0.736396770304185 0.65005375276178 0.717540249231705 0.65005375276178 0.644099061896786 0.662955582969265 0.607378468229327 0.649061304284281 0.663948031446764 0.657993340581771 0.702653522069222 0.657993340581771 0.671887619266756 0.700668625114224 0.692729037294233 0.737389218781684 0.705630867501719 0.705630867501719
 0.755253291376664 0.735404321826686 0.692729037294233 0.733419424871688 0.717540249231705 0.721510043141701 0.651046201239279 0.692729037294233 0.691736588816734 0.680819655564246 0.708608212934215 0.709600661411714 0.711585558366712 0.754260842899165 0.7225024916192 0.661963134491767 0.709600661411714 0.707615764456716 0.763192879196655 0.801898369819113 0.757238188331662
 0.765177776151653 0.776094709404141 0.753268394421666 0.753268394421666 0.714562903799209 0.745328806601675 0.750291048989169 0.710593109889213 0.680819655564246 0.71357045532171 0.688759243384237 0.718532697709204 0.725479837051697 0.668910273834259 0.723494940096699 0.751283497466668 0.764185327674154 0.735404321826686 0.770140018539148 0.743343909646677 0.776094709404141
 0.774109812449143 0.747313703556673 0.810830406116603 0.80388326677411 0.745328806601675 0.68578189795174 0.753268394421666 0.71357045532171 0.64112171646429 0.654023546671775 0.711585558366712 0.693721485771732 0.694713934249231 0.691736588816734 0.74036656421418 0.716547800754207 0.76815512158415 0.754260842899165 0.772124915494145 0.757238188331662 0.79495123047662
 0.779072054836638 0.805868163729108 0.810830406116603 0.754260842899165 0.776094709404141 0.787011642656629 0.729449630961692 0.715555352276708 0.67684986165425 0.695706382726729 0.748306152034172 0.73143452791669 0.723494940096699 0.738381667259183 0.758230636809161 0.765177776151653 0.729449630961692 0.772124915494145 0.766170224629152 0.796936127431618 0.781056951791636
 0.833656721099078 0.833656721099078 0.742351461169178 0.83167182414408 0.760215533764159 0.742351461169178 0.773117363971644 0.717540249231705 0.782049400269134 0.743343909646677 0.725479837051697 0.749298600511671 0.727464734006695 0.718532697709204 0.755253291376664 0.764185327674154 0.754260842899165 0.807853060684106 0.762200430719156 0.815792648504097 0.782049400269134

