FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Monday, July 15, 2024 12:59:15 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.05
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.03333
A_AXIS_MAX= 0.03333
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.03333
B_AXIS_MAX= 0.03333
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 383315
DEA_SIDEDNESS= Both Sides
BeginData
 0.812815303071601 0.860452829991548 0.853505690649056 0.848543448261561 0.87732445410903 0.848543448261561 0.851520793694058 0.862437726946546 0.872362211721535 0.888241387361518 0.859460381514049 0.864422623901544 0.808845509161605 0.900150769091505 0.876332005631531 0.852513242171557 0.83167182414408 0.87732445410903 0.834649169576577 0.879309351064028 0.850528345216559
 0.851520793694058 0.855490587604054 0.854498139126555 0.855490587604054 0.86839241781154 0.853505690649056 0.850528345216559 0.837626515009073 0.866407520856542 0.878316902586529 0.870377314766537 0.856483036081553 0.883279144974023 0.864422623901544 0.808845509161605 0.891218732794014 0.811822854594102 0.856483036081553 0.887248938884019 0.783041848746633 0.823732236324089
 0.807853060684106 0.901143217569004 0.845566102829065 0.85846793303655 0.851520793694058 0.850528345216559 0.845566102829065 0.9041205630015 0.873354660199034 0.857475484559052 0.863430175424045 0.869384866289038 0.905113011478999 0.826709581756585 0.829686927189082 0.88625649040652 0.898165872136507 0.885264041929021 0.830679375666581 0.825717133279086 0.860452829991548
 0.837626515009073 0.866407520856542 0.852513242171557 0.855490587604054 0.806860612206607 0.84953589673906 0.795943678954119 0.898165872136507 0.865415072379043 0.870377314766537 0.861445278469047 0.845566102829065 0.907097908433997 0.846558551306564 0.860452829991548 0.835641618054076 0.872362211721535 0.84060386044157 0.860452829991548 0.887248938884019 0.863430175424045
 0.880301799541526 0.838618963486572 0.871369763244036 0.882286696496524 0.884271593451522 0.883279144974023 0.879309351064028 0.875339557154032 0.884271593451522 0.871369763244036 0.870377314766537 0.848543448261561 0.892211181271513 0.885264041929021 0.879309351064028 0.830679375666581 0.867399969334041 0.953742986876446 0.839611411964071 0.839611411964071 0.848543448261561
 0.871369763244036 0.838618963486572 0.890226284316516 0.896180975181509 0.916029944731487 0.865415072379043 0.887248938884019 0.898165872136507 0.879309351064028 0.872362211721535 0.875339557154032 0.960690126218938 0.875339557154032 0.894196078226511 0.869384866289038 0.834649169576577 0.853505690649056 0.872362211721535 0.893203629749012 0.842588757396568 0.863430175424045
 0.867399969334041 0.882286696496524 0.863430175424045 0.853505690649056 0.889233835839017 0.86839241781154 0.825717133279086 0.889233835839017 0.859460381514049 0.802890818296612 0.890226284316516 0.86839241781154 0.856483036081553 0.906105459956498 0.850528345216559 0.839611411964071 0.859460381514049 0.859460381514049 0.83167182414408 0.797928575909117 0.900150769091505
 0.830679375666581 0.827702030234084 0.83167182414408 0.878316902586529 0.860452829991548 0.853505690649056 0.862437726946546 0.89518852670401 0.915037496253988 0.876332005631531 0.853505690649056 0.881294248019025 0.862437726946546 0.889233835839017 0.876332005631531 0.903128114524001 0.826709581756585 0.843581205874067 0.879309351064028 0.871369763244036 0.853505690649056
 0.808845509161605 0.856483036081553 0.843581205874067 0.838618963486572 0.882286696496524 0.85846793303655 0.85846793303655 0.852513242171557 0.841596308919069 0.911067702343993 0.890226284316516 0.815792648504097 0.85846793303655 0.937863811236463 0.899158320614006 0.867399969334041 0.85846793303655 0.847550999784062 0.859460381514049 0.873354660199034 0.856483036081553
 0.836634066531574 0.84953589673906 0.828694478711583 0.915037496253988 0.843581205874067 0.843581205874067 0.867399969334041 0.861445278469047 0.866407520856542 0.887248938884019 0.842588757396568 0.903128114524001 0.930916671893971 0.875339557154032 0.870377314766537 0.875339557154032 0.889233835839017 0.88625649040652 0.851520793694058 0.830679375666581 0.929924223416472
 0.798921024386616 0.854498139126555 0.826709581756585 0.829686927189082 0.885264041929021 0.861445278469047 0.889233835839017 0.88625649040652 0.919999738641483 0.870377314766537 0.808845509161605 0.898165872136507 0.873354660199034 0.850528345216559 0.867399969334041 0.848543448261561 0.850528345216559 0.861445278469047 0.855490587604054 0.874347108676533 0.881294248019025
 0.790981436566625 0.870377314766537 0.854498139126555 0.863430175424045 0.869384866289038 0.879309351064028 0.852513242171557 0.861445278469047 0.874347108676533 0.912060150821491 0.854498139126555 0.901143217569004 0.873354660199034 0.854498139126555 0.834649169576577 0.846558551306564 0.908090356911496 0.855490587604054 0.908090356911496 0.844573654351566 0.866407520856542
 0.820754890891592 0.857475484559052 0.953742986876446 0.9041205630015 0.887248938884019 0.841596308919069 0.866407520856542 0.856483036081553 0.864422623901544 0.839611411964071 0.878316902586529 0.881294248019025 0.883279144974023 0.879309351064028 0.860452829991548 0.869384866289038 0.903128114524001 0.852513242171557 0.892211181271513 0.924961981028977 0.853505690649056
 0.845566102829065 0.866407520856542 0.887248938884019 0.84953589673906 0.881294248019025 0.854498139126555 0.862437726946546 0.923969532551478 0.815792648504097 0.835641618054076 0.874347108676533 0.889233835839017 0.917022393208986 0.885264041929021 0.853505690649056 0.825717133279086 0.862437726946546 0.879309351064028 0.87732445410903 0.89518852670401 0.881294248019025
 0.862437726946546 0.918014841686485 0.84060386044157 0.889233835839017 0.9041205630015 0.856483036081553 0.815792648504097 0.884271593451522 0.865415072379043 0.898165872136507 0.801898369819113 0.892211181271513 0.820754890891592 0.825717133279086 0.865415072379043 0.890226284316516 0.87732445410903 0.845566102829065 0.901143217569004 0.875339557154032 0.842588757396568
 0.818769993936594 0.84953589673906 0.86839241781154 0.841596308919069 0.839611411964071 0.860452829991548 0.875339557154032 0.850528345216559 0.887248938884019 0.870377314766537 0.839611411964071 0.855490587604054 0.902135666046502 0.86839241781154 0.881294248019025 0.881294248019025 0.783041848746633 0.873354660199034 0.879309351064028 0.841596308919069 0.856483036081553
 0.854498139126555 0.865415072379043 0.867399969334041 0.852513242171557 0.811822854594102 0.901143217569004 0.853505690649056 0.853505690649056 0.866407520856542 0.851520793694058 0.89518852670401 0.865415072379043 0.819762442414093 0.855490587604054 0.824724684801588 0.875339557154032 0.819762442414093 0.874347108676533 0.860452829991548 0.830679375666581 0.790981436566625
 0.847550999784062 0.909082805388995 0.84060386044157 0.828694478711583 0.829686927189082 0.875339557154032 0.852513242171557 0.88625649040652 0.801898369819113 0.881294248019025 0.911067702343993 0.889233835839017 0.839611411964071 0.835641618054076 0.857475484559052 0.859460381514049 0.862437726946546 0.905113011478999 0.850528345216559 0.876332005631531 0.830679375666581
 0.867399969334041 0.843581205874067 0.89518852670401 0.879309351064028 0.919999738641483 0.887248938884019 0.83167182414408 0.883279144974023 0.843581205874067 0.847550999784062 0.842588757396568 0.848543448261561 0.862437726946546 0.80388326677411 0.85846793303655 0.851520793694058 0.914045047776489 0.829686927189082 0.864422623901544 0.857475484559052 0.838618963486572
 0.779072054836638 0.871369763244036 0.922977084073979 0.883279144974023 0.876332005631531 0.842588757396568 0.892211181271513 0.841596308919069 0.882286696496524 0.876332005631531 0.853505690649056 0.851520793694058 0.873354660199034 0.806860612206607 0.884271593451522 0.901143217569004 0.835641618054076 0.805868163729108 0.875339557154032 0.841596308919069 0.839611411964071
 0.820754890891592 0.843581205874067 0.901143217569004 0.83167182414408 0.889233835839017 0.828694478711583 0.870377314766537 0.810830406116603 0.865415072379043 0.873354660199034 0.919999738641483 0.85846793303655 0.820754890891592 0.87732445410903 0.826709581756585 0.866407520856542 0.879309351064028 0.811822854594102 0.884271593451522 0.801898369819113 0.807853060684106

